Strategy,Mean,Median,Std,Range(low),Range(high),Time(mius)
DE1,0.44,0,0.80399,-1,3,756.58
DE2,1.56,2,0.92,-1,3,1014.5
DE3,0.52,0,0.727736,0,2,751.3
DE4,1.34,1,0.815107,-1,3,1169.34
DE5,1.66,2,0.764461,0,3,1511.32
DE6,3.92,4,1.56,0,7,1082.36
DE7,6.06,6,0.675574,5,7,1563.02
DE8,5,5,0.774597,3,6,1118.88
DE9,5.82,6,0.817068,4,8,1770.8
DE10,6.16,6,0.856971,4,7,2379.84
