Function,Dimension,f(x)
3,20,2.23136e+11,2.39e+11,2.65587e+11,2.86421e+11,3.04074e+11,3.079e+11,3.74093e+11,3.83901e+11,4.38294e+11,4.6034e+11,4.71468e+11,4.82198e+11,4.85338e+11,4.93761e+11,5.17925e+11,5.26376e+11,5.53777e+11,5.85033e+11,5.88856e+11,5.89483e+11,6.06544e+11,6.09871e+11,6.12885e+11,6.19563e+11,6.2894e+11,6.38218e+11,6.38452e+11,6.39161e+11,6.39161e+11,6.47091e+11,6.63566e+11,6.90407e+11,6.94536e+11,7.04866e+11,7.05681e+11,7.09813e+11,7.19938e+11,7.31164e+11,7.90636e+11,8.03373e+11,8.50384e+11,8.54539e+11,8.71299e+11,8.89957e+11,8.93142e+11,8.94527e+11,9.46069e+11,9.48656e+11,1.04732e+12,1.0972e+12,
3,30,4.38229e+11,5.18985e+11,5.70741e+11,5.72742e+11,5.82202e+11,5.82894e+11,6.12001e+11,6.39504e+11,6.51872e+11,6.58009e+11,6.88353e+11,7.19309e+11,7.35202e+11,7.35346e+11,7.52469e+11,7.80518e+11,7.80722e+11,7.84051e+11,8.0107e+11,8.36077e+11,8.49515e+11,8.58574e+11,8.61672e+11,8.6273e+11,8.75055e+11,8.8978e+11,8.90191e+11,9.055e+11,9.13572e+11,9.23561e+11,9.94621e+11,1.00095e+12,1.00292e+12,1.02157e+12,1.09191e+12,1.09457e+12,1.09698e+12,1.11261e+12,1.11743e+12,1.11784e+12,1.1484e+12,1.1572e+12,1.19266e+12,1.19342e+12,1.20617e+12,1.23342e+12,1.27844e+12,1.28495e+12,1.31072e+12,1.57389e+12,
4,10,5.30262e+10,8.06434e+10,8.52985e+10,1.1801e+11,1.18603e+11,1.21773e+11,1.33129e+11,1.44497e+11,1.50863e+11,1.72059e+11,1.75067e+11,1.76479e+11,1.78988e+11,1.98751e+11,2.03008e+11,2.04875e+11,2.07469e+11,2.1555e+11,2.18056e+11,2.228e+11,2.25773e+11,2.2987e+11,2.31099e+11,2.34783e+11,2.37508e+11,2.45848e+11,2.47614e+11,2.48246e+11,2.49705e+11,2.60018e+11,2.6002e+11,2.95149e+11,3.01429e+11,3.28853e+11,3.31404e+11,3.45586e+11,3.66271e+11,3.69077e+11,3.82444e+11,3.85971e+11,3.94418e+11,3.97203e+11,4.13309e+11,4.28086e+11,4.44004e+11,4.44509e+11,4.53852e+11,4.60836e+11,4.87422e+11,5.17747e+11,
4,20,2.23136e+11,2.39e+11,2.65587e+11,2.86421e+11,3.04074e+11,3.079e+11,3.74093e+11,3.83901e+11,4.38294e+11,4.6034e+11,4.71468e+11,4.82198e+11,4.85338e+11,4.93761e+11,5.17925e+11,5.26376e+11,5.53777e+11,5.85033e+11,5.88856e+11,5.89483e+11,6.06544e+11,6.09871e+11,6.12885e+11,6.19563e+11,6.2894e+11,6.38218e+11,6.38452e+11,6.39161e+11,6.39161e+11,6.47091e+11,6.63566e+11,6.90407e+11,6.94536e+11,7.04866e+11,7.05681e+11,7.09813e+11,7.19938e+11,7.31164e+11,7.90636e+11,8.03373e+11,8.50384e+11,8.54539e+11,8.71299e+11,8.89957e+11,8.93142e+11,8.94527e+11,9.46069e+11,9.48656e+11,1.04732e+12,1.0972e+12,
4,30,4.38229e+11,5.18985e+11,5.70741e+11,5.72742e+11,5.82202e+11,5.82894e+11,6.12001e+11,6.39504e+11,6.51872e+11,6.58009e+11,6.88353e+11,7.19309e+11,7.35202e+11,7.35346e+11,7.52469e+11,7.80518e+11,7.80722e+11,7.84051e+11,8.0107e+11,8.36077e+11,8.49515e+11,8.58574e+11,8.61672e+11,8.6273e+11,8.75055e+11,8.8978e+11,8.90191e+11,9.055e+11,9.13572e+11,9.23561e+11,9.94621e+11,1.00095e+12,1.00292e+12,1.02157e+12,1.09191e+12,1.09457e+12,1.09698e+12,1.11261e+12,1.11743e+12,1.11784e+12,1.1484e+12,1.1572e+12,1.19266e+12,1.19342e+12,1.20617e+12,1.23342e+12,1.27844e+12,1.28495e+12,1.31072e+12,1.57389e+12,
5,10,-6.42865,-6.11598,-5.58301,-5.40146,-5.02368,-4.99518,-4.92175,-4.90699,-4.86965,-4.8611,-4.77231,-4.76472,-4.69941,-4.69778,-4.66712,-4.62142,-4.61481,-4.609,-4.58371,-4.51384,-4.5093,-4.49534,-4.47842,-4.4192,-4.40536,-4.38678,-4.36986,-4.36636,-4.34123,-4.34023,-4.33232,-4.31389,-4.28021,-4.25722,-4.19867,-4.19752,-4.16752,-4.10816,-4.04175,-4.04161,-3.97346,-3.96429,-3.96193,-3.9198,-3.88814,-3.65171,-3.64824,-3.40124,-2.39921,-2.29913,
5,20,-11.15,-10.7686,-10.6105,-10.2957,-10.2836,-10.2395,-10.1992,-10.181,-10.1377,-10.0853,-10.0776,-10.0444,-10.0106,-9.99308,-9.98313,-9.93836,-9.92597,-9.86854,-9.84341,-9.75905,-9.71279,-9.59562,-9.59432,-9.58108,-9.57735,-9.4736,-9.46554,-9.45534,-9.45409,-9.41195,-9.40111,-9.35241,-9.3009,-9.26335,-9.22208,-9.18074,-9.1341,-9.08133,-9.04555,-9.02121,-8.78317,-8.74749,-8.72153,-8.64732,-8.60448,-8.45282,-8.436,-8.40194,-7.94292,-7.88113,
5,30,-16.7935,-16.3834,-16.2775,-16.1634,-15.9361,-15.8776,-15.8162,-15.7217,-15.6588,-15.6549,-15.464,-15.4389,-15.4374,-15.3384,-15.3278,-15.1277,-15.1195,-15.0883,-15.0782,-15.0435,-15.0279,-15.0242,-14.9158,-14.8975,-14.8787,-14.6693,-14.6505,-14.6219,-14.573,-14.5135,-14.4963,-14.4961,-14.4829,-14.45,-14.3981,-14.2112,-14.2001,-14.0871,-14.0444,-14.0346,-13.949,-13.855,-13.8537,-13.8065,-13.4626,-13.2216,-12.6816,-12.427,-12.3608,-11.5954,
6,10,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,3.14885,
6,20,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,6.64758,
6,30,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,
7,10,228.61,232.843,242.675,248.735,253.406,263.188,291.854,296.462,296.503,302.987,307.777,309.881,311.362,320.929,321.692,323.613,326.226,330.708,338.358,346.572,352.272,352.645,362.612,363.729,364.804,367.338,369.864,370.823,387.862,392.193,396.201,396.847,398.525,399.289,400.08,403.216,405.047,408.245,413.923,415.849,416.838,420.196,430.892,432.864,434.922,437.669,443.192,447.951,464.539,484.134,
7,20,560.087,601.51,604.442,626.872,635.669,650.475,652.132,653.293,668.233,668.657,684.629,686.957,687.808,702.489,718.698,722.275,737.431,739.13,741.966,747.393,748.953,757.488,760.249,778.564,779.103,785.093,786.127,801.216,802.032,802.682,808.079,812.459,817.879,831.487,839.889,845.176,848.73,853.11,853.344,866.161,868.887,869.214,888.714,892.849,897.666,901.039,901.532,909.149,933.564,982.176,
7,30,960.844,1006.87,1020.1,1024.89,1025.93,1059.42,1069.08,1080.69,1088.86,1093.58,1097.15,1113.82,1116.05,1128.23,1133.45,1135.23,1138.49,1139.64,1140.13,1143.13,1151.14,1156.94,1159.39,1161.46,1164.03,1165.15,1178.56,1183.91,1187.73,1191.98,1196.91,1207.71,1229.86,1248.42,1249.44,1269.65,1269.72,1275.33,1279.23,1279.57,1284.01,1290.23,1301.15,1301.65,1311.13,1321.48,1321.92,1341.88,1344.87,1525.4,
8,10,171.671,182.839,184.82,185.442,185.902,188.115,188.379,188.872,188.942,189.748,189.962,189.976,190.097,190.141,190.388,191.03,191.117,191.298,191.364,191.657,191.666,191.739,191.91,192.009,192.062,192.188,192.262,192.433,192.44,192.514,192.696,192.727,192.805,192.866,193.383,193.687,193.72,193.729,194.014,194.085,194.149,194.536,194.564,195.02,195.228,195.582,195.752,195.898,196,196.32,
8,20,377.943,386.713,388.978,390.232,390.921,394.062,394.982,395.794,398.566,399.081,399.506,400.468,400.682,400.915,400.967,401.523,401.899,402.472,403.12,403.487,403.515,403.732,404.137,404.787,404.81,404.893,405.415,405.502,405.704,405.833,406.089,406.125,406.275,406.835,407.252,407.528,407.53,407.648,408.201,408.553,408.871,409.032,409.398,409.427,409.574,410.088,410.105,410.369,410.914,411.136,
8,30,601.889,602.503,602.757,606.251,606.381,607.669,607.773,610.605,610.738,612.4,613.047,613.757,613.94,614.034,614.613,614.875,614.879,615.919,616.339,616.929,616.948,617.448,617.502,617.992,618.259,618.512,618.58,619.12,619.173,619.58,619.729,619.813,620.472,620.565,620.83,620.862,620.936,621.059,621.083,621.121,621.281,621.404,622.122,622.497,623.125,623.49,625.215,627.176,627.772,628.702,
9,10,-4160.6,-3776.66,-2724.97,-2093.91,-2034.32,-1731.78,-1673.13,-1335.47,-1283.64,-1266.38,-1159.71,-1129.77,-1100.3,-1071.18,-993.409,-920.664,-891.317,-825.452,-804.479,-702.326,-611.083,-527.559,-524.846,-507.637,-422.269,-414.75,-287.377,-251.491,-153.121,3.2916,67.8383,122.495,130.194,558.192,599.701,803.537,876.551,915.75,921.738,992.217,1151.64,1200.71,1468.32,1509.62,1586.19,1876.09,2107.69,3776.86,4343.58,4424.29,
9,20,-6353.48,-5719.95,-4869.35,-4497.62,-4152.74,-3575.9,-3571.62,-3278.77,-3172.97,-2603.12,-2449.68,-2229,-2025.62,-1822.19,-1669.95,-1584.33,-1493.96,-1481.78,-1398.04,-1227.41,-1204.85,-1165.45,-1021.29,-820.677,-751.786,-694.6,-467.084,-391.393,-251.36,-96.4147,129.308,244.496,295.222,608.693,617.187,691.322,881.398,887.002,890.135,1560.3,1591.7,1862.5,2201.34,2449.88,2500.91,2684.79,2872.46,2874.92,3510.3,6090.69,
9,30,-8430.87,-6770.01,-6006.1,-5147.93,-5099.9,-4894.63,-4563.8,-4460.94,-4257.71,-4083.4,-4065.33,-3660.86,-3613.85,-2731.88,-2724.02,-2210.63,-1950.28,-1871.62,-1710,-1558.62,-1255.44,-1076.04,-1058.24,-917.18,-797.91,-731.038,-721.175,-542.553,-135.966,-20.2558,139.62,304.418,467.608,505.528,936.007,1138.34,1293.84,1301.58,1718.2,1832,1894.98,2093.34,2300.85,2465.82,2940.22,3363.71,3550.46,4961.55,5565.01,5684.98,
10,10,-2002.82,-1756.97,-1530.72,-1415.02,-1357.64,-1035.44,-942.283,-804.805,-798.18,-783.994,-696.638,-656.059,-631.682,-564.942,-470.175,-468.986,-445.801,-377.172,-336.845,-319.859,-282.903,-275.751,-191.451,-75.6415,-4.18106,0.854095,232.071,279.281,367.548,380.478,409.561,418.234,467.963,470.503,515.218,619.672,788.243,857.313,913.385,1008.26,1159.26,1375.9,1407.58,1498.72,1643.4,1781.14,1875.56,2003.81,2031.8,3265.58,
10,20,-4034.54,-2930.61,-2789.54,-2553.04,-2330.74,-2048.56,-1976.97,-1619.01,-1470.13,-1155.05,-907.747,-888.524,-770.761,-742.476,-685.954,-631.202,-513.042,-488.454,-453.535,-58.0847,5.15143,15.49,201.081,307.321,311.474,324.721,328.523,418.828,422.821,432.554,443.431,678.657,768.452,1022.6,1058.07,1274.63,1559.74,1662.84,1690.9,1720.45,1880.62,1926.46,1956.96,2129.08,2143.57,2312.96,2329.82,2396.7,2754.56,2815.73,
10,30,-5120.96,-4062.06,-3945.6,-3941.18,-3797.42,-3531.88,-3392.59,-3232.76,-3211.6,-2848.74,-2701.29,-2136.72,-2025.91,-1958.73,-1601.66,-1365.43,-1245.45,-1072.06,-922.642,-920.587,-723.781,-361.589,-360.025,-285.721,-218.144,-129.962,-0.857796,194.22,487.314,540.269,801.409,825.351,864.079,1075.58,1276.06,1413.14,1461.15,1931.06,2278.82,2323.31,2529.78,2714.9,2946.26,3858.54,4219.14,4377.3,4539.27,4916.76,5905.19,5972.46,
11,10,1.33326,1.86501,2.7935,3.07342,3.43194,3.63112,3.73068,3.73133,3.7983,3.84588,3.99296,4.11119,4.11169,4.15733,4.16223,4.1704,4.27529,4.28956,4.33791,4.37061,4.37822,4.41047,4.41193,4.41241,4.43187,4.44365,4.45613,4.46472,4.47686,4.48051,4.48557,4.48794,4.48912,4.49653,4.49744,4.49747,4.49754,4.49796,4.49954,4.5042,4.50801,4.50909,4.51844,4.51966,4.69263,4.82861,4.86787,4.88113,4.90909,5.05323,
11,20,5.84296,7.04007,7.22043,7.43003,7.6146,7.69608,8.12964,8.14904,8.15954,8.26718,8.27857,8.40072,8.42875,8.4553,8.47492,8.48067,8.48214,8.58846,8.65839,8.6636,8.70761,8.82308,8.93,8.94286,8.99689,9.02378,9.06707,9.18606,9.23663,9.24576,9.28139,9.34988,9.3771,9.41671,9.43519,9.45294,9.45765,9.49,9.49608,9.49864,9.60731,9.64029,9.65513,9.6947,9.71555,9.74738,9.77211,9.78636,9.79551,10.184,
11,30,9.85906,11.5413,11.7175,11.8633,12.2117,12.5182,12.8316,12.9308,13.0667,13.1029,13.2192,13.3074,13.3288,13.3957,13.4431,13.4655,13.4914,13.4932,13.4972,13.5019,13.5154,13.5246,13.525,13.5812,13.6284,13.7915,13.8256,13.8644,13.8764,13.9745,13.9913,13.9957,14.1165,14.1192,14.1352,14.1706,14.1893,14.2377,14.2615,14.3523,14.3774,14.3896,14.4119,14.4962,14.5493,14.5874,14.6722,14.7462,14.7541,14.7975,
12,10,0.0351439,0.144624,0.231496,0.282703,0.300259,0.365393,0.436301,0.452076,0.46748,0.479486,0.484992,0.498702,0.590562,0.635485,0.657792,0.671098,0.694498,0.736641,0.755482,0.858927,1.00227,1.00524,1.01192,1.05862,1.07533,1.0754,1.11148,1.17334,1.20874,1.24331,1.25157,1.27465,1.27928,1.33366,1.34744,1.44436,1.50787,1.51114,1.51236,1.52359,1.54367,1.65313,1.65356,1.69125,1.82304,1.92432,2.01625,2.56828,2.76827,3.00926,
12,20,0.0603785,0.321284,0.547933,0.585111,0.704443,1.01332,1.06065,1.16177,1.17086,1.22958,1.30738,1.35035,1.44466,1.47627,1.50854,1.55791,1.61679,1.63206,1.66479,1.69217,1.71953,1.75092,1.91699,1.96052,1.99296,2.02117,2.07394,2.1682,2.20498,2.23021,2.26691,2.28893,2.32888,2.37701,2.39104,2.45602,2.67844,2.78609,2.80514,2.82028,3.3359,3.58062,3.60705,3.77237,3.8153,3.8864,4.6834,4.76832,5.03193,5.19308,
12,30,0.604711,1.05389,1.35121,1.7261,1.7462,1.77881,1.95962,2.04492,2.08152,2.11951,2.19187,2.21256,2.25489,2.26526,2.36994,2.3711,2.48996,2.609,2.73496,2.77682,2.78903,2.80163,2.96085,2.98759,2.99595,3.43819,3.48126,3.50426,3.50674,3.61523,3.64891,3.73543,3.85281,3.85582,3.93349,3.96498,4.1105,4.12176,4.34922,4.42822,4.45034,4.61341,4.83483,4.86435,5.0595,5.3543,5.67759,5.8822,6.26381,6.54232,
13,10,-0.140229,-0.00745613,-0.00502918,-0.00348126,-0.00277824,-0.000286122,-1.73957e-05,-1.70514e-05,-1.46775e-05,-8.25903e-07,-3.39231e-07,-8.87485e-17,-5.52311e-28,-1.52105e-39,-1.00893e-43,-2.66247e-44,-5.60519e-45,0,-0,0,0,-0,0,-0,0,-0,0,0,-0,0,0,1.9478e-43,8.65097e-31,1.51812e-28,3.80342e-25,2.34583e-18,3.11093e-18,6.06765e-14,4.73798e-13,7.46834e-11,3.66821e-08,3.72872e-08,6.47269e-07,2.04195e-06,2.87614e-05,8.45723e-05,0.000306722,0.00186708,0.00206702,0.0508958,
13,20,-0.0745513,-0.00351654,-0.000499045,-0.000461257,-0.000399855,-0.000309036,-7.42248e-05,-1.68257e-05,-1.5512e-05,-1.34878e-05,-7.79365e-06,-4.15485e-06,-3.63757e-06,-3.41566e-09,-5.69944e-10,-4.22776e-10,-1.38499e-11,-9.32911e-12,-5.74074e-14,-3.91963e-14,-2.2615e-20,-1.88822e-23,-7.43465e-27,-2.62197e-31,-3.20794e-36,0,-0,-0,5.79785e-38,2.28623e-37,8.87563e-37,1.21194e-28,3.76242e-22,2.01196e-21,3.24988e-19,2.49661e-16,8.87494e-16,1.95626e-13,9.62525e-13,1.50545e-08,3.10765e-08,3.50336e-08,9.88406e-05,9.95702e-05,0.00127725,0.0480078,0.0532436,0.0589656,0.605342,0.844877,
13,30,-0.519448,-0.296759,-0.276071,-0.262977,-0.0648448,-0.0605619,-0.0215625,-0.00583772,-0.000481279,-0.000461265,-3.17865e-05,-1.62256e-05,-7.02013e-07,-3.30827e-07,-1.95627e-07,-1.45969e-07,-2.32966e-08,-1.37228e-09,-2.00289e-11,-4.37538e-14,-1.01699e-16,-4.03147e-23,-2.82678e-39,-0,2.69049e-42,1.56422e-35,1.17745e-28,2.97023e-21,9.95704e-13,2.16342e-11,2.63035e-08,1.11677e-06,2.62137e-06,6.6151e-05,8.32844e-05,0.00010052,0.000250354,0.000519426,0.00134388,0.0017602,0.00759473,0.0138304,0.0864419,0.116742,0.164189,0.18238,0.265524,0.382407,0.500585,0.884473,
14,10,2.29907e+09,3.7605e+09,4.89881e+09,8.27167e+09,9.18087e+09,9.86072e+09,1.03546e+10,1.0459e+10,1.05994e+10,1.14125e+10,1.1458e+10,1.15889e+10,1.1864e+10,1.194e+10,1.2634e+10,1.27821e+10,1.28398e+10,1.34173e+10,1.38367e+10,1.46987e+10,1.54915e+10,1.63548e+10,1.66418e+10,1.71811e+10,1.76395e+10,1.89822e+10,1.98734e+10,2.00814e+10,2.00963e+10,2.01906e+10,2.07037e+10,2.07419e+10,2.09403e+10,2.10544e+10,2.12969e+10,2.24718e+10,2.27236e+10,2.3476e+10,2.38095e+10,2.38839e+10,2.43621e+10,2.50326e+10,2.56399e+10,2.70171e+10,2.74902e+10,2.82371e+10,2.98552e+10,3.20577e+10,3.87702e+10,4.18792e+10,
14,20,2.4912e+10,2.52198e+10,2.93877e+10,3.82071e+10,3.9305e+10,4.01751e+10,4.04497e+10,4.40423e+10,4.51188e+10,4.75544e+10,4.84017e+10,5.02142e+10,5.04306e+10,5.07332e+10,5.08599e+10,5.12804e+10,5.1712e+10,5.22143e+10,5.41618e+10,5.62361e+10,5.62417e+10,5.83719e+10,5.85028e+10,5.88793e+10,6.14973e+10,6.42663e+10,6.53193e+10,6.62056e+10,6.696e+10,6.69781e+10,6.75799e+10,6.87274e+10,6.89226e+10,6.98714e+10,7.04697e+10,7.26772e+10,8.13081e+10,8.40301e+10,8.61241e+10,8.61989e+10,8.62316e+10,8.7057e+10,8.98065e+10,9.12896e+10,9.15713e+10,9.4908e+10,9.98723e+10,1.03897e+11,1.04016e+11,1.26216e+11,
14,30,7.09427e+10,8.23871e+10,8.50695e+10,8.52403e+10,8.7034e+10,9.1915e+10,9.52832e+10,9.81861e+10,1.10585e+11,1.11523e+11,1.12528e+11,1.14031e+11,1.16781e+11,1.20728e+11,1.23461e+11,1.24223e+11,1.27767e+11,1.28125e+11,1.32226e+11,1.33192e+11,1.35643e+11,1.38325e+11,1.39516e+11,1.39736e+11,1.39767e+11,1.43808e+11,1.4526e+11,1.45703e+11,1.49563e+11,1.5113e+11,1.52867e+11,1.55562e+11,1.56917e+11,1.60233e+11,1.6108e+11,1.64346e+11,1.65559e+11,1.66035e+11,1.73031e+11,1.74084e+11,1.75469e+11,1.82496e+11,1.82872e+11,1.89606e+11,1.9408e+11,1.9829e+11,2.12334e+11,2.14375e+11,2.16253e+11,2.55081e+11,
15,10,184.58,320.099,374.747,377.837,510.16,542.886,622.913,647.036,723.671,724.854,728.661,778.338,797.69,801.208,1227.78,1281.88,2051.67,2670.6,3026.11,3535.96,3603.93,4324.06,6892.06,7225.73,8346.09,8567.52,8626.43,10030.3,12097.3,12456.9,20329.2,24749.3,27157.8,30993.2,32443.6,47004.3,50585.6,56865.3,62707.6,73968.5,88230.3,89552.2,96949.2,103566,104438,116619,158506,159881,166474,172194,
15,20,936.067,963.041,1057.62,1105.71,1211.13,1323.92,1420.2,1434.22,1492.88,1525.52,1648.83,2064.36,2079.72,2317.07,2614.43,2638.8,3635.65,5086.12,5738.11,7050.48,7330.6,9663.06,13890.1,14645.7,15130.4,16156.1,25948.4,26979.2,31128.3,34304.8,37446.8,47056.9,48789.4,50412.6,51059.1,58158.2,69527.2,83805.1,90725.4,92827,132394,152222,157633,160542,177335,192349,213659,270239,277575,321996,
15,30,1228.74,1290.65,1331.1,1483.89,1498.97,1576.71,1602.54,1802.04,1830.2,1942.53,1963.62,2366.08,2716.21,3321.26,3768.9,7697.78,10581,16640.9,16884,22379.7,27763.2,27797.6,44132.5,53510.4,56821,58320.4,113685,116579,118476,126096,142339,147296,177421,188045,203494,204648,238269,242420,255047,274279,274304,288378,294382,310552,311435,353448,395279,440382,481066,533994,
