354,352,350,364,352,347,351,349,349,349,351,349,348,346,353,345,369,351,351,351,350,351,347,353,351,347,352,368,349,350,348,352,351,350,350,352,355,357,345,350,347,354,350,352,346,349,353,349,348,343
474,469,484,473,467,472,471,469,470,469,468,468,463,468,466,471,468,469,468,467,473,462,464,464,469,465,466,469,462,461,472,473,469,465,465,463,469,463,463,469,474,464,462,465,469,464,462,464,461,461
372,365,364,378,363,358,360,364,356,362,363,361,360,359,361,357,358,368,360,358,361,360,358,361,369,365,362,364,365,362,364,368,362,364,368,367,366,364,360,368,364,364,362,364,363,369,366,365,363,358
511,509,518,508,507,502,506,511,504,504,510,507,506,511,513,504,506,507,499,504,505,504,507,507,499,502,506,507,501,505,500,506,508,524,511,514,507,505,510,505,509,507,505,508,505,502,506,507,510,509
662,666,684,658,654,666,659,660,658,660,660,661,664,656,657,659,666,662,664,662,660,664,666,664,664,660,660,655,659,657,656,659,666,657,658,665,654,661,666,660,658,658,661,660,650,660,660,660,658,664
508,512,519,512,512,509,513,504,510,511,512,512,514,508,513,513,513,518,520,520,511,557,662,568,512,510,509,507,511,502,505,508,503,514,513,503,503,505,506,514,503,507,503,512,501,503,501,507,502,505
713,719,706,700,703,710,708,702,700,701,700,701,702,696,698,700,709,711,716,709,708,708,708,709,710,709,708,708,710,709,709,696,702,701,708,696,709,708,707,701,708,699,703,706,701,695,701,707,708,709
531,529,543,524,531,527,534,537,524,524,527,530,528,524,539,534,525,535,536,531,535,536,534,530,530,536,535,538,536,537,536,535,535,527,529,535,536,530,531,532,537,536,534,536,534,536,535,534,536,536
773,776,769,764,755,767,769,766,767,759,760,763,756,758,777,760,764,767,767,769,771,766,764,767,764,768,768,752,759,771,767,769,769,755,770,758,772,769,759,757,755,759,762,754,761,756,753,755,756,758
1031,1035,1030,1039,1031,1019,1015,1010,1011,1022,1017,1020,1019,1022,1024,1022,1020,1026,1027,1028,1023,1021,1030,1027,1021,1027,1020,1024,1016,1028,1015,1020,1034,1024,1021,1022,1025,1026,1021,1023,1026,1025,1024,1024,1025,1017,1026,1020,1026,1023
