Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,41.8337,42.6208,9.14067,23.0766,64.742,536.94
1,42.2617,40.4448,11.0625,23.5403,69.8017,447.82
2,44.2106,45.1292,9.41025,25.4999,67.309,450.94
3,41.7692,40.3077,10.4017,15.1375,67.9775,361.26
