Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,6304.27,6329.18,932.701,4730.49,7842.87,442.5
1,6303.49,6249.3,1607.84,3404.9,8998.93,409.5
2,7316.52,7227.99,2127.72,4878.34,12128.2,402.6
3,6822.38,6468.41,1875.84,4524.88,11300.4,368.4
