Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,127.701,127.806,19.5648,92.1633,184.751,602.9
1,124.792,125.141,21.396,60.7471,164.48,497.2
2,129.797,128.148,17.1779,94.4281,164.478,483.26
3,127.991,126.529,20.6625,87.1557,170.836,363.9
