Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,3.98518e+08,3.58445e+08,1.80494e+08,9.30776e+07,8.48773e+08,464.22
1,3.60869e+08,3.28796e+08,1.55659e+08,5.6887e+07,7.47519e+08,410.46
2,3.92748e+08,3.58234e+08,1.93319e+08,7.93897e+07,8.86923e+08,398.18
3,3.31063e+08,3.06565e+08,1.57425e+08,1.14976e+08,8.43157e+08,358.9
