Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,5.5126e+07,4.84266e+07,2.28235e+07,1.95404e+07,1.209e+08,507.32
1,4.58007e+07,4.08694e+07,2.38284e+07,5.68562e+06,1.3465e+08,441.2
2,5.45634e+07,4.51789e+07,3.36252e+07,9.85292e+06,1.7624e+08,430.52
3,5.49311e+07,5.36958e+07,2.28094e+07,1.54776e+07,1.24724e+08,360.7
