Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,195.869,194.192,24.4904,151.051,244.939,507.92
1,182.73,175.943,21.5179,133.049,223.422,452.38
2,182.723,184.476,21.9289,115.231,229.795,441.94
3,204.408,207.873,30.1761,135.19,275.184,358.34
