Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,-2.61536,-2.62786,0.320932,-3.47947,-2.04105,634.5
1,-2.48118,-2.39464,0.400316,-4.09143,-1.88752,522.42
2,-2.56337,-2.50812,0.43685,-3.57438,-1.7738,510.36
3,-1.91328,-1.78298,0.414696,-3.29618,-1.3055,363.62
