9232,9232,9232,9232,9232,9232,9232,9232,9232,9036,9036,9036,9036,9036,9036,8768,8768,8768,8768,8768,8581,8581,8581,8581,8581,8146,8146,8146,8146,8082,8082,8082,8082,8082,8082,8082,8082,8082,8082,8082,8082,8082,8082,8082,8082,8071,8021,8021,7992,7992,7992,7827,7827,7503,7503,7503,7503,7503,7503,7503,7503,7503,7503,7503,7503,7503,7503,7494,7494,7494,7494,7494,7494,7494,7494,7494,7494,7494,7410,7397,7313,7313,7313,7313,7313,7313,7313,7313,7313,7313,7313,7313,7313,7313,7284,7284,7284,7284,7284,7284
9306,9306,9306,8805,8805,8805,8805,8805,8554,8554,8554,8554,8554,8554,8243,8243,8243,8243,8243,8243,8243,8162,8162,8162,8162,8162,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7641,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7453,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7082,7012,7012,7012,7012,7012,6924,6924,6871,6811,6703,6703,6703,6703,6703
9875,9543,9543,9543,9543,9444,9444,8898,8898,8898,8898,8898,8410,8410,8410,8410,8410,8410,8410,8410,8410,8410,8410,8410,8410,8410,8363,8363,8363,8363,8363,8363,8363,8363,8363,8363,8363,8363,8055,8055,7919,7919,7919,7919,7919,7919,7919,7288,7288,7288,7288,7288,7021,7021,7021,7021,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6497,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376,6376
9665,9221,9221,8942,8942,8942,8942,8942,8942,8744,8744,8744,8744,8744,8744,8744,8715,8637,8637,8637,8633,8469,8469,8469,8469,8152,8152,8152,8152,8100,8100,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7869,7869,7869,7869,7869,7869,7869,7613,7613,7613,7613,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7413,7335,7335,7335,7335,7335,7335,7335,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941
9466,9466,9238,9238,9238,9173,9103,9103,9103,9103,9103,9103,8793,8793,8793,8765,8765,8765,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7797,7797,7702,7702,7702,7702,7702,7702,7702,7702,7702,7702,7702,7702,7259,7259,7259,7259,7259,7259,7259,7259,7207,7207,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874
9796,9796,9796,8836,8836,8836,8482,8482,8482,8482,8482,8482,8482,8482,8482,8482,8482,8482,8482,8482,8360,8360,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,8011,7660,7660,7660,7660,7660,7660,7660,7393,7393,7393,7393,7393,7393,7393,7393,7393,7393,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7053,7053,7053,7012,7012,7012,7012,7012,6924,6924,6924,6924,6920,6920,6920,6920,6920
9267,9267,9267,9267,8130,8130,8130,8130,8130,8130,8130,8130,8130,8096,7741,7741,7741,7741,7741,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7609,7609,7609,7609,7609,7609,7609,7218,7218,7218,7218,7218,7218,7218,7218,7218,7218,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6850,6832,6832,6832,6832,6558,6558,6558,6558,6558,6558,6558,6558,6558,6558,6558,6558,6558,6475,5775,5775,5775
10083,10083,10083,9227,9227,9227,9227,9227,9207,9207,8965,8965,8678,8678,8678,8678,8678,8678,8678,8673,8212,8212,8212,8212,8212,8212,8212,8116,8116,8116,8116,8116,8116,8065,8065,8065,8065,8065,8065,8065,8065,8065,8065,8065,8065,8065,8065,8065,8065,8032,8032,8032,7956,7956,7956,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,7627,7627,7627,7627,7627,7627,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7412,7285,7285,7285,7285,7285,7285,7285
8751,8751,8751,8751,8751,8751,8629,8629,8555,8555,8555,8555,8555,8555,8555,8555,8555,8555,8398,8398,8398,8398,8398,8398,8144,8144,8144,8144,8144,8144,8144,8144,7822,7822,7822,7822,7822,7822,7822,7822,7822,7822,7822,7822,7822,7822,7822,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7767,7698,7698,7455,7455,7455,7455,7418,7418,7418,7418,7418,7418,7418,7418,7418,7418,7418,7418,7418,7418,7418,7409,7409,7409,7409,7409,7409,7409,7409,7409,7409,7328,7328,7328,7315
9448,9448,9115,9115,9115,9115,9115,9115,8986,8986,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8741,8554,8554,8554,8554,8554,8554,8554,8554,8554,8554,8554,8554,8554,8554,8554,8554,8554,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8035,8035,8035,8035,8035,8035,8035,8035,8035,8035,8035,8035,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7470,7470,7470,7470,7470,7470,7470,7470,7470,7470,7470,7470,7470,7470,7470,7190,7190,7190,7190
8927,8927,8927,8927,8927,8927,8927,8927,8927,8114,8114,8114,8114,8114,8114,8114,8114,8114,8114,8114,7695,7695,7695,7695,7695,7695,7695,7695,7695,7695,7695,7695,7695,7695,7695,7695,7552,7552,7552,7552,7552,7552,7532,7532,7532,7532,7532,7532,7532,7464,7208,7208,7208,7208,7208,7208,7208,7208,7208,6695,6695,6695,6695,6695,6695,6695,6695,6695,6695,6695,6695,6695,6695,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414,6414
9770,9388,9388,9386,9146,9106,9106,9106,9106,9106,9106,9106,8526,8526,8526,8526,8526,8526,8526,8526,8526,8526,8526,8526,8526,8526,8481,8336,7610,7610,7388,7388,7388,7388,7388,7388,7388,7388,7388,7388,7388,7388,7388,7388,7388,7388,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,7178,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6713
9605,9605,9419,9419,9419,9419,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8753,8736,8736,8736,8729,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7812,7659,7659,7659,7659,7659,7659,7659,7659,7659,7659,7556,7556,7556,7556,7556,7556,7556,7556,7556,7556,7556,7556,7556,7556,7556,7556,7556,7406,7406,7406,7406,7406,7406,7406,7380,7380,7380,7380,7380,7380,7380,7379,7379,7379,7379,7379,7379,7379,7379,7379,7057,7057,6957,6957,6957,6957,6957,6957
9546,9546,9546,9546,9445,9252,9252,9252,9252,9252,8579,8579,8506,8506,8506,8506,8506,8506,8506,8247,8221,8221,8188,8188,8188,8188,8188,8188,8188,8188,8188,8188,8188,8188,8188,8188,8188,8116,8116,8116,8116,8116,8116,8116,8116,8116,8116,8116,8116,8116,8116,8116,8116,8110,8110,7795,7795,7795,7795,7795,7795,7791,7791,7635,7635,7550,7550,7550,7550,7550,7550,7550,7550,7550,7550,7550,7550,7441,7441,7441,7441,7441,7441,7441,7441,7441,7441,7441,7441,7441,7441,6908,6908,6908,6908,6908,6908,6908,6908,6908
9602,9129,9129,9129,9129,9129,9129,9129,9018,9018,9018,9018,9018,9018,9018,8937,8726,8611,8611,8611,8611,8611,8228,8228,8228,8228,8228,8228,8228,8228,7630,7630,7630,7630,7630,7596,7596,7596,7596,7596,7399,7399,7399,7399,7399,7399,7399,7399,7399,7389,7389,7389,7389,7332,7332,7332,7143,7143,7143,7143,7143,7143,7143,7143,7143,7143,7143,7143,7143,7143,7143,7143,7143,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133,7133
9965,9965,9965,9965,9938,9864,9698,9057,9057,9057,9057,9057,9054,8839,8839,8839,8839,8839,8839,8598,8598,8598,8598,8598,8598,8496,8496,8496,8484,8484,8484,8484,8484,8484,8484,8462,8462,8423,8423,8423,8423,8423,8423,8345,8345,8345,8345,8345,8259,8259,8259,8259,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8013,8013,7866,7866,7866,7866,7866,7866,7866,7866,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627
9452,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8246,8115,8115,8115,8115,8115,8115,7984,7984,7984,7984,7984,7984,7965,7965,7965,7965,7965,7965,7965,7965,7965,7965,7882,7882,7882,7882,7882,7758,7758,7734,7734,7598,7598,7598,7598,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7545,7372,7372,7372,7372,7372,7372,7372,7372,7372,7372
9664,9664,9611,9611,9611,9611,9611,9611,9611,9600,9391,9256,9120,9120,8808,8808,8808,8492,8492,8492,8492,8492,8492,8492,8492,8448,8448,8448,8448,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8063,8063,8063,8063,8063,8063,8063,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,8009,7923,7894,7894,7894,7894,7894,7894,7894,7894,7894,7894,7894,7894,7894,7894,7639,7639,7639,7639,7639,7639,7639,7639,7639,7639,7639,7639,7639,7324,7324,7324,7324,7324,7324
9923,9719,9719,9694,9291,9061,9061,9033,9033,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8510,8510,8510,8510,8510,8510,8510,8046,8046,8046,8046,8046,8046,8026,7839,7839,7839,7839,7839,7788,7788,7788,7788,7788,7788,7788,7788,7788,7788,7788,7788,7784,7784,7784,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7268,7248,7248,7248,7074,7074,7074,7074,7074,7074,7074,7074,7074,6946,6946,6946,6946,6946,6924,6924,6924,6924,6924,6924
