Time(ms)
153
154
148
150
148
151
149
150
164
148
151
151
149
149
150
150
149
150
152
149
148
150
149
149
148
150
149
148
150
149
149
150
149
148
149
151
149
148
152
148
149
150
149
149
151
157
150
149
151
149
