Time(ms)
417
433
180
160
147
151
143
138
168
150
142
139
140
137
139
139
170
151
140
140
139
147
147
140
138
140
142
143
142
139
138
136
137
137
137
136
136
137
142
138
138
159
156
141
138
152
162
142
141
145
