Run#,f best
21,[-4923.36 -5611.23 -6008.99 -6008.99 -6638.68 -7280.3 -7403.43 -7403.43 -8047.08 -8297.79 -8587.89 -8983.45 -9996.49 -9996.49 -9996.49 -10924.1 -10924.1 -10924.1 -10924.1 -10924.1 -12064.1 -12064.1 -12064.1 -12064.1 -12558.9 -12670.3 -12670.3 -13029.3 -13029.3 -13182.4 -13788.4 -13788.4 -13996.3 -13996.3 -14118.7 -14153 -14153 -14317.3 -14454.5 -14454.5 -14674.1 -14865.2 -14865.2 -14865.2 -14968.8 -14968.8 -15029.9 -15243.1 -15243.1 -15440.8 -15500.9 -15500.9 -15500.9 -15500.9 -15617.7 -15712.5 -15712.5 -15712.5 -15785.1 -15785.1 -15801.7 -15801.7 -15801.7 -15825.6 -15825.6 -16040.1 -16040.1 -16040.1 -16069 -16069 -16069 -16091.4 -16091.4 -16127.9 -16127.9 -16127.9 -16127.9 -16177.8 -16177.8 -16180.9 -16180.9 -16212.6 -16294.1 -16294.1 -16294.1 -16294.1 -16294.1 -16363.5 -16365.2 -16365.2 -16409.2 -16409.2 -16409.2 -16417.1 -16417.1 -16417.1 -16417.1 -16417.1 -16417.1 -16420.1 ]
22,[-4688.1 -4688.1 -5243.43 -5243.43 -5744.31 -6930.27 -6930.27 -7291.34 -8275.54 -8858.37 -9400.66 -9530.92 -9530.92 -10983.2 -10983.2 -10983.2 -11623.5 -11623.5 -11788.7 -12161.5 -12660.4 -12660.4 -13221.6 -13552.4 -13903.8 -14171 -14171 -14442.4 -14711.4 -15517.4 -15517.4 -15517.4 -15517.4 -15529 -15669.8 -15906.2 -16398.5 -16398.5 -16727.5 -16727.5 -16727.5 -16727.5 -16838.2 -16838.2 -16838.2 -16838.2 -16947.2 -16947.2 -17081.4 -17081.4 -17081.4 -17081.4 -17136.6 -17136.6 -17224.4 -17224.4 -17245.7 -17245.7 -17245.7 -17245.7 -17335.4 -17335.4 -17338.4 -17339.5 -17344.6 -17391.9 -17391.9 -17398.3 -17484.6 -17484.6 -17496.9 -17537 -17537 -17555.5 -17611.9 -17686.5 -17691.6 -17691.6 -17708.2 -17747.9 -17747.9 -17826 -17826 -17876.9 -17876.9 -17953.6 -17953.6 -17960.6 -17974.8 -18005 -18028.3 -18049.7 -18049.7 -18111.8 -18111.8 -18117.4 -18129.3 -18129.3 -18146.6 -18146.6 ]
23,[-3686.38 -3894.81 -3894.81 -5416.7 -5475.09 -5608.77 -6043.65 -6956.09 -7372.62 -7457.92 -8605.73 -8605.73 -9200.58 -9681.08 -9920.24 -10629.5 -10712.7 -12084.1 -12084.1 -12109.2 -12198.6 -12627.6 -12627.6 -13006.7 -13204 -13330.5 -13330.5 -13692.8 -13692.8 -14145.2 -14145.2 -14145.2 -14145.2 -14719.3 -14719.3 -14913.6 -14913.6 -14913.6 -14913.6 -15226.7 -15575.2 -15575.2 -15575.2 -15575.2 -15714.1 -15902.1 -15902.1 -16096.3 -16096.3 -16173.7 -16178.6 -16178.6 -16388.5 -16637.3 -16637.3 -16637.3 -16676.3 -16676.3 -16681.2 -16692 -16741.8 -16741.8 -16769.7 -16769.7 -16769.7 -16847 -16847 -16859.8 -16859.8 -16869.9 -16890.1 -16928.5 -16932.4 -16988 -17000.7 -17012.4 -17050.8 -17050.8 -17050.8 -17050.8 -17050.8 -17050.8 -17062.3 -17062.3 -17063.6 -17063.6 -17063.6 -17063.6 -17072.7 -17072.7 -17077.3 -17077.3 -17086.5 -17100.1 -17110.2 -17110.2 -17110.2 -17124 -17128.9 -17179.3 ]
24,[-4960.37 -5755.75 -5755.75 -5985.59 -6164.65 -6927.32 -7869.44 -8124.73 -8317.48 -9007.87 -9007.87 -9295.3 -9854.4 -9907.46 -10359.7 -10990.2 -11406.2 -11406.2 -11609.8 -12008.4 -12047.4 -12468.8 -12567 -12567 -12567 -12745.4 -12745.4 -12844 -13199 -13450.3 -13461.9 -13515.5 -13800.1 -13800.1 -14171.7 -14171.7 -14567.4 -14567.4 -14709.6 -14744.1 -14980.9 -14980.9 -15246 -15246 -15390.6 -15800.4 -16173.2 -16173.2 -16173.2 -16252.7 -16252.7 -16503.2 -16543 -16629.4 -16658.8 -16658.8 -16735.5 -16770.8 -16770.8 -16796.1 -16813 -16994 -16994 -16994 -16994 -17085.6 -17085.6 -17121.6 -17121.6 -17126.8 -17126.8 -17293.3 -17318.6 -17318.6 -17318.6 -17601.9 -17601.9 -17601.9 -17704.3 -17704.3 -17704.3 -17704.3 -17704.3 -17704.3 -17714.1 -17714.1 -17714.1 -17738.8 -17738.8 -17738.8 -17738.8 -17748.6 -17748.6 -17753.5 -17753.5 -17753.5 -17753.5 -17753.5 -17753.5 -17757.4 ]
25,[-5480.3 -5480.3 -5480.3 -5970.6 -6973.27 -7044.8 -8223.52 -8223.52 -8223.52 -9175.57 -10249.3 -10772 -10803.6 -11363.9 -11717.4 -12533.6 -13343.1 -13497.8 -13603.3 -13856.3 -14850.1 -14850.1 -14850.1 -14850.1 -15353.1 -15353.1 -15785.3 -16078.8 -16595 -16759.6 -16759.6 -16759.6 -16759.6 -17015.6 -17280.6 -17280.6 -17280.6 -17332 -17358 -17358 -17413.4 -17515.3 -17515.3 -17515.3 -17515.3 -17528.5 -17528.5 -17528.5 -17592.7 -17630.4 -17630.4 -17630.4 -17630.4 -17707.8 -17707.8 -17707.8 -17707.8 -17708.4 -17708.4 -17710.3 -17753.4 -17803.9 -17803.9 -17803.9 -17803.9 -17803.9 -17804.5 -17804.5 -17807 -17850.1 -17971.6 -17971.6 -17971.6 -17971.6 -17971.6 -17971.6 -17971.6 -17971.6 -17971.6 -17971.6 -18059.3 -18059.3 -18059.3 -18092.9 -18092.9 -18112.9 -18112.9 -18112.9 -18138 -18158 -18169.2 -18169.2 -18169.2 -18169.2 -18169.2 -18169.2 -18169.2 -18197 -18197 -18197 ]
26,[-4702.91 -4702.91 -4749.73 -5257.54 -5436.77 -5641.81 -6929.09 -6929.09 -7167.66 -7369.93 -8180.5 -8548.99 -9590.57 -9590.57 -9590.57 -9792.71 -9865.56 -10128.5 -10276.8 -10961.3 -11538.5 -11538.5 -11546.3 -12119.8 -12119.8 -12170.6 -12391.8 -12842.1 -13081.4 -13424.5 -13483.6 -13483.6 -13483.6 -13795.9 -13795.9 -13795.9 -13795.9 -14114.3 -14114.3 -14114.3 -14114.3 -14407.3 -14407.3 -14407.3 -14619.8 -14619.8 -14619.8 -14619.8 -14619.8 -14619.8 -14619.8 -14771.5 -15086.1 -15086.1 -15086.1 -15135.3 -15263.1 -15263.1 -15288.5 -15299.4 -15337.7 -15365.3 -15459 -15459 -15459 -15459 -15459 -15459 -15459 -15561.1 -15561.1 -15561.1 -15569.1 -15569.1 -15569.1 -15592.2 -15592.2 -15625.2 -15634.9 -15634.9 -15650.5 -15650.5 -15683.3 -15683.3 -15709.3 -15709.3 -15727.7 -15727.7 -15734 -15799.8 -15799.8 -15803.8 -15816.3 -15838.6 -15838.6 -15838.6 -15838.6 -15838.6 -15838.6 -15887.5 ]
27,[-5440.41 -6276.51 -6276.51 -6276.51 -6468.25 -6973.84 -7180.75 -7324.13 -7630.92 -8334.2 -8719.58 -9297.34 -9712.05 -10214.2 -12233.7 -12233.7 -12233.7 -12233.7 -12456.3 -12790 -12889.8 -12938.6 -12976.7 -13775.8 -13775.8 -13927.4 -14157 -14157 -14599.2 -14666.2 -14743.7 -15277.6 -15315.7 -15315.7 -15315.7 -15906.4 -15906.4 -15906.4 -15906.4 -15906.4 -15906.4 -16016 -16016 -16031.9 -16031.9 -16107.2 -16113.3 -16113.3 -16167.6 -16198.3 -16276 -16409 -16446.9 -16464.4 -16506.1 -16609.9 -16609.9 -16678.7 -16678.7 -16784.2 -16836.9 -16836.9 -16839.9 -16859.2 -16923.5 -16993.2 -16994.1 -17038.9 -17041.9 -17057.9 -17092.4 -17182.2 -17185.1 -17185.1 -17185.1 -17196.8 -17243.2 -17243.2 -17246.2 -17290.1 -17317.1 -17367.8 -17367.8 -17367.8 -17367.8 -17402.1 -17402.1 -17402.1 -17402.1 -17419.8 -17422.8 -17425.8 -17425.8 -17425.8 -17459.3 -17459.3 -17459.3 -17459.3 -17462.3 -17462.3 ]
28,[-4115.23 -4621.86 -5007.14 -5312.12 -6556.23 -6556.23 -6898.12 -7247.78 -8479.64 -9308.96 -9308.96 -9308.96 -9308.96 -9912.82 -10029.3 -10492.7 -11039.9 -11770.9 -11770.9 -11953.8 -12306.5 -12639.7 -13093 -13132.3 -13906.6 -13906.6 -13906.6 -14003.5 -14003.5 -14142 -14167 -14549.3 -14621.1 -14727.7 -14727.7 -14727.7 -14994.1 -15260.6 -15420.1 -15420.1 -15420.1 -15420.1 -15420.1 -15423.4 -15472 -15689.8 -15796.4 -15796.4 -15851.4 -15851.4 -15884.1 -15941 -15941 -15941 -16113.5 -16113.5 -16113.5 -16113.5 -16123.3 -16146.2 -16146.2 -16146.2 -16171.7 -16171.7 -16171.7 -16171.7 -16171.7 -16211.3 -16211.3 -16211.3 -16211.3 -16212.3 -16212.3 -16214.7 -16214.7 -16214.7 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16276.8 -16279.6 -16279.6 -16279.6 -16280.3 -16281.1 -16300.4 ]
29,[-4919.7 -4919.7 -4919.7 -5043.46 -6143.41 -6143.41 -6372.6 -6650.34 -7015.55 -7722.57 -7940.71 -8658.12 -8658.12 -9242.55 -9242.55 -10045.6 -10045.6 -10525.8 -10766.3 -11442.1 -11467.4 -12066.6 -12066.6 -12066.6 -12366.9 -12634.1 -12706.8 -12966.4 -13347.3 -13471.4 -13471.4 -13555.1 -13662.1 -13662.1 -13801.2 -13967.7 -14381.2 -14381.2 -14381.2 -14560.5 -15126.9 -15126.9 -15126.9 -15126.9 -15255.1 -15255.1 -15255.1 -15255.1 -15255.1 -15255.1 -15257.3 -15257.3 -15257.3 -15279.2 -15279.2 -15279.2 -15279.2 -15281.4 -15281.4 -15281.4 -15281.4 -15302.1 -15302.1 -15302.1 -15312.1 -15312.1 -15321.9 -15321.9 -15350 -15350 -15350 -15350 -15350 -15350 -15370.6 -15370.6 -15372.9 -15372.9 -15402.9 -15402.9 -15402.9 -15408.5 -15410.8 -15410.8 -15410.8 -15424 -15440.7 -15440.8 -15440.8 -15442.6 -15442.6 -15442.6 -15442.6 -15445.6 -15445.6 -15445.6 -15563.1 -15563.1 -15563.1 -15563.1 ]
30,[-5075.45 -5075.45 -5075.45 -5075.45 -5513.83 -6541.24 -6541.24 -7326.53 -7645.01 -7995.52 -9215.9 -9215.9 -9274.32 -10268.5 -11062.7 -11062.7 -11405.7 -11550.1 -11970.9 -12464.3 -13354.6 -13671.3 -13671.3 -13671.3 -14128.7 -14128.7 -14449 -14575.7 -14575.7 -14706.7 -14706.7 -14821.4 -14821.4 -14821.4 -14821.4 -14821.4 -14821.4 -14993.4 -15054.3 -15054.3 -15054.3 -15054.3 -15054.3 -15055 -15439.3 -15439.3 -15439.3 -15439.3 -15439.3 -15611.4 -15611.4 -15809.7 -15809.7 -15809.7 -15809.7 -15856.5 -15856.5 -15862.8 -15887.7 -15887.7 -15887.7 -15887.7 -15887.7 -15887.7 -15931.6 -15964 -15964 -15980.9 -16156.1 -16156.1 -16161.2 -16161.2 -16161.2 -16161.2 -16161.2 -16269.7 -16269.7 -16269.7 -16294.7 -16294.7 -16294.7 -16294.7 -16294.7 -16298.8 -16298.8 -16298.8 -16309.7 -16309.7 -16335.3 -16335.3 -16335.3 -16335.3 -16335.3 -16335.3 -16335.3 -16335.3 -16335.3 -16335.3 -16335.3 -16339 ]
31,[-5904.2 -5904.2 -7038.65 -7038.65 -7049.57 -7956.04 -7956.58 -7956.58 -7973.07 -8601.71 -9023.89 -9690.82 -9690.82 -9690.82 -9855.41 -10630 -10630 -11370.1 -11370.1 -11370.1 -11738.1 -12202.3 -12337.9 -12337.9 -12947.7 -12947.7 -12947.7 -13013.5 -13593.1 -13593.1 -13870.5 -13921.9 -13921.9 -14218.2 -14218.2 -14218.2 -14218.2 -14299.9 -14561.1 -14880 -15483.8 -15483.8 -15483.8 -15483.8 -15483.8 -15729 -15729 -15729 -15729 -15729 -16100.5 -16100.5 -16169.6 -16345.7 -16345.7 -16345.7 -16345.7 -16426.6 -16426.6 -16440.9 -16440.9 -16440.9 -16479.7 -16479.7 -16487.9 -16487.9 -16506.6 -16511 -16552.9 -16570.6 -16579.6 -16579.6 -16652.1 -16652.1 -16652.1 -16652.1 -16665.3 -16665.3 -16665.3 -16703.6 -16703.6 -16725.3 -16772.3 -16772.3 -16772.3 -16807.2 -16807.2 -16812.4 -16822.7 -16863.2 -16863.2 -16863.2 -16863.2 -16913.5 -16913.5 -16913.5 -16913.5 -16913.5 -16913.5 -16915.9 ]
32,[-5659.37 -5659.37 -5659.37 -5659.37 -6003.21 -6589.31 -6918.29 -8080.16 -8309.05 -8738.48 -8738.48 -9023.01 -9226.99 -9458.55 -9863.84 -9960.91 -10424.1 -10801.3 -11002.4 -11111.5 -11587.4 -12043 -12043 -12043 -12741.1 -12741.1 -12926.5 -13008.4 -13268.1 -13345.4 -13345.4 -13449.5 -13449.5 -13693.8 -13766.5 -13797.6 -13861.7 -13892.8 -14105.9 -14105.9 -14105.9 -14105.9 -14137 -14175.8 -14207.2 -14275.2 -14390.9 -14390.9 -14390.9 -14390.9 -14492.2 -14492.2 -14492.2 -14492.2 -14492.2 -14527.6 -14527.6 -14527.6 -14527.6 -14527.6 -14580.8 -14580.8 -14580.8 -14580.8 -14628.3 -14628.3 -14648.9 -14648.9 -14648.9 -14648.9 -14684.2 -14716.9 -14716.9 -14716.9 -14716.9 -14716.9 -14724.1 -14724.1 -14737.9 -14737.9 -14737.9 -14737.9 -14737.9 -14737.9 -14753.7 -14753.7 -14760.9 -14760.9 -14762.4 -14762.4 -14784.7 -14784.7 -14784.7 -14784.7 -14789.9 -14789.9 -14789.9 -14789.9 -14790.1 -14805.3 ]
33,[-5060.53 -5442.14 -5778.55 -5778.55 -5778.55 -6866.4 -8505.32 -8505.32 -8505.32 -9251.17 -9251.17 -9325.96 -10779.2 -10779.2 -10779.2 -11417.4 -11639.7 -11639.7 -12231.8 -12231.8 -12375.1 -12614.7 -12968.3 -13006.9 -13972.6 -14175.1 -14446.3 -14446.3 -14455.9 -14880.9 -15135.6 -15501.2 -16063.7 -16063.7 -16063.7 -16063.7 -16234.6 -16325.2 -16706.1 -16706.1 -16853.5 -17162.8 -17162.8 -17221.5 -17428.1 -17428.1 -17428.1 -17428.1 -17476.9 -17476.9 -17608.5 -17608.5 -17608.5 -17682.5 -17682.5 -17710.9 -17710.9 -17764.4 -17764.4 -17768.7 -17859.3 -17867.4 -17867.4 -17902 -17943.4 -18008.2 -18008.2 -18090.1 -18090.9 -18090.9 -18090.9 -18090.9 -18090.9 -18090.9 -18090.9 -18090.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18120.9 -18138.6 -18138.6 -18204.8 -18204.8 -18204.8 -18204.8 -18204.8 -18204.8 ]
34,[-4469.83 -4698.06 -5248.37 -6498 -6498 -6498 -7001.58 -7001.58 -7151.13 -8194.64 -8788.92 -9597.96 -9597.96 -10563 -10620.5 -10620.5 -10748.4 -10748.4 -11507 -11507 -12571.5 -12571.5 -12601.1 -13364.1 -13423.8 -13839.1 -13839.1 -13886.8 -14789.1 -14789.1 -14866.2 -14866.2 -14866.2 -15210.3 -15210.3 -15210.3 -15210.3 -15361.3 -15634.1 -15813 -16307.9 -16307.9 -16307.9 -16307.9 -16307.9 -16307.9 -16506.9 -16699.3 -16699.3 -16699.3 -16749.4 -16953 -16953 -16953 -16984.5 -17111.9 -17111.9 -17111.9 -17111.9 -17111.9 -17194.1 -17207.2 -17245 -17245 -17245 -17245 -17245 -17264 -17264 -17276.5 -17295.5 -17295.5 -17295.5 -17299.8 -17359.1 -17517.3 -17548.8 -17548.8 -17548.8 -17618.2 -17618.2 -17618.2 -17654 -17681.2 -17685.5 -17717 -17717 -17717 -17717 -17717 -17717 -17725.5 -17725.5 -17725.5 -17725.5 -17731.2 -17731.2 -17733.4 -17737.9 -17737.9 ]
35,[-4439.57 -4439.57 -4439.57 -4813.39 -4897.11 -5777.76 -6138.44 -6927.25 -7269.74 -7269.74 -7603.4 -8103.68 -9089.91 -9121.33 -9134.08 -9763.8 -9763.8 -9908.33 -10557.7 -10557.7 -10945.5 -11303.9 -11362.8 -12207.1 -12207.1 -12272.1 -12814.6 -13056 -13627.6 -13627.6 -13684.6 -13993.8 -13994.7 -14372.3 -14431.8 -14431.8 -14494 -14791.6 -14791.6 -14791.6 -14798.9 -15198.1 -15198.1 -15198.1 -15383.7 -15459.9 -16098.2 -16098.2 -16098.2 -16276.3 -16276.3 -16315.7 -16315.7 -16315.7 -16385.9 -16477.9 -16477.9 -16477.9 -16477.9 -16477.9 -16477.9 -16477.9 -16514 -16514 -16514 -16566.6 -16599.8 -16608.1 -16634.8 -16770 -16770 -16770 -16770 -16787.9 -16787.9 -16914.8 -16941.5 -16976.5 -16976.5 -16976.5 -16976.5 -16976.5 -16976.5 -16976.5 -16976.5 -16984.8 -16984.8 -16984.8 -16984.8 -16984.8 -16984.8 -16984.8 -16984.8 -16991.6 -16999.7 -16999.7 -16999.7 -16999.7 -16999.7 -16999.7 ]
36,[-3878.53 -4810.52 -5148.26 -5148.26 -6379.5 -8516.54 -8516.54 -9394.75 -9394.75 -9394.75 -9394.75 -9644.34 -9644.34 -10120.2 -10616.5 -10915.1 -11718.6 -11812 -11998.7 -12061.2 -12797.6 -13384.7 -13687.6 -13687.6 -13687.6 -13931.1 -14295.2 -14429.1 -14429.4 -14473.7 -14968.1 -15047.8 -15047.8 -15047.8 -15213.5 -15423.6 -15423.6 -15423.6 -15546.5 -15610 -15610 -15908.5 -16130.9 -16158.1 -16160.7 -16160.7 -16360.7 -16391.8 -16440 -16644.9 -16673.8 -16676.3 -16956 -16956 -17123.5 -17123.5 -17204.9 -17204.9 -17232.3 -17458.3 -17458.3 -17469.7 -17502.5 -17523.5 -17523.5 -17537.5 -17537.5 -17577.8 -17577.8 -17581.7 -17581.7 -17581.7 -17627.9 -17627.9 -17627.9 -17627.9 -17646.9 -17646.9 -17673.7 -17676.4 -17688.3 -17703.2 -17718.5 -17718.5 -17728.8 -17731.4 -17742.1 -17757.2 -17757.2 -17759.2 -17759.2 -17759.2 -17763.5 -17763.5 -17763.5 -17763.5 -17873.4 -17873.4 -17873.4 -17873.4 ]
37,[-4699.36 -4699.36 -4699.36 -5167.36 -5167.36 -5347.98 -5954.38 -6846.43 -7611.08 -7654.74 -8933.44 -8933.44 -9446.73 -9833.14 -10375.7 -10740.9 -10740.9 -11545.2 -11655.5 -11655.5 -12747.4 -13534.7 -13534.7 -13534.7 -13728.1 -14052.7 -14052.7 -14743.3 -14743.3 -14877.9 -14877.9 -14976.2 -15756.9 -15756.9 -15756.9 -15756.9 -15942.6 -15942.6 -15942.6 -15942.6 -16022 -16022 -16077.2 -16077.2 -16256.3 -16414 -16633.4 -16633.4 -16655.8 -16655.8 -16756.7 -16779 -16779 -16779 -16961.5 -16961.5 -16961.5 -17412.9 -17471.3 -17471.3 -17471.3 -17493.6 -17704.7 -17763.1 -17763.1 -17763.1 -17763.1 -17763.1 -17763.3 -17763.3 -17763.3 -17763.3 -17763.3 -17763.3 -17821.7 -17821.7 -17821.7 -17888.3 -17888.3 -17888.3 -17888.3 -17888.3 -17888.3 -17888.3 -17939.2 -17939.2 -17939.2 -18012.3 -18015.3 -18015.3 -18015.3 -18063.2 -18063.2 -18063.2 -18063.2 -18081.2 -18081.2 -18096.9 -18096.9 -18110.6 ]
38,[-3556.06 -3556.06 -4384.75 -4799.98 -5646.66 -5996.21 -7801.5 -7801.5 -7801.5 -8335.75 -8335.75 -8335.75 -9158.49 -9737.05 -9964.3 -10113.6 -10343.5 -10873.6 -11351.6 -11833.6 -12014.5 -12245.2 -12679.8 -12679.8 -12679.8 -13070.3 -13095.3 -13095.3 -13381.1 -13397.2 -13861 -13883.6 -14007.2 -14168.4 -14344.2 -14555.7 -15079.9 -15248.2 -15248.2 -15248.2 -15248.2 -15382.1 -15382.1 -15805.4 -15805.4 -15805.4 -15816.1 -15816.1 -15816.1 -15816.1 -15816.1 -15828.7 -15929 -15971.9 -15980.7 -15980.7 -16012.2 -16012.2 -16099 -16118.7 -16176.1 -16199.5 -16230.9 -16230.9 -16320.2 -16320.2 -16383.7 -16398.9 -16406.5 -16415.3 -16479.3 -16479.3 -16555.8 -16555.8 -16555.8 -16657.2 -16657.2 -16657.2 -16681.1 -16691 -16706.6 -16721.2 -16722.5 -16722.5 -16745.2 -16754.1 -16754.1 -16773.1 -16773.1 -16778 -16778 -16796.8 -16797 -16805.9 -16805.9 -16829.7 -16843.3 -16843.3 -16844.1 -16844.1 ]
39,[-3763.96 -3901.9 -4174.1 -4804.47 -5597 -5597 -5688.51 -6258.19 -6532.7 -7743.94 -7794.07 -8994.8 -9172.73 -9172.73 -9397.15 -9669.5 -10125.9 -11393.9 -11393.9 -11970 -12453.2 -12453.2 -12694.2 -12694.2 -13321 -14381.8 -14381.8 -14381.8 -14381.8 -14381.8 -14381.8 -14381.8 -14632.6 -14632.6 -15244.2 -15244.2 -15244.2 -15244.2 -15244.2 -15275 -15521.4 -15521.4 -15521.4 -15521.4 -15523.8 -15523.8 -15523.8 -15523.8 -15523.8 -15523.8 -15523.8 -15528.6 -15528.6 -15528.6 -15602.3 -15602.3 -15602.3 -15602.3 -15763 -15763 -15763.8 -15763.8 -15792 -15912.2 -15912.2 -15965.4 -16053.2 -16053.2 -16080.6 -16249.6 -16249.6 -16249.6 -16249.6 -16249.6 -16249.6 -16249.6 -16297.9 -16297.9 -16297.9 -16297.9 -16297.9 -16328.2 -16328.2 -16328.2 -16377.1 -16379 -16379 -16379 -16379 -16379 -16404.4 -16421.7 -16423.7 -16423.7 -16455 -16455 -16455 -16480.4 -16491.1 -16499.7 ]
40,[-3589.83 -4927.37 -4927.37 -5205.34 -5583.87 -6200.28 -6963.12 -6963.12 -7000.28 -7953.71 -8622.86 -9488.43 -9637.06 -9736.12 -11216.6 -11216.6 -11216.6 -11336.5 -11699.4 -12645.2 -12645.2 -12645.2 -13472 -13507.7 -13753.8 -13755.9 -14462 -14959.4 -14959.4 -15748.8 -15748.8 -15748.8 -16100.7 -16127.4 -16462.4 -16462.4 -16462.4 -16484.6 -16631.7 -16631.7 -16664.6 -16694.2 -16694.2 -16766.5 -17131.5 -17180.5 -17180.5 -17180.5 -17405.9 -17539.3 -17539.3 -17539.3 -17539.3 -17572.4 -17748.8 -17974.2 -17974.2 -17984.6 -17984.6 -17984.6 -17984.6 -18073.4 -18077.1 -18077.1 -18077.1 -18077.1 -18077.1 -18080.9 -18080.9 -18087.5 -18094.9 -18094.9 -18118 -18118 -18138.8 -18138.8 -18138.8 -18138.8 -18164.6 -18167.8 -18173 -18173 -18175 -18183 -18195.6 -18195.6 -18209.1 -18209.1 -18209.1 -18209.1 -18212.6 -18215.4 -18215.4 -18220.5 -18227 -18227 -18227 -18227 -18229.3 -18229.3 ]
41,[-5793.02 -5793.02 -6623.31 -6655.54 -6793.77 -7041.49 -7694.28 -8507.57 -8507.57 -9281.2 -10001.1 -10300.8 -10416.2 -10508.5 -10870.8 -12088.5 -12088.5 -13114.1 -13114.1 -13288.7 -13563.6 -13871.6 -14337.1 -14577.1 -15095.2 -15282.8 -15282.8 -15282.8 -15454.6 -15793.9 -15908.5 -15908.5 -16220.3 -16220.3 -16294.1 -16521.8 -16653.2 -16653.2 -16653.2 -16653.2 -16653.2 -16653.2 -16757.6 -16760.2 -16760.2 -16782.3 -16914.5 -16943.4 -16943.4 -16943.4 -16946 -16946 -16977.4 -17006.2 -17072.4 -17106.5 -17106.5 -17154.1 -17154.1 -17154.1 -17154.1 -17175.8 -17233.5 -17233.5 -17233.5 -17272.6 -17275.2 -17275.2 -17291.3 -17305 -17336.4 -17381.8 -17409.3 -17409.3 -17409.3 -17440.3 -17452.1 -17454.7 -17454.7 -17454.7 -17454.7 -17454.7 -17454.7 -17488.3 -17500.2 -17530.1 -17530.1 -17530.1 -17530.1 -17530.1 -17530.1 -17530.1 -17578.2 -17584.5 -17632.4 -17633.7 -17633.7 -17641.9 -17644.8 -17644.8 ]
42,[-5389.67 -5540.51 -5540.51 -5540.51 -5540.51 -6624.07 -6925.52 -6976.56 -7527.13 -8477.87 -9012.1 -9746.78 -11403.9 -11403.9 -11403.9 -12786.6 -12786.6 -12786.6 -12786.6 -12786.6 -12849.7 -13037.1 -14615.6 -14615.6 -14615.6 -14906 -14906 -14960 -15166.3 -15605.4 -15605.4 -15605.4 -15605.4 -15605.4 -15928.4 -16037.4 -16309.7 -16391.8 -16391.8 -16391.8 -16391.8 -16411 -16669.5 -16669.5 -16669.5 -16669.5 -16669.5 -16913.4 -17018.7 -17018.7 -17018.7 -17110.9 -17110.9 -17123.6 -17270.3 -17270.3 -17312.1 -17322.3 -17322.3 -17322.3 -17322.3 -17393.1 -17393.1 -17393.1 -17403.3 -17403.3 -17403.3 -17449 -17455.3 -17457 -17457 -17457 -17457 -17509 -17525.7 -17525.7 -17525.7 -17540.1 -17540.1 -17557.2 -17557.2 -17588.2 -17588.2 -17588.2 -17588.2 -17588.2 -17588.6 -17588.6 -17588.6 -17610.1 -17610.1 -17610.1 -17610.1 -17612.5 -17612.5 -17612.5 -17612.9 -17612.9 -17612.9 -17612.9 ]
43,[-4557.57 -4557.57 -5168.69 -5412.74 -5959.07 -5959.07 -6703.5 -6703.5 -7296.55 -7481.11 -8145.43 -8377.22 -8406.85 -8790.49 -9535.55 -9617.46 -9892.38 -10217.5 -10517.6 -10753.4 -11537.4 -11537.4 -11537.4 -11785.5 -12064.9 -12064.9 -12226.4 -12591.8 -12591.8 -12591.8 -12846.1 -13188.3 -13188.3 -13355.8 -13473.1 -13473.1 -13664.5 -13697 -13697 -13889.3 -13889.3 -13900.2 -13966.9 -14001.8 -14092.5 -14140 -14140 -14227.3 -14364.9 -14364.9 -14397.9 -14486.1 -14486.1 -14638.5 -14638.5 -14776 -14863.3 -14863.3 -14887.2 -14970.7 -15012.4 -15127.7 -15235.1 -15235.1 -15235.1 -15298.3 -15298.3 -15424.4 -15473.8 -15473.8 -15473.8 -15559.8 -15565.4 -15565.4 -15565.4 -15616.2 -15636.8 -15677.6 -15685.9 -15693.2 -15693.2 -15693.2 -15712.2 -15788 -15788 -15788 -15788 -15835 -15835 -15835 -15853.9 -15855.8 -15855.8 -15855.8 -15881.5 -15886 -15929.1 -15953.5 -15953.5 -15978.5 ]
