Run#,f best
21,[9.41731 9.41731 9.41731 8.6627 7.27769 7.27769 6.28035 4.97423 4.97423 4.447 4.04517 3.10111 1.09197 1.09197 1.09197 -0.324894 -0.324894 -1.2035 -1.2035 -1.52909 -1.90889 -2.15492 -2.68787 -2.68787 -2.74796 -3.20806 -5.93488 -5.93488 -5.93488 -5.93488 -5.93488 -6.11163 -6.11163 -6.17279 -6.17279 -6.17279 -6.36412 -6.64155 -6.64155 -7.67158 -7.67158 -7.77795 -7.77795 -7.78096 -7.78096 -8.308 -8.308 -8.41436 -8.41436 -8.62448 -8.62448 -9.06211 -9.2609 -9.38238 -9.46749 -9.85673 -9.85673 -10.0004 -10.0184 -10.0184 -10.2069 -10.5962 -11.0261 -11.0598 -11.0598 -11.0598 -11.4658 -11.5466 -11.5466 -11.7542 -11.8295 -12.0364 -12.0501 -12.0501 -12.0695 -12.2375 -12.2375 -12.3855 -12.3855 -12.4685 -12.8176 -12.8176 -12.8176 -12.932 -12.932 -12.932 -12.9457 -12.96 -12.96 -12.96 -12.96 -12.96 -12.96 -12.9646 -12.9646 -12.9646 -12.9738 -13.0882 -13.0882 -13.0882 ]
22,[10.1523 9.43076 9.43076 9.43076 8.54221 7.79207 7.79207 6.95127 6.62376 5.82748 5.70071 4.92824 4.8796 4.87406 3.58417 2.30619 2.0439 2.0439 0.652227 0.652227 0.363274 -0.335167 -0.677002 -2.10178 -2.10178 -2.10178 -2.10178 -2.10178 -2.10178 -2.2685 -2.95814 -3.38529 -4.14155 -4.14155 -4.14155 -4.62205 -4.80863 -4.84995 -5.57419 -5.57419 -5.68124 -6.55994 -6.55994 -6.55994 -6.57392 -6.68813 -6.77751 -6.96421 -6.96421 -6.96421 -6.96421 -6.96421 -6.96426 -6.97266 -7.11829 -7.17689 -7.17689 -7.32863 -7.32863 -7.33694 -7.39582 -7.40422 -7.40422 -7.48257 -7.48257 -7.57451 -7.8043 -7.8043 -7.8043 -7.8043 -7.8043 -7.8043 -7.8043 -7.8043 -8.02176 -8.02176 -8.02176 -8.02667 -8.20453 -8.20453 -8.48006 -8.48889 -8.76958 -8.76958 -9.59377 -9.59377 -9.59377 -9.62329 -10.1109 -10.4042 -10.4042 -11.4743 -11.4743 -11.4743 -11.4743 -11.7127 -11.7213 -11.9718 -11.9975 -11.9975 ]
23,[10.0776 10.024 10.024 9.61623 8.80728 8.80728 7.35438 6.98674 6.98674 6.08096 4.61677 4.61677 4.61677 3.51848 3.51848 3.33032 2.79035 1.52228 1.52228 -0.334701 -0.334701 -0.334701 -0.334701 -0.374672 -0.374672 -0.680161 -2.17742 -2.3626 -2.3626 -2.98711 -2.98711 -3.30382 -3.30382 -3.81817 -4.42909 -4.74491 -4.74491 -5.80361 -5.80361 -5.83983 -5.83983 -5.87192 -6.72614 -6.72614 -7.33576 -7.33576 -7.90101 -7.90101 -8.3365 -8.44173 -8.44173 -9.24594 -9.24594 -9.24594 -9.24594 -9.28217 -9.67033 -9.75427 -9.75427 -9.75427 -9.75427 -9.96988 -10.1204 -10.1204 -10.1204 -10.1693 -10.2532 -10.2532 -10.2532 -10.5363 -10.5527 -10.5527 -10.6253 -10.6253 -10.7033 -10.7033 -10.7386 -10.7386 -11.1472 -11.1472 -11.1472 -11.1472 -11.1472 -11.1472 -11.1887 -11.1937 -11.1937 -11.2303 -11.2353 -11.3543 -11.3543 -11.3543 -11.5424 -11.5424 -11.5544 -11.5544 -11.5544 -11.5544 -11.5544 -11.5544 ]
24,[9.22094 9.22094 9.22094 8.5867 8.5867 7.97446 6.50229 6.33328 5.66823 5.66823 5.18688 4.75639 3.89996 1.57763 1.35297 1.35297 0.508336 0.294175 0.294175 0.294175 0.126581 0.0999401 -0.603226 -0.603226 -1.53171 -1.53171 -1.53171 -1.84643 -2.02393 -2.1668 -2.1668 -2.38096 -2.54727 -2.75929 -2.95208 -3.78889 -4.01354 -4.10914 -4.44187 -4.44187 -4.55011 -5.07399 -5.17036 -6.23494 -6.23494 -6.23494 -6.23494 -6.32734 -6.32734 -6.3843 -6.80762 -6.87444 -7.63444 -7.63444 -7.72683 -7.78379 -7.78379 -7.87619 -7.87619 -8.07736 -8.52012 -8.52012 -8.52012 -8.61252 -8.61252 -8.61252 -8.61252 -8.74957 -8.84197 -8.84197 -8.84197 -8.84198 -8.91135 -8.91135 -8.91135 -8.91135 -8.98874 -8.98874 -9.1408 -9.14083 -9.14083 -9.17005 -9.17005 -9.17005 -9.17551 -9.28757 -9.28757 -9.28757 -9.28757 -9.28757 -9.29461 -9.29461 -9.29968 -9.29968 -9.30155 -9.30155 -9.3172 -9.36901 -9.39784 -9.39784 ]
25,[10.1025 10.1025 10.1025 9.17271 8.64286 7.63456 7.4306 6.30922 5.40917 5.40917 4.92028 4.24713 3.53678 3.53678 2.54071 2.54071 2.05994 2.05994 2.05301 1.56761 -0.913426 -0.913426 -0.913426 -0.913426 -1.56203 -1.83306 -1.83306 -2.1444 -2.36047 -2.82252 -3.24222 -3.71061 -4.5267 -4.77425 -4.82249 -4.82249 -5.06326 -5.59832 -5.89516 -6.01453 -6.52259 -6.52259 -6.52259 -6.52259 -7.05011 -7.34695 -7.34695 -7.3857 -7.54015 -7.57917 -7.85484 -7.85484 -7.85484 -8.14132 -8.14132 -8.14132 -8.33452 -8.33452 -8.33452 -8.77113 -8.77113 -8.77113 -8.77113 -8.96433 -8.96433 -8.96433 -9.12397 -9.12397 -9.12397 -9.26087 -9.26087 -9.26087 -9.26087 -9.26087 -9.26087 -9.28929 -9.28929 -9.28929 -9.28929 -9.28929 -9.42272 -9.42272 -9.50005 -9.50005 -9.55396 -9.63349 -9.63349 -9.63349 -9.71724 -9.71763 -9.71763 -9.71763 -9.71763 -9.71763 -9.80425 -9.80425 -9.80425 -9.80425 -9.80425 -9.80425 ]
26,[9.53942 9.53942 9.53942 8.52704 8.32024 8.18749 6.79345 5.67429 5.67429 4.4671 4.4671 4.4671 3.20317 3.10585 2.43984 2.06679 0.710226 0.521088 0.521088 -0.476464 -0.586262 -0.741567 -1.97966 -1.97966 -3.28004 -3.28641 -3.28641 -3.29648 -4.48325 -4.48325 -4.48325 -5.26699 -5.26699 -5.26876 -5.26876 -5.26876 -5.27063 -5.39974 -5.74694 -5.74719 -5.74879 -6.17188 -6.17205 -6.17205 -6.17205 -6.28622 -6.28622 -6.28622 -6.36731 -6.71459 -6.71476 -6.78085 -6.91286 -6.91286 -6.91286 -6.91286 -6.92628 -7.73938 -7.73938 -7.73938 -7.73938 -7.73938 -7.73938 -7.73938 -7.73938 -7.73938 -7.73938 -7.73938 -7.73938 -7.77692 -8.02243 -8.4125 -8.4125 -8.52003 -8.79871 -8.79871 -8.79871 -8.99583 -9.25511 -9.36379 -9.36379 -10.0836 -10.4001 -10.4001 -10.8167 -10.8167 -11.1074 -11.2458 -11.2458 -11.2458 -11.2458 -11.7046 -11.7046 -11.7046 -12.2388 -12.2388 -12.8466 -12.8466 -13.0606 -13.0606 ]
27,[9.50943 8.70401 8.09882 6.95821 6.95821 6.95821 6.95821 4.24623 4.24623 3.96817 3.12283 2.42679 2.42679 2.42679 1.62427 1.11857 0.0347376 0.0347376 0.0347376 -0.343881 -0.343881 -0.477452 -0.643349 -0.643349 -0.643349 -0.93506 -1.20368 -1.3022 -1.3022 -1.97039 -2.14998 -2.14998 -2.14998 -2.25063 -2.25063 -2.49701 -3.27109 -3.27109 -3.27844 -3.51531 -3.51531 -3.83185 -3.83185 -3.83185 -4.00411 -4.00411 -4.19279 -4.27955 -4.58886 -4.65086 -4.83066 -5.74482 -5.74482 -5.74482 -5.74482 -5.74482 -5.83877 -5.83877 -5.83877 -5.83877 -5.83877 -5.83877 -5.87181 -6.44124 -6.44124 -6.44124 -6.45417 -6.52693 -6.52693 -6.52693 -6.56298 -6.56298 -6.61874 -6.61874 -6.65385 -6.98085 -6.98104 -7.03391 -7.0341 -7.07016 -7.07016 -7.16109 -7.48813 -7.48813 -7.61521 -7.61521 -7.65126 -7.74182 -7.75573 -7.75576 -7.75576 -7.75576 -7.88223 -7.88223 -7.88223 -7.88223 -7.88242 -7.88245 -7.88245 -7.88633 ]
28,[9.59019 9.17603 9.17603 9.17603 6.9341 6.9341 6.56926 5.50734 4.70755 4.24701 4.11963 4.11963 2.88412 2.35945 1.59339 1.25888 0.0801452 0.0801452 -0.534431 -0.742869 -1.46853 -1.46853 -1.8442 -1.92402 -2.66224 -2.67442 -3.27555 -3.27555 -3.27555 -3.64901 -3.77985 -3.97619 -4.82105 -4.98503 -4.98503 -5.0228 -5.69935 -5.69935 -5.69935 -5.96904 -6.17389 -6.54921 -6.7075 -6.86315 -6.86315 -6.86315 -6.86315 -6.86315 -6.89451 -7.01837 -7.01837 -7.01837 -7.09137 -7.09137 -7.96309 -7.96309 -7.96309 -7.96309 -7.96309 -7.96309 -7.96309 -7.96309 -7.96309 -7.96309 -8.00542 -8.00542 -8.03594 -8.03594 -8.15618 -9.28223 -9.28223 -9.28223 -9.28223 -9.28223 -9.28223 -9.28223 -9.28223 -9.28223 -9.28224 -9.33613 -9.43661 -9.43661 -9.43661 -9.43661 -9.4905 -9.4905 -9.4905 -9.4905 -9.4905 -9.49051 -9.49051 -9.49051 -9.49051 -9.57022 -9.58176 -9.58176 -9.58176 -9.58176 -9.58177 -9.58177 ]
29,[10.2543 9.80883 9.23097 8.5419 7.22203 7.22203 7.17054 3.73014 3.72655 3.72655 3.72655 3.45142 1.60477 1.60477 1.01003 0.305135 -0.373504 -0.595405 -1.25512 -1.25512 -1.38972 -1.99686 -1.99686 -3.20513 -3.20513 -3.32178 -3.32178 -3.32178 -3.97953 -3.97953 -3.97953 -3.97953 -3.97953 -5.42253 -5.42253 -5.42253 -6.11022 -6.11022 -6.11022 -6.11022 -6.18413 -6.29115 -6.29115 -6.29115 -7.11587 -7.11587 -7.48485 -7.68442 -7.68442 -7.68442 -8.15322 -8.97967 -9.03493 -9.03493 -9.38847 -9.38847 -9.38847 -9.38847 -9.45359 -9.45359 -9.46636 -9.46636 -9.46636 -9.46636 -9.46636 -9.46636 -9.46636 -9.46636 -9.46636 -9.47831 -9.47831 -9.47831 -9.52781 -9.52781 -9.52781 -9.52781 -9.52781 -9.59293 -10.3187 -10.3187 -10.3187 -10.3187 -10.4333 -10.4469 -10.4469 -10.4469 -10.4861 -10.6007 -10.6007 -10.6146 -10.6146 -10.6146 -10.6146 -10.641 -10.7732 -10.7957 -10.975 -10.975 -10.975 -10.975 ]
30,[10.8562 10.8562 10.7939 9.89845 9.35455 8.62934 8.2393 6.81219 6.16905 6.01892 5.97564 5.56012 4.79852 4.79852 4.22286 4.15921 3.4658 2.84757 2.02285 1.90532 1.68357 1.37751 -0.384543 -2.06626 -2.06626 -2.06626 -2.06626 -2.06626 -2.44792 -2.55388 -3.79563 -3.79563 -3.79563 -3.91854 -3.95692 -3.95692 -4.4403 -5.00147 -5.00147 -5.43269 -5.43269 -5.43269 -5.4338 -5.53865 -5.68606 -5.68606 -6.01826 -6.01826 -6.01826 -6.47515 -6.53209 -6.55747 -6.69641 -6.69641 -6.84899 -7.11058 -7.24751 -7.24751 -7.5489 -7.5489 -7.67737 -7.67737 -7.67737 -8.27931 -8.27931 -8.27931 -8.27931 -8.27931 -8.27931 -8.27932 -8.32906 -8.32906 -8.32906 -8.87895 -8.87895 -8.87895 -8.87895 -8.94105 -8.94105 -8.94105 -8.94105 -8.94105 -8.94105 -9.06122 -9.1851 -9.26786 -9.26786 -9.31761 -9.31761 -9.31761 -9.31761 -9.31761 -9.31761 -9.31761 -9.41835 -9.41835 -9.41835 -9.4455 -9.4455 -9.4455 ]
31,[9.67197 9.55994 9.36516 7.22613 7.22613 7.22613 6.79292 5.81393 5.47776 5.41496 4.56266 4.56266 3.62784 3.27125 2.63855 2.13485 2.09158 1.21622 0.968816 -0.209846 -0.220219 -0.220219 -0.456757 -1.19745 -1.25049 -2.17958 -2.20996 -2.20996 -2.2559 -3.54405 -3.54405 -3.54405 -3.54405 -3.85895 -4.75686 -4.75686 -4.81557 -5.4348 -5.43498 -5.44922 -5.53106 -5.58084 -5.58084 -6.84441 -6.84441 -6.8785 -7.51205 -7.62712 -7.62712 -8.28793 -8.28793 -8.92149 -8.92149 -8.92149 -8.92149 -9.771 -9.771 -9.771 -9.771 -9.771 -9.81954 -9.97023 -9.97023 -9.97023 -9.97023 -10.0978 -10.0978 -10.1464 -10.1464 -10.1464 -10.1464 -10.2766 -10.3879 -10.4364 -10.4364 -10.4364 -10.511 -10.6924 -10.7002 -10.7005 -10.7246 -10.9884 -11.3458 -11.3458 -11.3458 -11.3458 -11.3458 -11.3458 -11.3458 -11.3458 -11.3458 -11.3458 -11.3458 -11.356 -11.356 -11.3943 -12.3143 -12.3569 -12.3569 -12.4845 ]
32,[9.68141 9.68141 9.68141 9.68141 7.74632 7.46731 7.46731 7.46149 7.25933 6.6672 6.12992 5.38545 4.77674 4.03361 3.29817 1.48075 1.10373 1.10373 0.560077 0.560077 -0.0467638 -1.36237 -1.36237 -1.81928 -1.81928 -2.71563 -3.37943 -3.8694 -3.8694 -4.20631 -5.09081 -5.09081 -5.38291 -5.38291 -5.56915 -6.41908 -6.41908 -6.41908 -7.06594 -7.06595 -7.2792 -7.2792 -7.2792 -7.65095 -7.65095 -7.65095 -7.65095 -7.65095 -7.65232 -7.65232 -7.79321 -7.79321 -7.79321 -7.79321 -7.79458 -7.84671 -7.84671 -7.84671 -7.84671 -7.84671 -7.95642 -8.00854 -8.00854 -8.00854 -8.00854 -8.00854 -8.01506 -8.05202 -8.21713 -8.40778 -8.40778 -8.40778 -8.40778 -8.40778 -8.40778 -8.40779 -8.41431 -8.57615 -8.61639 -8.65174 -8.66582 -8.66582 -8.66582 -8.66582 -8.66582 -8.69198 -8.69921 -8.69921 -8.73944 -8.74192 -8.74192 -8.74192 -8.75869 -9.20406 -9.20406 -9.20406 -9.20406 -9.20406 -9.20406 -9.20406 ]
33,[9.08728 8.44786 8.44786 8.44786 7.23046 6.38635 4.22063 4.22063 4.22063 2.64967 2.55825 1.08071 -0.523063 -0.523063 -1.45781 -1.53256 -3.60659 -3.60659 -4.91456 -4.91456 -4.91456 -4.91456 -4.91456 -5.39135 -5.73746 -5.73746 -5.73746 -6.15514 -6.32114 -6.36579 -6.36579 -6.65115 -7.01419 -7.01419 -7.01419 -7.22484 -7.27663 -7.27663 -7.27663 -7.72085 -7.72085 -7.89919 -7.89919 -8.61109 -8.61109 -8.61109 -9.43208 -9.43208 -9.43208 -9.43208 -9.62375 -9.76175 -9.76175 -10.1071 -10.2574 -10.2574 -10.2574 -10.5198 -10.9557 -10.9738 -10.9738 -10.9738 -11.2196 -11.2377 -11.2378 -11.2378 -11.2378 -11.2378 -11.2378 -11.2446 -11.3861 -11.3861 -11.3861 -11.3861 -11.4861 -11.4861 -11.5227 -11.5227 -11.5227 -11.5227 -11.5227 -11.5227 -11.5228 -11.743 -11.743 -11.743 -11.743 -11.743 -11.776 -11.8434 -11.8435 -11.8438 -11.8438 -11.9038 -11.9038 -12.1222 -12.1222 -12.1222 -12.1222 -12.1222 ]
34,[8.757 8.757 8.51941 8.51941 7.35783 7.35783 6.51511 5.71678 4.76243 4.76243 3.94784 3.3092 2.93256 2.11182 0.648077 0.648077 0.257158 0.257158 0.255884 0.0308338 -0.876231 -0.965955 -1.22685 -1.49492 -1.49492 -1.87974 -2.38348 -2.38475 -2.38475 -2.67374 -2.67374 -3.29203 -3.60982 -3.66639 -3.87746 -4.14247 -5.12798 -5.12798 -5.15187 -5.75121 -5.75121 -5.75121 -5.75121 -5.77969 -5.77969 -5.77969 -5.77969 -5.88615 -7.02132 -7.02132 -7.02132 -7.02132 -7.02132 -7.02132 -7.19117 -7.19117 -7.54604 -7.54604 -7.85212 -8.01965 -8.01965 -9.115 -9.56065 -9.81637 -9.81637 -9.81637 -9.81688 -10.2173 -10.2173 -10.2178 -10.2876 -10.5435 -10.5435 -10.544 -10.5753 -10.9449 -10.9462 -10.9762 -11.3467 -11.378 -11.3785 -11.5049 -11.6571 -11.6571 -11.6571 -11.6571 -11.6571 -12.6133 -12.6133 -12.6133 -12.6133 -12.6133 -12.6133 -12.6133 -12.6133 -12.6133 -12.6133 -12.7935 -12.7935 -12.7935 ]
35,[9.1878 9.1878 8.84674 8.84397 8.22574 7.12447 7.12447 6.65121 6.17904 5.83437 5.03875 3.09647 3.09647 3.09647 3.09647 3.09647 3.09647 2.01231 0.607369 0.607369 0.279437 0.279437 -0.0787117 -1.04881 -1.25359 -1.25359 -2.27072 -2.84422 -2.84422 -2.84422 -2.84422 -3.20754 -3.79099 -4.22427 -4.24611 -4.24611 -4.35572 -5.20531 -5.20559 -5.33196 -5.49927 -6.34784 -6.34812 -6.6418 -6.6418 -6.6418 -6.6418 -6.6418 -6.79212 -6.79212 -6.79212 -6.79212 -6.79212 -7.02727 -7.02727 -7.16138 -7.16138 -7.16138 -7.16138 -7.16138 -7.16138 -7.32184 -7.3323 -7.37963 -7.44764 -7.85639 -7.89935 -7.97129 -8.14265 -8.30809 -8.59435 -8.59435 -8.59435 -8.67612 -8.67612 -9.31101 -9.31101 -9.31101 -9.71431 -9.71431 -9.71431 -9.71431 -9.79608 -9.79608 -9.79608 -9.79608 -9.79608 -9.82524 -9.90701 -9.90701 -9.90701 -9.90701 -9.90701 -9.90701 -9.90701 -9.90701 -9.90701 -9.90713 -9.90713 -9.90722 ]
36,[10.0859 9.50456 9.25154 7.91464 7.91464 6.77543 4.97684 3.91583 2.94497 2.84539 2.84539 1.75815 1.03401 -0.0269489 -0.0269489 -0.0269489 -0.099789 -0.240811 -0.436234 -0.798853 -1.05336 -1.21428 -1.36472 -1.36472 -1.85228 -1.85228 -2.15965 -2.16997 -2.51527 -2.51527 -2.51527 -3.12643 -3.12643 -3.30835 -3.54565 -3.57789 -3.58468 -3.58474 -3.72307 -3.72825 -4.54276 -4.78006 -4.78006 -4.78011 -4.78011 -4.92724 -4.93394 -4.93617 -5.45485 -6.02038 -6.02038 -6.02038 -6.2591 -6.2591 -6.2591 -6.2591 -6.26503 -6.26503 -6.81571 -6.81571 -6.82464 -6.82464 -7.34331 -7.35224 -7.35224 -7.35224 -7.35224 -7.35224 -7.7022 -7.77232 -7.77232 -7.77232 -8.32427 -8.32427 -8.39641 -8.39641 -8.75529 -8.75529 -8.75529 -8.75529 -8.8252 -8.8252 -8.8252 -8.89733 -8.89733 -8.89733 -8.89733 -8.89733 -9.19719 -9.19719 -9.2671 -9.33923 -9.33923 -9.33923 -9.46565 -9.46565 -9.46565 -9.5726 -9.5726 -9.5726 ]
37,[9.12658 9.12658 9.12658 7.17409 6.15685 6.15685 6.15685 4.93409 4.93409 4.68826 4.68826 4.26268 2.43265 2.22548 2.0377 2.0377 1.44157 1.43846 0.337499 0.337499 0.337499 -1.31408 -1.31408 -1.31408 -1.67705 -1.81007 -2.27437 -2.64336 -2.64336 -2.64336 -3.23098 -3.24213 -3.24213 -3.42801 -3.70478 -4.1084 -4.29882 -4.29882 -4.29882 -4.44674 -4.4842 -5.35225 -5.35225 -5.35225 -5.68514 -5.83666 -5.83666 -5.83666 -6.16955 -6.26006 -6.26006 -6.26006 -6.29124 -6.29645 -6.34171 -6.34171 -6.34171 -6.89689 -6.89689 -6.89689 -6.90155 -6.92566 -7.07551 -7.15094 -7.1556 -7.32988 -7.65642 -7.65642 -7.65642 -7.65642 -7.65642 -7.73185 -7.83536 -7.87891 -7.94608 -8.29731 -8.29731 -8.29731 -8.37273 -8.37273 -8.60616 -8.60616 -8.83151 -8.83151 -9.24704 -9.24704 -9.24704 -9.52688 -9.52688 -9.52688 -9.52688 -9.74112 -9.83308 -9.83308 -9.90026 -9.90026 -9.90026 -9.90026 -9.90026 -9.90696 ]
38,[10.5103 10.2646 9.25236 8.68039 8.4982 7.5707 6.67378 6.67378 5.52167 5.43491 4.11197 2.4936 2.36734 2.36734 2.36734 2.18905 1.7552 0.376196 0.376196 0.376196 -0.341274 -0.601124 -1.79508 -1.79508 -2.00633 -2.01921 -2.20378 -2.99131 -3.48694 -3.72493 -3.72493 -3.84967 -4.05339 -4.60049 -4.6379 -5.59825 -5.59825 -5.59825 -5.80027 -6.23533 -6.23533 -6.23533 -6.23749 -6.30629 -6.74374 -6.74374 -6.74374 -6.74374 -6.74374 -6.84099 -6.84099 -6.98097 -6.98097 -7.20235 -7.20235 -7.27838 -7.2831 -7.4258 -7.64527 -7.79501 -7.79501 -7.79501 -7.79501 -7.94566 -8.15592 -8.15592 -8.18243 -8.18243 -8.18907 -8.18907 -8.25232 -8.47165 -8.47165 -8.47165 -8.47165 -8.47165 -8.47165 -8.47165 -8.57127 -8.63396 -8.65462 -8.93921 -8.93921 -9.48204 -9.48204 -9.48204 -9.48204 -9.48204 -9.48204 -9.73154 -9.78634 -10.1441 -10.1441 -10.1441 -10.1452 -10.1452 -10.2473 -10.3036 -10.4068 -10.4399 ]
39,[10.9259 10.2381 10.0993 9.50069 9.2708 8.43777 8.43777 7.07246 7.07246 7.06474 5.43362 5.05757 4.44982 3.25581 3.25581 2.46053 1.42019 0.479441 0.257762 0.257762 0.0735174 -0.530969 -0.728718 -2.18439 -2.18439 -2.39571 -3.02991 -3.02991 -3.02991 -3.20969 -4.03034 -4.03034 -4.03034 -4.36913 -5.26076 -5.26076 -5.26076 -5.26076 -5.26076 -5.37568 -5.38253 -5.62963 -6.37345 -6.37345 -6.37345 -6.45742 -6.81255 -6.81255 -7.1623 -7.66618 -7.84861 -7.84861 -7.90271 -8.13506 -8.28888 -8.3031 -8.3031 -9.00085 -9.31462 -9.32685 -9.32685 -9.63121 -9.95721 -9.95721 -9.95721 -9.95721 -10.0418 -10.08 -10.327 -10.5847 -10.5847 -10.5847 -10.6693 -10.6693 -10.6693 -10.9408 -10.9408 -11.0636 -11.0941 -11.0941 -11.0941 -11.2261 -11.7431 -11.7431 -11.7431 -11.7431 -11.8659 -12.0459 -12.1687 -12.1687 -12.1687 -12.4178 -12.5978 -12.7206 -12.7206 -12.7206 -13.5673 -13.5673 -13.5673 -13.5673 ]
40,[8.90137 8.90137 8.90137 8.56126 8.56126 7.64428 7.31392 6.72429 4.79223 4.73366 4.73366 3.49607 2.52642 2.52642 2.45354 1.83562 1.65217 1.17532 1.17532 0.543642 -0.22656 -0.305672 -1.13316 -1.865 -1.865 -2.0772 -2.51054 -3.3915 -3.3915 -3.3915 -3.86033 -3.86033 -4.38667 -4.43191 -4.49036 -4.52762 -5.89101 -5.92828 -5.92828 -5.92828 -5.92828 -5.93803 -6.17419 -7.02548 -7.02548 -7.02548 -7.0621 -7.0621 -7.24778 -7.26163 -7.26163 -7.8773 -7.8773 -7.8773 -8.26784 -8.26784 -8.26784 -8.26784 -8.26784 -8.26784 -8.26784 -8.33763 -8.33763 -8.33763 -8.33763 -8.41954 -8.41954 -8.41954 -8.41954 -8.43229 -8.43229 -8.43229 -8.48934 -8.48934 -8.51082 -8.62184 -8.7159 -8.83049 -8.90901 -8.90901 -8.94613 -9.11409 -9.11409 -9.11409 -9.34432 -9.34463 -9.34463 -10.214 -10.214 -10.7636 -10.7636 -10.8421 -10.8421 -10.8421 -10.8421 -10.8421 -10.8893 -10.8893 -10.8893 -10.8893 ]
41,[9.97187 9.97187 9.97187 9.49357 8.79548 8.79548 8.79548 8.49307 6.84532 6.55598 6.36792 6.36792 5.39741 5.39741 5.02143 3.89646 3.77812 2.49696 2.49696 2.49696 2.18382 1.59526 0.379141 0.101034 0.0112462 0.0112462 -1.31211 -1.31211 -1.31211 -1.93812 -1.93812 -2.68358 -3.50516 -4.00905 -4.00905 -4.00905 -4.00905 -4.33484 -4.71594 -5.42592 -5.98864 -5.98864 -5.98864 -5.98864 -5.98864 -5.98864 -6.83039 -6.83039 -6.83039 -7.38826 -7.38826 -7.38826 -7.62656 -7.62656 -7.78051 -8.19714 -8.19714 -8.19714 -8.19714 -8.19714 -8.78904 -8.78904 -8.78904 -8.78904 -8.94299 -8.94299 -8.94299 -9.0785 -9.0785 -9.0785 -9.0785 -9.0785 -9.0785 -9.23244 -9.23244 -9.23244 -9.45 -9.45 -9.45 -9.52662 -9.52662 -9.52662 -9.53815 -9.53815 -9.53815 -9.69185 -9.7557 -9.7557 -9.7557 -9.77081 -9.7879 -9.7879 -9.7879 -9.7879 -9.7879 -9.7879 -9.7879 -9.7879 -9.7879 -9.7879 ]
42,[9.31662 9.31662 9.31662 9.31662 8.1112 7.2965 5.87967 5.87967 5.87967 5.3917 5.37678 4.08321 3.7316 3.1567 3.0557 1.8484 0.678176 -0.325128 -1.67009 -2.27291 -2.27291 -2.27291 -3.14461 -3.97928 -5.9317 -5.9317 -6.38719 -6.38719 -6.38719 -7.10631 -7.10631 -7.37746 -7.41669 -8.7806 -8.7806 -8.7806 -8.7806 -8.7806 -8.94827 -9.07551 -9.07551 -9.32511 -10.5452 -10.5452 -10.7152 -11.5691 -12.5717 -12.5717 -12.5717 -12.5717 -12.5756 -12.663 -12.663 -12.663 -12.663 -12.8048 -12.8048 -12.8088 -12.8961 -12.989 -12.989 -12.989 -12.989 -12.989 -12.9915 -13.0295 -13.3613 -13.3613 -13.3613 -13.3638 -13.3638 -13.4541 -13.4907 -13.6728 -13.6728 -13.7898 -13.8351 -14.151 -14.151 -14.151 -14.2804 -14.2963 -14.2963 -14.4257 -14.4257 -14.5601 -14.5601 -14.5601 -14.7084 -14.7084 -14.8322 -14.8322 -14.8322 -15.0881 -15.0881 -15.0881 -15.0881 -15.0881 -15.0881 -15.0881 ]
43,[9.25684 9.25684 9.25684 8.86291 7.7586 7.23638 5.6407 5.6407 4.39609 4.39609 4.39609 4.39609 2.87649 2.87649 2.22749 1.94047 1.47582 1.17697 1.17697 0.451466 0.43465 0.0829819 -1.27957 -1.27957 -1.27957 -1.27957 -2.38582 -2.87213 -2.87213 -3.13881 -3.18379 -3.33642 -3.86585 -4.91872 -4.91872 -4.91872 -5.26976 -5.26991 -5.28372 -5.38001 -5.38001 -5.38001 -5.61185 -5.61185 -5.61185 -5.97703 -5.97703 -5.97703 -5.97703 -5.99792 -5.99792 -6.40982 -6.58507 -6.58507 -6.5851 -6.59308 -6.65739 -6.65739 -6.75638 -6.75638 -6.83138 -7.26417 -7.26417 -7.39498 -7.82777 -7.82777 -7.82777 -7.82779 -7.82781 -7.86347 -7.86347 -8.04082 -8.04082 -8.18524 -8.18524 -8.18524 -8.30252 -8.35476 -8.35476 -8.37113 -8.39042 -8.51555 -8.55125 -8.55125 -8.59641 -8.67843 -8.75723 -8.75723 -8.75723 -8.75723 -8.85616 -9.01904 -9.01904 -9.01904 -9.01904 -9.16357 -9.16357 -9.24224 -9.24233 -9.24233 ]
