Run#,f best
21,[-18.9022 -19.4902 -19.4902 -21.6259 -21.6259 -21.6259 -22.8704 -22.8704 -22.9202 -24.464 -24.6406 -25.5138 -25.5138 -25.897 -26.5209 -28.1093 -28.251 -28.251 -28.251 -28.9436 -29.5827 -29.8635 -30.3758 -30.3758 -31.3496 -31.3496 -31.6883 -31.6883 -31.6883 -31.6883 -32.0897 -32.0897 -32.0897 -32.4362 -32.4362 -32.479 -32.9261 -32.9261 -32.9261 -32.9261 -33.4485 -33.522 -33.522 -33.7414 -33.871 -33.914 -33.914 -33.914 -34.3365 -34.3365 -34.3365 -34.3365 -34.3365 -34.385 -34.385 -34.385 -34.385 -34.4291 -34.4912 -34.54 -34.6325 -34.7734 -34.7734 -34.7871 -34.7871 -34.8336 -34.8336 -34.8336 -34.928 -35.0205 -35.0205 -35.067 -35.067 -35.1869 -35.1869 -35.1923 -35.2241 -35.2241 -35.319 -35.319 -35.3215 -35.4186 -35.4884 -35.5809 -35.6114 -35.6114 -35.7333 -35.8696 -35.8696 -35.8696 -35.8696 -35.8696 -35.9119 -35.9119 -35.9119 -35.9119 -35.943 -36.1242 -36.1784 -36.1784 ]
22,[-19.1678 -19.1678 -19.4841 -19.9126 -21.4673 -21.4673 -21.6236 -22.3905 -23.1457 -23.1716 -23.5758 -24.248 -24.8228 -24.8228 -25.0993 -26.241 -26.9768 -26.9768 -27.7615 -28.3143 -28.9143 -28.9143 -29.57 -29.57 -30.5028 -30.5028 -31.1402 -31.1402 -31.7713 -31.7713 -32.3665 -32.3665 -32.3665 -32.3665 -32.4916 -32.5246 -32.895 -33.2196 -33.8426 -33.8426 -33.8426 -33.8426 -33.9989 -33.9989 -33.9989 -34.0717 -34.0717 -34.1896 -34.1896 -34.1896 -34.228 -34.3503 -34.3503 -34.5504 -34.7149 -34.7373 -34.7373 -34.8712 -34.8712 -34.983 -35.1936 -35.1936 -35.4408 -35.4408 -35.545 -35.8207 -35.8207 -35.8207 -35.962 -36.1666 -36.1666 -36.1666 -36.1666 -36.2078 -36.3077 -36.3729 -36.3729 -36.3729 -36.4776 -36.6876 -36.6876 -36.6876 -36.6876 -36.7924 -36.9819 -36.9819 -36.9819 -36.9819 -36.9819 -37.0168 -37.0168 -37.0168 -37.0168 -37.0903 -37.0903 -37.0903 -37.0903 -37.2064 -37.2064 -37.3299 ]
23,[-20.2056 -21.3497 -21.3497 -21.3497 -21.3497 -21.3497 -22.5039 -22.5039 -24.0451 -24.2505 -25.3128 -25.6006 -26.3024 -27.427 -27.427 -27.427 -28.0427 -28.486 -28.486 -28.9554 -29.0334 -29.8653 -30.1717 -30.3328 -30.3866 -30.8674 -31.7428 -31.7428 -31.766 -31.766 -32.5422 -33.1359 -33.1359 -33.1359 -33.4313 -33.8228 -33.8228 -34.0739 -34.1325 -34.9615 -34.9615 -34.9615 -35.1831 -35.1831 -35.1831 -35.4371 -35.4371 -35.4371 -35.4371 -35.4371 -35.6567 -35.6567 -35.6567 -35.6567 -35.7374 -35.8138 -35.9437 -36.1633 -36.2893 -36.2893 -36.2893 -36.2893 -36.3109 -36.3109 -36.5305 -36.5305 -36.5305 -36.5305 -36.5305 -36.5305 -36.5305 -36.5489 -36.5489 -36.6408 -36.6408 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.7288 -36.9009 -36.9009 -36.9009 -36.9009 -36.9009 -36.9009 -36.9009 -36.9009 -37.0101 -37.0101 ]
24,[-20.0929 -20.0929 -20.0929 -20.1754 -20.7178 -20.9658 -22.5455 -22.5455 -23.3907 -23.7463 -24.0017 -24.6887 -24.8869 -25.9061 -26.0582 -26.3661 -28.3155 -28.3155 -28.3155 -29.6903 -29.6903 -29.6903 -29.6903 -29.6903 -30.879 -30.879 -31.4414 -31.4414 -31.4414 -31.4414 -31.9198 -31.9198 -31.9198 -32.5748 -32.5748 -32.7053 -33.5745 -33.702 -33.702 -33.702 -33.9306 -33.9306 -33.9425 -34.0038 -34.426 -34.7724 -35.1303 -35.4715 -35.4715 -35.911 -35.911 -36.1028 -36.1028 -36.1028 -36.2619 -36.321 -36.3883 -36.68 -36.68 -36.68 -36.68 -36.8793 -37.2923 -37.2923 -37.2923 -37.2923 -37.4415 -37.6483 -37.6483 -37.6483 -37.6483 -37.7725 -37.7725 -38.1571 -38.1571 -38.1571 -38.1571 -38.1849 -38.1849 -38.1849 -38.1849 -38.1849 -38.1849 -38.1849 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 -38.6562 ]
25,[-19.6516 -21.46 -21.46 -22.7381 -23.5565 -23.5565 -23.5565 -23.5565 -24.0644 -24.2093 -25.8264 -26.4393 -26.4393 -28.3594 -28.3594 -28.3594 -28.3594 -29.7416 -29.7416 -29.7659 -29.7659 -31.0173 -31.0173 -31.1387 -31.1387 -31.329 -32.2162 -32.5952 -32.795 -32.795 -33.0297 -33.6774 -33.6774 -33.8712 -34.132 -34.311 -34.311 -34.311 -34.311 -34.311 -34.3982 -34.6437 -34.6437 -34.6437 -34.6437 -34.815 -34.9571 -34.9571 -35.3235 -35.3235 -35.3235 -35.3235 -35.5085 -35.5666 -35.5666 -35.5666 -35.5666 -35.7546 -35.7972 -35.7972 -36.0087 -36.0087 -36.1478 -36.3078 -36.3078 -36.4928 -36.5619 -36.5619 -36.7499 -36.752 -36.752 -36.752 -36.9342 -36.9342 -36.9459 -37.0904 -37.0904 -37.0904 -37.1424 -37.1424 -37.1424 -37.4415 -37.4415 -37.4829 -37.4829 -37.4829 -37.6088 -37.6088 -37.6088 -37.6088 -37.6425 -37.6744 -37.7505 -37.7505 -37.9238 -37.9238 -37.9238 -37.9238 -37.9238 -37.9354 ]
26,[-19.5966 -20.8982 -21.4389 -21.4389 -21.4389 -21.8267 -23.7649 -24.2652 -24.2652 -25.0541 -25.0541 -27.2919 -27.2919 -27.2919 -27.6634 -27.6634 -28.8689 -28.8689 -29.6216 -29.6216 -30.0372 -30.1265 -31.1414 -31.6772 -31.6772 -32.4047 -32.4047 -32.4047 -32.6626 -32.6683 -32.6683 -33.2718 -33.2718 -33.6276 -33.6276 -33.6276 -33.6276 -34.0901 -34.1827 -34.3299 -34.3299 -34.3299 -34.3975 -34.3975 -34.7086 -34.7086 -34.7086 -34.7207 -34.8773 -34.8773 -35.4 -35.4 -35.4 -35.5006 -35.5006 -35.5006 -35.6006 -35.6006 -35.6635 -35.6887 -35.9256 -35.9256 -35.9256 -35.9256 -36.2528 -36.2528 -36.2528 -36.2528 -36.2528 -36.3298 -36.3298 -36.3298 -36.3298 -36.3949 -36.3949 -36.4949 -36.5933 -36.5933 -36.6043 -36.6043 -36.7984 -36.7984 -36.7984 -36.7984 -36.9413 -36.9413 -37.0356 -37.0356 -37.0356 -37.0356 -37.1194 -37.1199 -37.1685 -37.3258 -37.3812 -37.5463 -37.5463 -37.5463 -37.6187 -37.6187 ]
27,[-19.3125 -19.3125 -19.3125 -20.0833 -20.6714 -21.0654 -21.5957 -22.7953 -24.4532 -24.466 -24.6127 -25.86 -25.921 -26.5372 -27.1076 -27.1076 -27.4104 -28.4495 -28.4495 -29.794 -29.794 -29.794 -30.2628 -30.5714 -31.0484 -31.1591 -31.1591 -31.832 -32.6626 -32.6626 -32.6626 -32.8157 -33.5225 -33.5833 -33.6914 -34.0292 -34.0292 -34.0292 -34.0452 -34.1664 -34.2433 -34.2433 -34.2593 -34.6338 -34.6338 -34.6455 -34.7261 -34.8215 -35.1831 -35.2332 -35.4657 -35.4657 -35.6833 -35.6833 -35.7472 -36.2262 -36.2262 -36.2262 -36.2262 -36.2262 -36.2262 -36.2262 -36.2786 -36.2786 -36.4037 -36.4037 -36.4037 -36.4037 -36.4251 -36.4251 -36.451 -36.4521 -36.5528 -36.5528 -36.6178 -36.6509 -36.9722 -36.9722 -36.9722 -36.9722 -36.9722 -36.9722 -36.9722 -36.9722 -36.9722 -36.9748 -37.0989 -37.3524 -37.3524 -37.3524 -37.5139 -37.5139 -37.6849 -37.7944 -37.7967 -37.9457 -38.1167 -38.1167 -38.1167 -38.1167 ]
28,[-20.6493 -20.6493 -21.2296 -22.2882 -23.2515 -23.2515 -23.4029 -23.9244 -23.9244 -23.9244 -26.8836 -27.0093 -27.0093 -28.2539 -28.7518 -28.7518 -28.7518 -28.7518 -29.9687 -29.9687 -30.5049 -31.4375 -31.4375 -31.4375 -31.9972 -32.5126 -32.5126 -32.8882 -33.1601 -33.5858 -33.7451 -33.7451 -34.3334 -34.5273 -34.8345 -34.8345 -34.8345 -35.0367 -35.1667 -35.2498 -35.2498 -35.2498 -35.5185 -35.5185 -35.5185 -35.7793 -35.833 -36.1699 -36.253 -36.4145 -36.4145 -36.4464 -36.7316 -36.8345 -37.1791 -37.1791 -37.1791 -37.1791 -37.1791 -37.2383 -37.2824 -37.2824 -37.4846 -37.4846 -37.4846 -37.4846 -37.5086 -37.5438 -37.7459 -37.7459 -37.8141 -37.8141 -37.8265 -37.8267 -37.8267 -37.8267 -37.8267 -37.8741 -37.8949 -37.9073 -37.9073 -37.9073 -37.9549 -38.0056 -38.0056 -38.0056 -38.0056 -38.0056 -38.0056 -38.0287 -38.0411 -38.0678 -38.1161 -38.1885 -38.1913 -38.1913 -38.2512 -38.2512 -38.3119 -38.3774 ]
29,[-19.2449 -19.3158 -19.3158 -22.1669 -22.1669 -22.1669 -22.2453 -22.342 -22.4126 -22.967 -23.8582 -23.878 -24.98 -24.98 -25.1776 -25.1776 -25.9563 -26.2789 -26.5699 -27.7491 -27.7491 -27.7491 -28.1432 -28.4591 -28.4591 -28.9922 -28.9922 -29.2151 -29.6753 -29.938 -30.034 -30.1372 -30.621 -30.6774 -31.7236 -32.0048 -32.0048 -32.3393 -32.3393 -32.949 -33.3145 -33.3145 -33.3145 -33.5928 -33.5928 -33.5928 -33.5928 -33.5928 -33.5982 -33.8431 -34.1214 -34.2254 -34.2254 -34.2254 -34.4387 -34.4387 -34.4387 -34.4387 -34.4387 -34.6449 -34.6449 -34.6449 -34.8293 -34.8293 -34.8293 -35.072 -35.072 -35.2018 -35.2018 -35.2018 -35.2018 -35.2018 -35.2317 -35.2961 -35.3261 -35.3261 -35.3261 -35.3261 -35.3261 -35.6241 -35.6241 -35.6241 -35.6241 -35.6545 -35.6545 -35.6545 -35.7395 -35.842 -35.9096 -35.9096 -35.9096 -36.025 -36.1764 -36.1764 -36.1764 -36.6088 -36.6088 -36.6088 -36.6088 -36.6088 ]
30,[-19.4139 -20.0103 -20.9254 -20.9254 -20.9254 -21.8186 -21.8186 -23.9922 -23.9922 -24.6792 -24.6805 -26.0112 -26.0112 -27.0891 -27.0891 -27.3717 -27.7636 -28.8319 -29.4746 -30.0025 -30.3864 -30.3864 -30.69 -30.69 -32.1212 -32.1212 -32.623 -32.9991 -33.3822 -33.884 -33.884 -33.884 -34.0864 -34.0864 -34.0864 -34.4363 -34.6511 -34.7625 -34.7625 -34.7625 -35.04 -35.04 -35.04 -35.04 -35.2973 -35.2973 -35.3721 -35.4733 -35.4733 -35.4733 -35.4733 -35.8623 -35.8623 -35.8623 -35.8623 -35.8642 -35.9254 -36.0546 -36.0546 -36.0546 -36.0546 -36.0546 -36.0546 -36.1093 -36.1177 -36.1285 -36.1285 -36.1285 -36.1285 -36.1916 -36.1916 -36.1916 -36.2182 -36.2182 -36.3945 -36.3945 -36.3945 -36.3945 -36.3945 -36.3945 -36.3945 -36.3945 -36.3945 -36.5149 -36.5149 -36.5619 -36.5619 -36.5781 -36.5781 -36.5781 -36.7611 -36.7665 -36.7665 -36.9636 -36.9636 -36.9636 -37.0648 -37.1346 -37.1346 -37.1346 ]
31,[-21.7922 -21.7922 -21.7922 -21.7922 -21.7922 -21.8275 -23.396 -23.4928 -24.9095 -24.9095 -24.9095 -25.893 -26.6961 -26.6961 -26.6961 -27.066 -27.336 -29.3409 -29.3409 -29.3409 -29.7388 -29.956 -29.956 -30.0494 -30.0494 -30.2549 -30.4101 -31 -31.1938 -31.4994 -31.4994 -31.6655 -32.2954 -32.2954 -32.4609 -32.724 -32.9821 -33.1323 -33.3711 -33.3894 -33.4953 -33.4953 -33.8799 -33.92 -34.1478 -34.1478 -34.1771 -34.3583 -34.3583 -34.3721 -34.6719 -34.6719 -34.6719 -34.6719 -34.7961 -34.8741 -35.3512 -35.3512 -35.3512 -35.3512 -35.3512 -35.3512 -35.4458 -35.4587 -35.4587 -35.6698 -35.7644 -35.7644 -35.7644 -35.7816 -35.7816 -35.8439 -35.8719 -35.896 -35.896 -36.04 -36.1067 -36.1067 -36.1551 -36.1551 -36.1831 -36.2058 -36.3376 -36.3376 -36.344 -36.4564 -36.4564 -36.5738 -36.5932 -36.7937 -36.7937 -36.7937 -36.7937 -36.8372 -36.8673 -36.9546 -36.9546 -36.9894 -36.9894 -37.1923 ]
32,[-20.4274 -20.4274 -20.4274 -20.4274 -20.9952 -22.175 -22.6599 -23.3271 -23.8533 -23.8533 -25.0361 -25.0361 -25.4273 -25.7441 -26.0098 -26.7688 -27.3252 -28.1606 -28.1606 -28.1606 -29.3622 -29.3622 -29.3622 -29.6514 -30.7614 -30.7614 -31.503 -31.578 -31.9549 -32.0001 -32.3498 -32.6008 -32.6008 -32.8683 -33.157 -33.2134 -33.2134 -33.573 -33.6891 -33.6891 -33.6891 -33.6891 -33.6935 -33.7151 -33.8489 -34.0912 -34.0912 -34.3318 -34.3318 -34.3318 -34.5777 -34.7055 -34.7603 -34.9643 -34.9643 -34.9643 -34.9643 -35.0403 -35.0403 -35.2954 -35.4971 -35.4971 -35.6275 -35.6945 -35.9041 -35.9041 -35.9041 -35.9771 -36.0721 -36.0721 -36.1454 -36.1454 -36.3294 -36.355 -36.355 -36.5329 -36.7009 -36.7009 -36.7009 -36.7009 -36.7009 -36.7009 -36.8493 -36.8493 -36.9497 -36.9497 -36.9497 -36.9497 -36.9497 -36.9497 -36.9497 -36.9497 -36.9891 -37.0425 -37.0982 -37.0982 -37.0982 -37.147 -37.147 -37.3052 ]
33,[-19.3587 -19.8527 -19.8527 -20.4493 -20.7512 -21.6615 -21.6615 -22.1115 -22.506 -24.2091 -24.9098 -24.9098 -25.0187 -25.0187 -25.8058 -26.2758 -26.909 -27.1615 -28.0794 -28.3231 -28.3231 -29.5857 -29.5857 -29.5857 -30.0229 -31.7712 -31.7712 -31.7712 -31.7712 -31.8775 -32.4362 -33.1529 -33.1529 -33.6719 -33.6719 -33.6719 -34.1352 -34.1352 -34.1352 -34.1352 -34.2291 -34.3492 -34.7845 -34.7845 -34.7845 -34.7845 -34.7845 -34.7845 -34.7845 -34.8035 -34.9155 -34.9155 -35.0022 -35.101 -35.4115 -35.4115 -35.4115 -35.4115 -35.4581 -35.4581 -35.6435 -35.9038 -35.9038 -35.9038 -35.9038 -35.9038 -35.9272 -36.1044 -36.1044 -36.2898 -36.2898 -36.447 -36.447 -36.447 -36.447 -36.5244 -36.5821 -36.5821 -36.6128 -36.6815 -36.6815 -36.7704 -36.7704 -36.7704 -36.8615 -36.8922 -37.1123 -37.2076 -37.2076 -37.3069 -37.3109 -37.3456 -37.4102 -37.4102 -37.4676 -37.4676 -37.4676 -37.5205 -37.5244 -37.5244 ]
34,[-19.6334 -19.6334 -19.7207 -20.0682 -21.0073 -21.5233 -21.5233 -22.2568 -23.2501 -24.1661 -24.1661 -24.9495 -25.9967 -25.9967 -26.6451 -27.1855 -28.0644 -28.6562 -28.7069 -28.9586 -28.9699 -29.4125 -29.7156 -30.105 -30.9682 -31.2327 -31.2327 -31.2332 -32.2738 -32.2738 -32.2738 -32.2738 -32.2738 -32.2738 -32.482 -32.4854 -32.4854 -32.4854 -32.726 -32.726 -32.726 -32.913 -32.913 -33.1291 -33.2178 -33.3179 -33.3179 -33.3179 -33.434 -33.5046 -33.8094 -33.8094 -33.8094 -33.9359 -33.9359 -34.1162 -34.1162 -34.2418 -34.2418 -34.2418 -34.3778 -34.5485 -34.6065 -34.6065 -34.8125 -34.8125 -34.8125 -34.8125 -35.0324 -35.0324 -35.0324 -35.0324 -35.0324 -35.0324 -35.0691 -35.0691 -35.1104 -35.1104 -35.1104 -35.1104 -35.2679 -35.2679 -35.5895 -35.5895 -35.5895 -35.7884 -35.7884 -35.7884 -35.7884 -35.8297 -35.9231 -35.9231 -35.9231 -35.9231 -35.9231 -35.9231 -35.9231 -35.9367 -35.9367 -36.0517 ]
35,[-20.0689 -20.0689 -20.8683 -20.8683 -20.891 -21.3245 -23.2665 -23.3016 -23.8973 -24.9436 -24.9436 -25.0002 -27.3442 -27.3442 -27.3442 -27.3442 -27.5029 -27.8658 -28.1256 -28.2288 -28.5029 -29.058 -29.058 -29.5183 -30.1557 -30.1557 -30.1557 -30.1557 -30.4116 -30.4116 -30.8128 -30.8128 -31.0807 -31.0807 -31.5156 -31.5156 -31.6248 -31.7164 -31.7928 -32.3338 -32.3338 -32.3338 -32.8248 -32.8248 -32.8248 -32.8248 -32.8248 -32.8248 -32.8248 -32.8248 -32.9332 -32.9332 -33.6516 -33.6516 -33.6516 -33.6516 -33.6516 -33.6516 -33.6516 -33.8104 -34.2747 -34.4219 -34.4219 -34.4219 -34.4219 -34.4219 -34.4219 -34.5899 -34.698 -34.8077 -34.8195 -35.1293 -35.3471 -35.3471 -35.7239 -35.7239 -35.7239 -35.7239 -35.7239 -35.7239 -35.741 -35.741 -35.7501 -35.7501 -35.8085 -35.8085 -35.8085 -35.8085 -35.8085 -35.8085 -35.9752 -35.9752 -35.9752 -35.9752 -35.9752 -35.9752 -35.9752 -35.9752 -35.9752 -36.0009 ]
36,[-19.4779 -19.4779 -20.3046 -20.6838 -21.8716 -21.9475 -22.2318 -23.9028 -23.9028 -23.9028 -24.1172 -25.0897 -25.4062 -25.9889 -26.9285 -27.3471 -27.3471 -28.1777 -28.7332 -29.049 -29.6136 -29.6512 -30.1332 -30.2063 -30.9288 -31.0709 -32.0025 -32.0025 -32.0025 -32.0025 -32.1898 -32.5975 -33.1992 -33.365 -33.5155 -33.6168 -34.1813 -34.2749 -34.2749 -34.5268 -34.5268 -34.5268 -34.8502 -34.9862 -34.9862 -34.9862 -34.9862 -34.9862 -35.0427 -35.0427 -35.2172 -35.2172 -35.2878 -35.4992 -35.4992 -35.4992 -35.5938 -35.6606 -35.6606 -35.6606 -36.0251 -36.0251 -36.0776 -36.2282 -36.3479 -36.3479 -36.4989 -36.4989 -36.7467 -36.7467 -37.0207 -37.0207 -37.0207 -37.2405 -37.3326 -37.3326 -37.4269 -37.4929 -37.4929 -37.6722 -37.6722 -37.6722 -37.7306 -37.958 -37.958 -37.958 -37.958 -37.958 -37.958 -38.102 -38.102 -38.1348 -38.1348 -38.1348 -38.2433 -38.2433 -38.2433 -38.3993 -38.3993 -38.3993 ]
37,[-20.2618 -20.86 -20.86 -20.86 -22.3228 -22.3228 -22.3228 -22.9231 -22.9892 -23.7339 -25.1119 -25.3699 -25.5391 -25.7462 -26.6632 -27.5512 -27.5512 -27.7589 -28.5121 -29.514 -29.514 -29.9469 -30.2813 -30.7401 -30.7401 -31.0078 -31.0078 -31.0318 -31.2203 -31.2203 -31.3671 -31.5513 -32.1521 -32.2245 -32.2245 -32.8781 -32.8781 -32.8781 -32.8781 -33.3904 -33.3904 -33.3904 -33.6322 -33.6322 -33.6424 -33.8504 -33.8504 -33.8504 -33.873 -33.9511 -33.9511 -33.9511 -34.0526 -34.2619 -34.3626 -34.3626 -34.3626 -34.3626 -34.5808 -34.5808 -34.6463 -34.8889 -34.9151 -34.9151 -35.2584 -35.2584 -35.2584 -35.3244 -35.4181 -35.4896 -35.4896 -35.5535 -35.5535 -35.5535 -35.6718 -35.7133 -35.7133 -35.8012 -35.847 -35.847 -35.961 -35.961 -35.9635 -36.0676 -36.0908 -36.0908 -36.0908 -36.0908 -36.1703 -36.2635 -36.3701 -36.3701 -36.3701 -36.3701 -36.3701 -36.4744 -36.4744 -36.5625 -36.5625 -36.5625 ]
38,[-19.6895 -19.6895 -20.4444 -21.3996 -21.3996 -22.6405 -22.8335 -24.0733 -24.3417 -24.3924 -24.8999 -24.8999 -25.2901 -26.7338 -26.9433 -26.9433 -28.0037 -28.0037 -28.3074 -29.2918 -29.2918 -29.2918 -30.114 -31.0926 -31.0926 -31.0926 -32.0153 -32.0153 -32.0153 -32.1007 -32.6496 -32.6496 -33.4443 -33.4443 -33.4443 -33.4443 -33.5722 -34.2678 -34.4868 -34.9554 -34.9554 -34.9554 -34.9621 -35.1962 -35.1962 -35.1962 -35.8461 -36.1128 -36.1128 -36.1128 -36.1941 -36.1941 -36.1941 -36.1941 -36.1941 -36.3978 -36.6614 -36.8381 -36.8381 -36.8381 -36.8381 -36.8381 -36.8609 -37.159 -37.159 -37.2505 -37.2505 -37.5713 -37.7357 -37.7357 -37.7941 -38.0566 -38.0779 -38.0779 -38.1754 -38.1754 -38.1754 -38.2338 -38.2338 -38.2766 -38.3202 -38.3202 -38.5642 -38.5642 -38.5642 -38.6341 -38.6341 -38.6341 -38.7337 -38.7337 -38.8441 -38.8441 -38.9772 -38.9772 -38.9772 -38.9772 -39.0021 -39.0021 -39.0674 -39.0877 ]
39,[-19.889 -20.2216 -21.5671 -21.5671 -21.5671 -21.5671 -23.3585 -23.3585 -23.4921 -23.695 -24.2098 -24.2098 -24.2098 -25.1251 -25.4227 -25.4227 -26.4162 -26.7537 -26.7537 -27.2383 -27.5011 -27.7709 -28.5274 -28.984 -29.4344 -29.4344 -29.593 -29.7944 -30.8512 -31.0169 -31.0169 -31.2484 -31.2484 -31.6279 -31.6279 -31.8821 -32.1901 -32.1901 -33.1752 -33.1752 -33.1752 -33.2637 -33.2682 -33.2682 -33.9789 -33.9789 -34.3575 -34.3575 -34.3575 -34.372 -35.0417 -35.0417 -35.0417 -35.1312 -35.7144 -35.7717 -35.9504 -35.9504 -35.9929 -35.9929 -35.9929 -35.9929 -36.0626 -36.2003 -36.2003 -36.2003 -36.2746 -36.2746 -36.2746 -36.3171 -36.4239 -36.4496 -36.6078 -36.7016 -36.7533 -36.7533 -36.9313 -36.9313 -36.9313 -37.0489 -37.2324 -37.3271 -37.3886 -37.3886 -37.4435 -37.5636 -37.6854 -37.6854 -37.6854 -37.6854 -37.8587 -38.0349 -38.0349 -38.0678 -38.0678 -38.0678 -38.0678 -38.1565 -38.3486 -38.4845 ]
40,[-20.0258 -20.1301 -20.4978 -21.1836 -22.3728 -22.3728 -22.3728 -22.3728 -23.2369 -23.6927 -23.6927 -25.9798 -25.9798 -25.9798 -26.6107 -26.8796 -27.5944 -28.2205 -28.2205 -28.2205 -29.3278 -29.3278 -29.7057 -30.1569 -30.3289 -30.7213 -30.7213 -30.7213 -30.897 -31.1606 -31.5318 -31.5318 -31.7386 -31.8631 -31.8631 -31.9887 -31.9887 -32.269 -32.3922 -32.3922 -32.3922 -32.8057 -32.8057 -33.1256 -33.1256 -33.3544 -33.5825 -34.2349 -34.5211 -34.7851 -35.2344 -35.2344 -35.2344 -35.3046 -35.3046 -35.3046 -35.3298 -35.6626 -35.6626 -35.6626 -35.6633 -35.6633 -36.026 -36.0655 -36.1667 -36.1667 -36.1667 -36.1667 -36.3547 -36.6833 -36.6833 -36.6833 -36.6833 -36.7277 -36.9971 -36.9971 -37.0039 -37.0039 -37.1861 -37.1861 -37.289 -37.289 -37.391 -37.391 -37.4781 -37.5801 -37.5801 -37.664 -37.664 -37.6917 -37.7332 -37.7332 -37.7332 -37.7848 -37.8124 -37.8539 -37.8854 -37.8854 -37.8854 -37.9093 ]
41,[-22.8935 -22.8935 -22.8935 -22.8935 -22.8935 -22.8935 -22.8935 -23.3136 -24.1117 -24.7874 -24.9361 -26.8233 -26.8233 -27.9039 -27.9039 -27.9039 -28.076 -28.4855 -28.8266 -29.811 -29.857 -30.9217 -30.9217 -30.9217 -30.9495 -31.1751 -31.3462 -31.921 -32.662 -32.8859 -32.9286 -33.5844 -33.594 -33.7301 -34.1239 -34.5905 -34.6015 -34.6015 -34.6015 -34.6015 -35.3278 -35.3955 -35.3955 -35.3955 -35.3955 -35.6903 -35.6903 -35.6903 -35.7581 -36.0599 -36.0599 -36.0599 -36.3188 -36.3188 -36.3188 -36.3188 -36.3899 -36.439 -36.439 -36.439 -36.439 -36.5752 -36.5752 -36.5752 -36.6108 -36.6121 -36.6121 -36.6121 -36.819 -36.819 -36.819 -36.8211 -36.8211 -36.8824 -37.0818 -37.0818 -37.0818 -37.2012 -37.2076 -37.2076 -37.2076 -37.2076 -37.2076 -37.6808 -37.6808 -37.6808 -37.6808 -37.6808 -37.7136 -37.7199 -37.7329 -37.7329 -38.0299 -38.0299 -38.0299 -38.0429 -38.0429 -38.1355 -38.1355 -38.2568 ]
42,[-18.8312 -19.4661 -22.6563 -22.6563 -23.1098 -23.1098 -23.1098 -23.2883 -25.4576 -25.4576 -25.4576 -25.4576 -26.7899 -26.7899 -26.7899 -26.9633 -27.5451 -27.6588 -27.9128 -29.1095 -29.1095 -29.1095 -29.1095 -30.072 -30.072 -30.1732 -30.5747 -31.0053 -31.8895 -31.8895 -31.8895 -32.426 -32.426 -32.426 -32.426 -32.6527 -32.6527 -32.7074 -32.7281 -32.8627 -33.0251 -33.0251 -33.0251 -33.2012 -33.3435 -33.3435 -33.3435 -33.7295 -33.7295 -33.7295 -33.8447 -33.9795 -34.0022 -34.1043 -34.1043 -34.1043 -34.2523 -34.3008 -34.3008 -34.3758 -34.4161 -34.5736 -34.5736 -34.5736 -34.8129 -34.8934 -34.9405 -34.9405 -35.1322 -35.1322 -35.452 -35.452 -35.4951 -35.6913 -35.7289 -35.7289 -36.1391 -36.2096 -36.3805 -36.3805 -36.3805 -36.3805 -36.6198 -36.6198 -36.6198 -36.6198 -36.6198 -36.8181 -36.8181 -36.8181 -37.0101 -37.0101 -37.0101 -37.0101 -37.0101 -37.0101 -37.0395 -37.0395 -37.1352 -37.1352 ]
43,[-20.5074 -20.5074 -20.5074 -20.5074 -23.3443 -23.3443 -23.3443 -23.4636 -23.5354 -23.9069 -24.2457 -25.4357 -25.5777 -25.9235 -26.4277 -26.5822 -26.6192 -26.9837 -27.7775 -28.5942 -29.663 -29.663 -30.2228 -30.2228 -30.2228 -31.4421 -31.4421 -31.8684 -31.8684 -31.9714 -32.1307 -32.1307 -32.2099 -32.7791 -33.5185 -33.5185 -33.5185 -33.5185 -33.5185 -33.5185 -33.5185 -33.5185 -33.5185 -33.5185 -33.6162 -33.6162 -33.8005 -33.8005 -33.8211 -33.8211 -33.9721 -33.9721 -34.1953 -34.2126 -34.5816 -34.6301 -35.0269 -35.0352 -35.1021 -35.4218 -35.4634 -35.4641 -35.5057 -35.5354 -35.8131 -35.8131 -35.8131 -35.9382 -35.9382 -35.9822 -36.377 -36.377 -36.3967 -36.468 -36.8629 -36.8629 -36.8629 -36.8629 -36.9757 -37.064 -37.064 -37.064 -37.064 -37.0877 -37.0877 -37.4253 -37.4253 -37.4253 -37.5373 -37.5742 -37.5742 -37.776 -37.776 -37.776 -37.7989 -37.7989 -37.7989 -37.9071 -37.9248 -37.9478 ]
