Time(ms)
126
128
140
129
132
126
126
125
147
134
125
122
123
125
122
122
124
124
124
125
126
127
132
150
144
137
126
127
127
124
122
122
124
122
123
124
124
124
126
124
127
128
126
125
131
135
179
141
138
158
