Time(ms)
119
128
120
120
121
128
124
123
127
126
125
120
122
122
125
146
135
119
118
119
122
120
121
120
122
122
122
127
138
131
119
144
118
118
118
122
123
122
122
120
118
141
119
119
121
122
122
122
121
123
