Run#,f best
21,[-0.720631 -0.720695 -0.881319 -1.27254 -1.27254 -1.39114 -1.44575 -1.61971 -1.95911 -2.02886 -2.02886 -2.65608 -3.3659 -3.76705 -3.95395 -3.95395 -4.11912 -4.50492 -4.57002 -4.69893 -5.17971 -5.17971 -5.17971 -5.17971 -5.49306 -5.96577 -6.05355 -6.41879 -6.41879 -6.41879 -6.58021 -6.58554 -6.58554 -6.88137 -6.88137 -6.88137 -6.88137 -7.02744 -7.30338 -7.43466 -7.59716 -7.59716 -7.59716 -7.59716 -7.59716 -7.61337 -7.61337 -8.5078 -8.5078 -8.5078 -8.5078 -8.5078 -8.5078 -8.5078 -8.5078 -8.55184 -8.66997 -8.66997 -8.66997 -8.72868 -8.72868 -8.72868 -8.72868 -8.90209 -9.05736 -9.05736 -9.05926 -9.18285 -9.18285 -9.18285 -9.26958 -9.36489 -9.59362 -9.59362 -9.67383 -9.67383 -9.67383 -10.2932 -10.2932 -10.5642 -10.5642 -10.5642 -10.5642 -10.5642 -11.1452 -11.1452 -11.3 -11.4382 -11.5148 -11.5148 -11.7251 -11.7251 -11.9573 -11.9573 -11.9573 -11.9573 -12.0061 -12.0061 -12.0061 -12.0061 ]
22,[-1.0293 -1.0293 -1.76019 -1.76019 -1.76019 -1.87707 -2.19144 -2.61623 -2.61623 -2.82847 -2.82847 -3.88257 -3.88257 -4.25456 -4.31877 -4.31877 -4.42693 -4.47605 -5.67734 -5.67734 -5.67734 -5.67734 -5.67734 -6.14524 -6.14524 -6.95905 -6.95905 -6.95905 -7.00963 -7.00963 -7.00963 -7.00963 -7.00963 -7.3239 -7.3239 -7.37448 -7.37448 -7.57077 -7.57077 -7.57077 -7.57077 -7.57077 -7.57077 -7.57077 -7.57077 -7.57077 -7.60467 -7.60467 -7.60467 -7.69242 -7.69242 -7.69242 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.74457 -7.7535 -7.7535 -7.7535 -7.93932 -7.97018 -7.98479 -7.98479 -7.98479 -7.98479 -7.98479 -8.00208 -8.00723 -8.00723 -8.14532 -8.14532 -8.14532 -8.14532 -8.14532 -8.14532 -8.14532 -8.14532 -8.14532 -8.17276 -8.17434 -8.19163 -8.19163 -8.19163 ]
23,[-1.44511 -1.44511 -1.44511 -1.44511 -1.44511 -1.73218 -1.9754 -1.9754 -2.15306 -2.15306 -3.35131 -4.00518 -4.00518 -4.40875 -4.40875 -4.55424 -4.55424 -4.93314 -5.9751 -5.99933 -5.99933 -6.23245 -6.23245 -6.23245 -6.79576 -6.79576 -6.79576 -6.80404 -7.7618 -7.7618 -7.7618 -7.7618 -7.81388 -8.40589 -8.40589 -8.42161 -8.42161 -8.80376 -9.18974 -9.21809 -9.42548 -9.42548 -9.57839 -9.72373 -9.77053 -9.77053 -9.77053 -9.77053 -10.1014 -10.1014 -10.1014 -11.1311 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.1595 -11.5902 -11.6775 -11.7711 -12.1178 -12.1178 -12.2724 -12.2724 -12.2724 -12.2724 -12.2724 -12.2724 -12.2724 -12.2724 -12.5416 -12.5416 -12.5416 -12.7138 -12.7138 -12.803 -12.803 -12.8554 -12.8554 -12.8554 -13.1188 -13.1188 -13.1188 -13.1452 -13.1507 -13.1507 -13.1992 -13.1992 ]
24,[-1.57509 -1.57509 -1.57546 -1.57546 -2.26463 -2.26463 -2.32443 -2.52194 -2.9967 -3.17489 -3.24644 -3.24647 -3.58439 -3.66616 -3.87309 -3.97864 -4.19361 -4.67603 -4.67603 -4.93596 -4.93596 -5.72064 -5.74548 -5.74548 -5.78146 -5.94155 -5.99255 -6.15895 -6.22334 -6.45587 -6.45729 -6.70995 -6.70995 -7.62814 -8.05735 -8.05735 -8.05735 -8.05735 -8.23472 -8.26252 -8.43887 -8.87944 -8.87944 -8.87944 -9.0947 -9.0947 -9.27003 -9.27003 -9.54578 -9.54578 -9.83879 -9.83879 -9.83879 -10.0411 -10.1201 -10.5137 -10.5137 -11.0162 -11.0162 -11.0162 -11.1455 -11.3443 -11.6479 -11.6479 -11.6718 -11.6718 -11.9814 -11.9814 -12.0357 -12.0357 -12.0357 -12.0357 -12.0357 -12.2536 -12.2775 -12.2775 -12.29 -12.3563 -12.3563 -12.3802 -12.5968 -12.5968 -12.5968 -12.6093 -12.8318 -12.8318 -12.8318 -13.0484 -13.0484 -13.0484 -13.0919 -13.0919 -13.2609 -13.2681 -13.4722 -13.4722 -13.4722 -13.7115 -13.7115 -13.7115 ]
25,[0.199072 -0.900175 -0.900175 -0.900175 -1.01325 -1.08987 -1.33344 -1.79553 -2.51848 -2.51848 -2.51848 -2.52111 -2.52111 -2.52111 -2.62863 -3.74413 -3.74413 -3.80265 -3.80265 -3.80265 -4.20421 -4.20421 -4.20421 -4.27503 -4.64196 -4.9334 -5.42829 -6.13288 -6.13288 -6.13288 -6.13288 -7.01112 -7.61517 -7.61517 -8.57509 -8.57509 -8.57509 -8.57509 -8.73201 -8.73201 -9.13303 -9.13303 -9.13303 -9.13303 -9.1562 -9.1562 -9.1562 -9.1562 -9.1562 -9.88163 -9.88163 -9.88163 -9.88163 -9.88163 -10.8197 -10.8197 -10.8197 -10.8197 -10.8197 -11.4539 -11.4539 -11.5718 -11.5718 -11.5718 -11.5718 -11.5718 -11.5718 -11.7161 -11.7161 -11.7161 -11.7161 -11.7161 -11.7643 -11.7643 -11.7643 -11.7643 -11.7643 -11.7643 -11.802 -11.802 -11.8078 -11.8267 -11.8267 -11.8267 -11.8267 -11.8267 -11.8267 -11.8267 -11.8267 -11.8267 -11.8752 -11.8752 -11.8752 -11.8752 -11.8752 -11.8752 -11.8752 -11.8752 -11.8752 -11.8752 ]
26,[-0.710184 -0.710184 -1.20796 -1.41637 -1.41637 -1.41637 -1.92749 -2.00184 -2.19982 -2.76024 -3.34839 -4.03773 -4.03773 -4.08256 -4.37712 -4.37712 -4.37712 -4.77191 -4.77191 -5.31672 -5.31672 -5.51438 -5.51438 -5.52369 -5.91942 -5.91942 -6.63726 -6.63726 -6.63726 -6.63741 -6.63741 -6.63741 -6.84934 -6.84934 -7.00961 -7.7155 -7.7155 -7.7155 -7.7155 -7.85576 -7.85576 -7.85576 -7.85576 -7.85576 -7.85576 -8.08089 -9.30245 -9.31198 -9.31198 -9.31198 -9.31198 -9.31198 -9.31198 -9.31198 -9.31198 -9.43837 -9.43837 -9.67215 -9.95369 -9.95369 -9.95369 -9.95369 -9.95369 -9.95369 -9.97434 -9.97434 -10.1848 -10.2054 -10.2054 -10.2054 -10.4028 -10.5565 -10.7833 -10.7833 -11.3038 -11.3038 -11.3038 -11.4934 -11.4934 -11.4934 -11.4934 -11.4934 -11.4934 -11.4934 -11.4934 -11.4934 -11.4934 -11.6088 -11.6088 -11.6088 -11.6088 -11.6088 -11.6088 -11.6393 -11.6393 -11.6393 -11.6393 -11.6681 -12.3651 -12.3651 ]
27,[-1.00568 -1.00568 -1.34122 -1.34122 -1.41712 -2.24014 -2.24014 -2.59304 -3.02649 -3.18843 -3.44631 -3.44631 -3.86234 -4.43204 -4.43204 -4.6864 -5.31373 -5.55524 -5.55524 -5.6819 -6.51376 -6.62266 -7.15145 -7.15145 -7.15145 -8.01876 -8.01876 -8.01876 -8.6675 -9.74655 -9.74655 -9.74655 -10.0346 -10.0626 -10.0626 -10.5017 -10.5017 -10.5017 -10.5017 -10.5017 -11.3013 -11.3013 -11.3013 -11.3013 -11.7732 -11.8975 -11.9369 -12.0245 -12.0245 -12.0245 -12.0245 -12.0245 -12.1051 -12.1051 -12.1051 -12.1604 -12.1604 -12.264 -12.264 -12.2655 -12.2655 -12.2754 -12.3349 -12.3349 -12.3349 -12.3349 -12.4144 -12.4144 -12.4144 -12.4144 -12.4144 -12.4144 -12.4144 -12.4147 -12.4162 -12.4162 -12.4162 -12.4162 -12.4162 -12.4162 -12.4413 -12.4413 -12.4413 -12.4413 -12.5887 -12.6109 -12.6109 -12.6109 -12.6109 -12.6109 -12.6109 -12.6109 -12.6109 -12.6109 -12.6109 -12.7555 -12.7555 -12.7555 -12.7555 -12.7953 ]
28,[-1.32792 -1.32792 -1.46487 -1.46487 -1.46487 -2.10367 -2.34341 -2.34341 -2.66823 -3.26259 -3.34921 -4.03885 -4.09938 -4.09938 -4.47452 -5.69649 -5.73028 -5.73028 -5.75229 -5.75229 -6.02473 -6.39405 -6.55667 -6.55667 -7.63039 -7.84679 -8.65274 -8.77735 -8.77735 -9.21072 -9.54551 -9.54551 -9.65786 -9.75569 -9.75569 -9.75569 -10.2814 -10.2814 -10.8995 -10.8995 -10.989 -10.989 -11.3767 -11.3767 -11.3946 -11.3946 -11.3946 -11.3946 -11.3946 -11.3946 -11.3946 -11.3946 -11.3946 -11.5396 -11.5396 -12.2644 -12.2644 -12.3147 -12.3147 -12.3588 -12.3588 -12.5457 -12.5457 -12.5457 -12.5457 -12.6402 -12.6402 -12.6402 -12.6402 -12.6402 -12.6708 -12.6708 -12.8857 -12.8857 -12.8857 -12.8857 -12.8857 -12.8857 -12.8857 -12.8857 -12.8857 -12.9981 -13.0434 -13.0434 -13.1303 -13.1303 -13.1303 -13.2107 -13.2107 -13.2107 -13.2107 -13.2107 -13.2107 -13.3343 -13.3343 -13.3343 -13.3343 -13.3343 -13.3343 -13.3343 ]
29,[-1.03152 -1.46265 -1.46265 -1.46265 -2.08324 -2.08324 -2.5153 -2.78593 -3.48087 -4.01978 -4.18968 -5.4093 -5.4093 -5.4093 -6.2738 -6.2738 -6.9121 -6.9121 -7.5916 -7.63578 -7.63578 -8.61922 -8.90627 -8.97515 -8.97515 -9.08776 -9.44902 -10.2318 -10.2596 -10.2596 -10.6847 -11.5084 -11.5084 -11.5084 -11.5084 -11.5084 -12.2022 -12.2022 -12.2588 -12.4656 -12.6031 -12.6031 -12.7062 -12.8437 -12.8437 -12.8437 -13.0459 -13.0459 -13.0459 -13.1494 -13.1494 -13.1494 -13.1494 -13.1494 -13.1494 -13.1494 -13.1494 -13.1494 -13.1494 -13.5371 -13.6129 -13.6129 -13.7032 -13.8137 -13.8137 -13.8137 -13.8137 -14.0932 -14.169 -14.169 -14.3697 -14.3697 -14.3697 -14.4093 -14.512 -14.512 -14.512 -14.512 -14.512 -14.512 -14.5326 -14.5326 -14.5326 -14.6749 -14.6749 -14.6749 -14.6749 -14.6749 -15.2356 -15.2356 -15.2356 -15.2405 -15.2405 -15.2405 -15.2405 -15.2405 -15.2405 -15.2686 -15.2686 -15.2686 ]
30,[-1.71076 -1.71076 -1.71076 -1.71076 -1.84888 -2.00127 -2.71903 -3.65614 -3.65614 -3.7168 -4.09151 -4.09151 -4.65539 -4.65539 -4.65539 -5.32269 -5.32269 -5.63393 -5.63393 -6.15731 -6.15731 -6.15731 -6.15731 -6.15731 -6.15731 -6.15731 -7.02888 -7.02888 -7.02888 -7.02888 -7.47883 -7.47883 -7.47883 -7.47883 -7.47883 -8.00323 -8.00323 -8.00323 -8.32784 -8.32784 -8.61686 -8.61686 -8.61686 -8.96476 -9.69253 -9.69253 -9.70276 -9.70276 -9.92845 -9.92845 -10.1316 -10.1316 -10.1701 -10.1701 -10.1701 -10.1701 -10.193 -10.193 -10.1944 -10.2126 -10.2126 -10.2315 -10.6887 -10.6887 -10.6887 -10.6887 -10.6887 -10.6887 -10.6887 -10.7885 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8021 -11.8329 -12.0893 -12.0893 -12.0893 -12.0893 -12.0896 -12.0905 -12.0905 -12.0905 -12.0905 ]
31,[-0.976657 -1.1758 -1.1758 -1.29404 -1.62709 -1.62709 -1.77504 -2.46721 -3.07875 -3.14474 -3.28127 -4.03546 -4.20204 -4.37147 -4.71356 -5.70019 -5.70019 -5.70019 -5.76456 -5.84936 -5.84936 -6.69232 -6.8576 -7.24349 -7.24349 -7.24349 -7.39761 -7.39761 -7.90985 -8.14385 -8.46126 -8.61559 -8.88011 -8.88011 -8.88011 -8.88011 -8.88011 -8.88011 -9.05804 -9.15327 -9.16408 -10.1269 -10.1269 -10.1269 -10.1269 -10.7787 -10.7787 -10.7791 -12.0721 -12.0721 -12.0721 -12.0721 -12.0721 -12.2185 -12.2185 -12.2185 -12.2185 -12.2185 -12.2185 -12.2813 -12.2828 -12.2828 -12.2828 -12.2828 -12.2828 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 -12.2941 ]
32,[-0.169295 -0.629962 -0.951172 -1.66424 -1.66424 -1.66424 -1.78407 -1.78407 -2.09661 -2.32156 -3.28329 -3.28329 -4.11007 -4.11007 -4.11007 -4.27434 -4.27434 -4.56708 -5.17302 -5.17302 -5.62864 -5.8608 -5.8608 -6.41831 -6.41831 -6.67353 -6.67353 -6.67353 -6.69031 -6.69031 -6.71482 -6.71482 -6.71482 -7.4382 -7.4382 -7.4382 -7.4382 -7.4382 -7.54718 -7.54718 -7.54718 -7.54718 -7.54718 -7.54718 -7.7348 -7.7348 -8.19012 -8.38551 -8.38551 -8.38551 -8.38551 -8.65074 -8.65074 -8.65074 -8.65074 -8.65074 -8.65074 -8.67096 -8.67096 -8.67096 -8.67096 -8.67096 -8.67096 -8.67096 -8.67096 -9.13222 -9.13222 -9.13222 -9.13222 -9.13222 -9.51952 -9.52835 -9.52835 -9.52835 -9.52835 -9.52835 -9.52835 -9.64506 -9.64506 -9.64506 -9.64506 -9.64506 -9.64506 -9.64506 -9.64506 -9.64506 -9.76035 -9.76035 -9.80032 -9.80032 -9.80416 -9.80416 -9.86028 -9.86986 -9.86986 -9.87243 -9.87243 -9.87243 -9.87243 -9.87243 ]
33,[-1.10374 -1.10374 -1.10374 -1.10374 -1.58496 -1.65649 -1.98386 -2.44816 -2.44816 -3.22278 -3.22278 -3.72373 -3.72373 -3.83975 -3.83975 -3.83975 -3.99842 -3.99842 -5.38455 -5.70946 -5.70946 -5.70946 -6.40365 -6.40365 -6.65226 -7.17678 -7.79696 -8.18651 -8.37496 -8.37496 -8.37496 -8.41665 -8.93628 -8.98209 -9.0931 -9.0931 -9.23594 -9.23594 -9.23594 -9.43466 -9.75625 -9.75625 -10.0578 -10.0578 -10.2151 -10.2151 -10.3221 -10.3221 -10.3975 -10.741 -10.741 -10.741 -10.741 -10.8472 -11.0256 -11.0256 -11.0256 -11.2377 -11.2377 -11.2377 -11.2377 -11.2377 -11.4867 -11.7935 -11.7935 -11.7935 -11.7935 -11.7935 -11.8924 -11.8924 -11.8924 -11.8924 -12.0461 -12.0461 -12.0461 -12.0461 -12.0461 -12.1367 -12.1714 -12.1714 -12.1714 -12.1714 -12.1741 -12.1741 -12.2371 -12.2371 -12.2574 -12.2574 -12.3491 -12.3491 -12.3491 -12.3491 -12.3491 -12.3491 -12.3491 -12.3491 -12.3491 -12.3491 -12.3491 -12.3491 ]
34,[-0.751919 -0.751919 -1.00333 -1.22269 -1.68409 -1.92896 -2.41434 -2.75284 -3.3031 -3.3031 -3.3031 -3.77423 -4.27717 -4.44128 -5.51795 -5.97707 -6.32177 -6.83843 -6.83843 -6.83843 -6.83843 -6.97938 -6.97938 -7.39962 -7.39962 -7.39962 -7.39962 -7.39962 -7.39962 -7.42898 -7.43971 -7.43971 -7.79125 -7.91277 -7.91277 -7.91277 -7.91277 -7.9732 -7.9732 -8.29938 -8.29938 -8.29938 -8.29938 -8.54785 -8.54785 -8.54785 -8.61641 -8.61641 -8.62307 -8.65353 -8.65353 -8.65353 -8.65353 -8.65353 -8.7579 -8.7579 -8.7579 -8.94858 -9.39028 -9.39028 -9.39028 -9.39028 -9.39028 -9.39028 -9.67757 -9.67757 -9.72229 -9.72229 -9.73167 -9.73167 -9.73167 -9.73275 -9.77147 -9.78411 -9.78411 -9.78411 -9.78411 -9.91176 -10.0334 -10.0334 -10.0334 -10.0334 -10.0472 -10.0881 -10.0881 -10.0881 -10.0881 -10.1064 -10.1064 -10.1268 -10.1268 -10.1268 -10.1815 -10.1815 -10.1815 -10.1815 -10.1815 -10.6016 -10.6016 -10.6016 ]
35,[-0.861597 -0.934986 -1.30532 -1.30532 -1.30532 -1.61713 -1.87171 -2.69254 -2.69254 -2.69254 -2.89185 -2.97438 -3.26493 -4.22804 -4.35354 -4.35354 -4.94306 -5.12452 -5.3825 -5.78198 -5.78198 -6.28212 -6.47104 -6.75354 -7.08697 -7.38348 -7.97519 -7.97519 -7.97519 -8.28808 -8.28808 -8.52357 -8.52357 -8.64736 -8.76215 -9.33724 -9.33724 -9.37324 -9.38809 -9.82874 -9.82874 -9.86485 -9.86485 -10.0844 -10.1083 -10.2026 -10.4991 -10.4991 -10.4991 -10.4991 -10.4991 -10.5519 -10.5638 -10.5638 -10.5638 -10.5638 -10.5638 -10.784 -10.784 -10.784 -10.784 -10.784 -10.784 -10.9816 -10.9816 -10.9816 -11.0463 -11.0463 -11.0463 -11.1734 -11.1734 -11.1734 -11.1734 -11.1734 -11.1734 -11.1797 -11.1797 -11.1797 -11.2601 -11.2601 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.4986 -11.5271 ]
36,[-0.272785 -0.779289 -0.825434 -0.905747 -1.67824 -1.67824 -1.67824 -1.67824 -2.75572 -2.75572 -2.77919 -3.12144 -3.12144 -3.25681 -4.00862 -4.00862 -4.00862 -4.77895 -4.77895 -4.77895 -4.77895 -5.39677 -5.39677 -5.87183 -6.04869 -6.80382 -6.80382 -6.80382 -6.80382 -7.28399 -7.28399 -7.33056 -7.33056 -7.4067 -7.4239 -7.4239 -7.4239 -7.4239 -7.47644 -7.48697 -7.48697 -7.48697 -7.48697 -7.71968 -7.71968 -7.74477 -7.74477 -7.75531 -7.7702 -8.58758 -8.58758 -8.58758 -9.05801 -9.05801 -9.05801 -9.05801 -9.05801 -9.05801 -9.18993 -9.18993 -9.37538 -9.37538 -9.37538 -9.51553 -9.51553 -9.51553 -9.51553 -9.51553 -9.51553 -9.51553 -10.1284 -10.4561 -10.4561 -10.4561 -10.4561 -10.4561 -10.4561 -10.4561 -10.7439 -10.7439 -10.9396 -10.9396 -10.9396 -10.9396 -10.9396 -11.2774 -11.2774 -11.2774 -11.2774 -11.2774 -11.2774 -11.2774 -11.4991 -11.5163 -11.5163 -11.5163 -11.7347 -11.7347 -11.7347 -11.9232 ]
37,[-1.27008 -1.27008 -1.27008 -1.27008 -1.55643 -1.57312 -1.72342 -2.45511 -2.72722 -2.72722 -2.93483 -3.19251 -3.51553 -3.56941 -4.7203 -5.68231 -5.68231 -5.68231 -5.68231 -5.81911 -6.20855 -6.21393 -6.53416 -7.07077 -7.07077 -7.07077 -7.24569 -7.38089 -7.52927 -7.69019 -7.77267 -7.77267 -7.87141 -7.87418 -7.87418 -7.87418 -7.92778 -8.08653 -8.18463 -8.18463 -8.18565 -8.24939 -8.25325 -8.25325 -8.26837 -8.26837 -8.26837 -8.92197 -8.92197 -8.92197 -8.92197 -8.92197 -8.92197 -8.92197 -8.92197 -8.92197 -8.99935 -8.99935 -8.99935 -9.12307 -9.2319 -9.27082 -9.44644 -9.72956 -9.86992 -9.91458 -9.91458 -9.91458 -9.91458 -9.91458 -9.91458 -9.91458 -9.92053 -9.92053 -9.92053 -9.92053 -9.92053 -9.92053 -9.92053 -9.92053 -9.92053 -10.1703 -10.1703 -10.1703 -10.1703 -10.1703 -10.1703 -10.1703 -10.1703 -10.1703 -10.1703 -10.7132 -10.7132 -10.7132 -10.7132 -10.7132 -10.7603 -10.7603 -10.7603 -10.7603 ]
38,[-1.77918 -1.77918 -1.77918 -1.77918 -1.77918 -1.99641 -1.99641 -1.99641 -2.59251 -2.99099 -3.56041 -3.56041 -3.56041 -3.56041 -4.18224 -4.18224 -4.80476 -4.80476 -4.80476 -5.64738 -5.64738 -5.90029 -6.02036 -6.41381 -6.53937 -6.53937 -7.06157 -7.06157 -7.06157 -7.06157 -7.06424 -7.97126 -7.97126 -7.9733 -7.9733 -7.97409 -7.97409 -8.09866 -8.09866 -8.09866 -8.27229 -8.27229 -8.31241 -8.39986 -8.39986 -8.39986 -8.40085 -8.40085 -8.63659 -8.63659 -9.02701 -9.02701 -9.02701 -9.02701 -9.04893 -9.04893 -9.1247 -9.52188 -9.52188 -9.6433 -9.83131 -9.83131 -9.83131 -9.86603 -10.3798 -10.3798 -10.3798 -10.3798 -10.3798 -10.3798 -10.3851 -10.4725 -10.4748 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6207 -10.6826 -10.6826 -10.6826 -10.6826 -10.7963 -10.7963 -10.7963 -10.7963 -10.8192 ]
39,[-1.02628 -1.02628 -1.02628 -1.02628 -1.18529 -1.81717 -1.81717 -2.07881 -2.21421 -2.21421 -2.52409 -2.74878 -2.87095 -3.17745 -3.38482 -4.1039 -4.44372 -4.63981 -4.89114 -5.14253 -5.14253 -5.57146 -5.93198 -6.2648 -6.2648 -6.3459 -7.01433 -7.01433 -7.03471 -7.18832 -7.24886 -7.60792 -7.91738 -8.06491 -8.06491 -8.56721 -8.56721 -8.62193 -9.08977 -9.08977 -9.08977 -9.08977 -9.08977 -9.08977 -9.08977 -9.08977 -9.08977 -9.08977 -9.08977 -9.09825 -9.12968 -9.12968 -9.13811 -9.13811 -9.35975 -9.35975 -9.35975 -9.38688 -9.83545 -9.83545 -9.83545 -9.83545 -9.83545 -9.9929 -9.9929 -10.3517 -10.3952 -10.4511 -10.465 -10.465 -10.4833 -10.4833 -10.4833 -10.6089 -10.6089 -10.6089 -10.7175 -10.7175 -10.7175 -10.7175 -10.7175 -10.7175 -10.7175 -10.724 -10.724 -10.7322 -10.8253 -10.8253 -10.8253 -10.835 -10.8414 -10.8414 -10.8414 -10.8414 -10.8414 -10.8414 -10.8414 -10.8929 -10.8929 -10.8929 ]
40,[-0.120894 -0.89243 -1.02401 -1.39603 -1.50839 -1.55864 -1.55864 -1.55864 -2.28313 -2.28313 -2.70367 -2.92697 -3.21251 -3.41381 -3.41381 -3.64907 -3.92879 -3.92879 -4.36373 -5.10394 -5.10394 -5.10394 -5.6244 -5.85887 -5.88243 -5.91562 -6.34862 -6.37741 -6.45301 -6.45301 -6.46382 -6.7268 -6.73705 -6.75155 -6.80339 -6.80339 -6.83845 -7.41214 -7.41214 -7.41604 -7.78676 -7.82184 -7.84575 -7.84575 -7.84575 -7.84575 -7.93014 -8.49415 -8.49415 -8.49415 -8.49415 -8.49415 -8.63753 -8.75498 -8.75498 -8.89558 -8.9022 -8.9022 -8.95692 -8.95692 -8.95692 -8.95692 -8.95692 -9.10414 -9.10414 -9.10414 -9.11217 -9.11217 -9.11217 -9.11217 -9.12822 -9.12832 -9.12832 -9.12832 -9.13625 -9.13625 -9.13625 -9.13636 -9.13678 -9.13678 -9.13692 -9.13936 -9.13947 -9.13947 -9.13947 -9.20524 -9.20524 -9.20524 -9.20591 -9.20591 -9.2077 -9.20835 -9.20835 -9.20902 -9.20902 -9.20902 -9.20902 -9.20902 -9.20902 -9.20902 ]
41,[-0.755324 -0.755324 -0.755324 -1.23485 -1.39371 -1.51977 -1.51977 -1.51977 -2.04408 -2.11473 -2.78635 -2.78635 -3.61415 -3.61415 -3.61415 -3.61415 -4.04974 -4.04974 -4.04974 -4.04974 -4.29266 -4.29266 -4.30812 -4.30812 -4.36541 -4.36543 -5.01042 -5.01042 -6.57739 -6.57739 -6.57739 -6.57739 -6.57739 -6.57739 -6.6188 -6.8469 -6.8469 -6.8469 -6.8469 -6.8469 -6.8469 -6.8469 -6.8469 -7.32213 -7.32213 -7.32213 -7.40264 -7.40264 -7.40264 -7.80108 -7.80108 -7.80108 -7.80108 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.61912 -8.77663 -8.77663 -8.77663 -8.77663 -8.77663 -8.87926 -9.04078 -9.04078 -9.04078 -9.04078 -9.04078 -9.04078 -9.04078 -9.52814 -9.52814 -9.52814 -9.52814 -9.52814 ]
42,[-0.853541 -0.853541 -0.853541 -1.43529 -1.43529 -1.43529 -1.80132 -1.80132 -2.09874 -2.3389 -2.6892 -2.6892 -3.13638 -3.34918 -3.36906 -3.95923 -4.05923 -4.55082 -4.55082 -5.48711 -5.48711 -5.55287 -5.75231 -6.09864 -6.41006 -6.80802 -7.19263 -7.28501 -7.51638 -7.51638 -7.91463 -8.26234 -8.26234 -8.26234 -8.76171 -8.80111 -9.00362 -9.00362 -9.07388 -9.52637 -9.52637 -9.83853 -9.84235 -9.84235 -10.0213 -10.1167 -10.2569 -10.2759 -10.2759 -10.2759 -10.2759 -10.4549 -10.5219 -10.906 -11.1694 -11.1694 -11.1694 -11.1694 -11.171 -11.2064 -11.2064 -11.2064 -11.2064 -11.2064 -11.2064 -11.2064 -11.2064 -11.2064 -11.3011 -11.3011 -11.3051 -11.3051 -11.3051 -11.3901 -11.3901 -11.4928 -11.5202 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.5952 -11.6056 -11.6056 -11.6056 -11.7157 -12.2732 -12.2732 -12.2732 -12.2732 -12.2732 -12.2732 ]
43,[-0.979191 -0.979191 -0.979191 -0.979191 -1.82024 -1.82024 -2.20019 -2.20069 -2.38856 -2.80484 -3.06962 -3.59938 -4.22404 -4.35144 -4.5139 -5.21805 -5.21805 -5.55896 -5.55896 -5.95314 -5.95314 -6.247 -6.55484 -6.55484 -6.55484 -6.55484 -6.95991 -7.13948 -7.70949 -7.70949 -7.70949 -7.70949 -7.70949 -7.70949 -7.70949 -7.70949 -8.15719 -8.46044 -8.46044 -9.2212 -9.22361 -9.49249 -9.49249 -9.49249 -9.59247 -9.81262 -9.81262 -9.81923 -9.81923 -9.81923 -9.81923 -9.81923 -9.81923 -10.4495 -10.4495 -10.4495 -10.5358 -10.5358 -10.6243 -10.841 -10.841 -10.841 -10.841 -10.841 -10.9802 -10.9802 -11.1876 -11.1876 -11.1876 -11.1876 -11.1876 -11.1876 -11.1876 -11.488 -11.488 -11.6188 -11.6188 -11.6188 -11.6188 -12.0206 -12.0206 -12.0206 -12.0206 -12.0206 -12.0206 -12.0344 -12.0344 -12.0676 -12.0676 -12.0676 -12.0676 -12.0814 -12.142 -12.142 -12.142 -12.142 -12.1719 -12.1719 -12.2648 -12.3182 ]
