Time(ms)
213
210
212
208
210
217
219
216
209
210
208
211
209
208
210
207
211
209
213
219
216
211
209
211
209
209
209
212
210
209
212
212
209
210
208
211
208
209
210
209
211
209
210
208
209
209
208
209
208
210
