-6.93156,-7.42308,-8.01346,-8.01346,-10.2513,-10.2513,-10.2513,-10.2513,-11.3134,-11.3134,-11.8541,-12.1619,-12.965,-14.1223,-15.4721,-15.4721,-15.4768,-15.9853,-16.2615,-17.4869,-17.4869,-17.4869,-18.0406,-18.0406,-18.3395,-18.6842,-18.9308,-19.4502,-19.6741,-19.6741,-20.0332,-20.505,-20.505,-20.758,-21.5438,-21.5438,-21.5438,-21.5438,-21.8159,-22.0376,-22.0376,-22.0845,-22.2674,-22.7685,-22.7738,-22.7738,-23.0602,-23.0602,-23.0602,-23.0602,-23.505,-23.6337,-23.7511,-23.7913,-23.92,-24.0464,-24.0464,-24.1752,-24.1752,-24.1752,-24.1752,-24.1752,-24.3055,-24.3055,-24.3055,-24.3055,-24.3055,-24.3055,-24.3852,-24.432,-24.432,-24.432,-24.5338,-24.6121,-24.6121,-24.6602,-24.713,-24.7453,-24.8252,-24.8252,-24.8404,-24.9707,-24.9707,-24.9707,-24.9707,-24.9707,-24.9707,-25.0216,-25.0275,-25.0504,-25.0504,-25.1412,-25.1412,-25.1867,-25.209,-25.209,-25.209,-25.2664,-25.3032,-25.3032,
-6.89472,-7.33674,-8.68819,-8.68819,-9.01933,-9.65396,-10.0087,-10.1888,-10.7851,-11.2294,-11.4081,-12.3031,-13.5603,-13.8981,-14.3956,-14.4928,-14.4928,-15.2314,-15.9995,-15.9995,-17.4507,-17.5126,-17.5236,-18.047,-18.5635,-18.5635,-19.6263,-19.6263,-20.205,-20.2667,-20.4797,-21.2734,-21.2734,-21.3724,-21.7954,-21.7954,-22.4071,-22.7583,-23.3588,-23.3588,-23.5277,-23.5277,-23.5277,-23.5795,-23.6908,-23.7637,-23.94,-23.9642,-23.9642,-24.013,-24.2104,-24.2104,-24.2104,-24.2104,-24.2104,-24.3105,-24.3105,-24.484,-24.484,-24.5628,-24.5809,-24.5809,-24.7081,-24.7081,-24.7081,-24.7323,-24.8582,-24.885,-24.9788,-25.1991,-25.1991,-25.2905,-25.2905,-25.2905,-25.3068,-25.3319,-25.3319,-25.4776,-25.5348,-25.5348,-25.5348,-25.559,-25.6357,-25.6357,-25.6357,-25.6357,-25.6366,-25.6595,-25.702,-25.702,-25.702,-25.7717,-25.8193,-25.8197,-25.8445,-25.8871,-25.9599,-25.9795,-26.0292,-26.0764,
-6.73984,-6.73984,-6.92632,-7.55189,-8.6441,-9.73328,-9.73328,-9.73328,-10.1706,-11.1858,-11.1904,-12.8522,-12.8522,-12.8522,-13.6606,-14.2501,-14.567,-14.567,-14.5854,-15.5183,-15.7702,-15.9888,-16.1449,-17.6268,-17.9653,-17.987,-18.0485,-18.0485,-18.2753,-18.8677,-19.1053,-19.1053,-19.4644,-20.1037,-20.1037,-20.1037,-20.6256,-20.8692,-20.8788,-21.5752,-21.5752,-21.5752,-22.0182,-22.0182,-22.1915,-22.3337,-22.3337,-22.5793,-22.5793,-22.5793,-22.659,-22.7969,-22.7969,-22.7969,-22.8255,-22.9732,-22.9732,-22.9732,-22.9732,-23.1252,-23.1519,-23.1519,-23.1871,-23.308,-23.3483,-23.3817,-23.3817,-23.3994,-23.5307,-23.5307,-23.539,-23.5773,-23.7189,-23.7189,-23.7189,-23.7747,-23.7747,-23.8393,-23.8485,-23.9442,-23.9442,-23.9442,-24.0491,-24.0748,-24.0748,-24.2082,-24.2082,-24.2082,-24.2339,-24.2339,-24.2339,-24.2339,-24.2415,-24.3729,-24.3729,-24.3729,-24.3729,-24.3738,-24.3738,-24.377,
-8.57101,-8.57101,-8.57101,-8.57101,-9.39343,-9.96971,-10.568,-10.568,-11.4852,-12.3011,-12.3011,-12.6867,-14.0662,-14.9528,-16.0643,-17.0462,-17.0462,-17.0462,-17.3108,-17.3108,-17.3946,-18.0316,-18.9308,-19.003,-19.1319,-19.3521,-19.4798,-19.9655,-20.1091,-20.4585,-20.5606,-20.8809,-20.8809,-21.1602,-21.1602,-21.4086,-21.4086,-21.6926,-21.9433,-22.02,-22.9567,-22.9567,-22.9567,-22.9567,-23.0089,-23.1022,-23.1022,-23.4691,-23.4691,-23.649,-23.649,-24.0225,-24.0225,-24.0225,-24.1152,-24.1152,-24.1152,-24.1649,-24.2813,-24.2952,-24.4193,-24.4193,-24.4574,-24.4574,-24.6037,-24.6037,-24.7278,-24.7278,-24.7655,-24.9885,-24.9885,-24.9885,-25.1729,-25.3109,-25.3109,-25.349,-25.3712,-25.3712,-25.3712,-25.4773,-25.4773,-25.4773,-25.5018,-25.5428,-25.5428,-25.5428,-25.5947,-25.5947,-25.6528,-25.6528,-25.6637,-25.6819,-25.6819,-25.695,-25.7089,-25.7469,-25.7469,-25.835,-25.835,-25.835,
-7.20748,-7.27529,-8.16683,-8.95259,-9.53027,-9.88293,-9.90856,-10.4722,-10.8293,-11.0902,-11.6916,-12.2765,-13.3556,-13.5435,-13.735,-14.315,-14.5982,-14.9997,-15.2914,-15.8447,-16.22,-16.5085,-16.6768,-17.3431,-17.7968,-18.3413,-18.7441,-19.277,-19.4405,-20.2933,-20.2933,-21.1478,-21.1478,-21.1478,-21.7292,-22.0289,-22.0289,-22.604,-22.604,-22.604,-22.604,-22.6801,-22.8652,-23.3483,-23.6837,-23.6837,-23.6837,-23.8244,-23.9881,-24.1091,-24.1621,-24.1621,-24.3821,-24.3821,-24.3821,-24.3821,-24.3821,-24.4935,-24.6129,-24.6823,-24.7787,-24.8149,-24.8149,-24.8149,-24.8441,-25.0026,-25.0026,-25.0495,-25.0495,-25.1386,-25.1386,-25.1803,-25.1803,-25.2153,-25.2153,-25.3164,-25.3164,-25.348,-25.5292,-25.5292,-25.5312,-25.5327,-25.6729,-25.6729,-25.6744,-25.7318,-25.7318,-25.7318,-25.7318,-25.733,-25.733,-25.733,-25.7518,-25.7526,-25.7526,-25.7526,-25.8181,-25.8181,-25.8181,-25.8181,
-7.37042,-7.37042,-7.90499,-8.70215,-9.10659,-9.63796,-11.1455,-11.3551,-11.7399,-12.4683,-12.826,-13.5595,-13.8085,-14.866,-15.0589,-15.2414,-15.804,-15.9557,-16.6668,-16.8686,-17.4892,-18.3105,-18.3105,-18.3105,-19.0919,-20.2438,-20.2438,-20.2438,-20.3979,-21.0327,-21.3169,-22.024,-22.024,-22.3188,-23.28,-23.28,-23.28,-23.28,-23.5331,-23.5331,-23.8514,-24.2687,-24.2687,-24.3741,-24.7943,-24.7943,-24.7943,-25.049,-25.2902,-25.2902,-25.3985,-25.4545,-25.8052,-26.0466,-26.1356,-26.1798,-26.4708,-26.4772,-26.4772,-26.6036,-26.7336,-26.7336,-26.7336,-26.7336,-26.7433,-26.8308,-26.8308,-26.8706,-26.9202,-26.9608,-26.9936,-26.9936,-26.9936,-27.0318,-27.0766,-27.1537,-27.1776,-27.1849,-27.2648,-27.2794,-27.4482,-27.4482,-27.4662,-27.4662,-27.4865,-27.5047,-27.5251,-27.5251,-27.5251,-27.5315,-27.5315,-27.5403,-27.5403,-27.5515,-27.5518,-27.5518,-27.5767,-27.5767,-27.578,-27.578,
-6.88734,-6.88734,-7.76264,-9.17516,-9.17516,-9.59283,-10.1695,-10.532,-11.5614,-12.8305,-12.8305,-12.8305,-12.8305,-13.9413,-14.1223,-14.1223,-14.6508,-14.8121,-15.2581,-16.1304,-16.4957,-16.5326,-16.648,-17.7346,-17.8624,-18.0133,-18.5814,-18.6255,-18.9491,-19.0418,-19.3805,-20.0687,-20.0687,-20.342,-20.342,-20.693,-20.8249,-21.1663,-21.625,-21.7411,-22.5777,-22.6494,-22.6494,-22.6494,-22.6494,-22.9141,-23.04,-23.1632,-23.324,-23.3335,-23.4135,-24.0395,-24.0918,-24.0918,-24.0918,-24.4084,-24.8337,-24.8337,-24.9789,-25.051,-25.0756,-25.2042,-25.2042,-25.2144,-25.2506,-25.4263,-25.5897,-25.7757,-25.7757,-25.8119,-25.8119,-25.8897,-25.8897,-25.8897,-25.8897,-25.8897,-25.9701,-26.0184,-26.0563,-26.1507,-26.1868,-26.1868,-26.1868,-26.3001,-26.3001,-26.3206,-26.324,-26.3263,-26.4273,-26.4273,-26.4373,-26.4395,-26.4635,-26.5126,-26.5126,-26.5767,-26.6129,-26.6521,-26.6819,-26.718,
-7.40601,-9.04709,-9.04709,-9.04709,-9.04709,-9.04709,-10.5349,-10.5349,-11.0372,-11.0372,-11.5339,-12.568,-13.4489,-13.4489,-13.7133,-14.273,-15.0049,-15.2887,-15.8609,-16.3741,-16.3741,-17.5391,-17.6094,-17.9993,-18.9422,-18.9422,-18.9422,-19.4044,-19.6129,-20.1929,-20.6055,-20.6055,-20.6055,-21.0559,-21.5231,-21.5853,-21.6001,-22.011,-22.1189,-22.1189,-22.4675,-22.5508,-22.5508,-22.8986,-23.2108,-23.2108,-23.4548,-23.5909,-23.5909,-23.8916,-23.8916,-23.8916,-23.9672,-24.0126,-24.0126,-24.1118,-24.1118,-24.1118,-24.192,-24.198,-24.4341,-24.532,-24.7172,-24.7172,-24.727,-24.7443,-24.7443,-24.8572,-24.9085,-24.9703,-24.9801,-24.9801,-25.1414,-25.1617,-25.1617,-25.283,-25.3592,-25.3592,-25.3592,-25.3675,-25.3731,-25.6713,-25.6713,-25.6823,-25.6823,-25.7898,-25.7898,-25.8024,-26.0428,-26.0428,-26.0428,-26.151,-26.1891,-26.2897,-26.2897,-26.2995,-26.2995,-26.2995,-26.3675,-26.3675,
-7.38328,-7.38328,-7.50356,-8.36825,-8.52907,-9.75353,-9.75353,-10.5209,-11.171,-11.171,-11.5934,-12.2653,-12.9588,-13.5096,-13.5096,-14.5429,-15.5383,-16.6482,-16.6482,-16.7036,-17.3005,-17.3165,-18.3838,-18.8224,-18.8224,-19.217,-19.353,-19.9021,-20.0791,-20.5094,-20.8358,-21.2014,-21.2367,-21.4076,-22.1429,-22.1429,-22.2783,-22.7347,-22.7842,-23.5093,-23.5093,-24.3081,-24.3081,-24.3081,-24.8372,-24.8372,-25.7304,-25.7304,-25.8283,-25.8283,-25.8445,-25.9133,-25.9558,-25.9558,-26.2732,-26.3028,-26.3028,-26.3028,-26.6589,-26.6723,-26.704,-26.9042,-26.9042,-26.9042,-26.9042,-26.9042,-26.9042,-26.9042,-26.9042,-26.9042,-26.953,-26.953,-27.1148,-27.1148,-27.1148,-27.1148,-27.1148,-27.1148,-27.123,-27.123,-27.1532,-27.1532,-27.1718,-27.1718,-27.1718,-27.1758,-27.3405,-27.3405,-27.3405,-27.3444,-27.3444,-27.4002,-27.4002,-27.4002,-27.4021,-27.4021,-27.4021,-27.4422,-27.4637,-27.4637,
-6.80989,-6.94026,-6.96143,-8.34679,-8.78958,-10.5846,-10.5846,-10.5846,-11.6854,-12.4806,-12.5089,-12.9956,-13.7925,-13.8808,-14.7061,-15.5414,-15.6313,-15.7216,-16.1645,-16.9538,-17.0233,-17.0812,-17.2238,-18.3548,-18.3548,-18.7848,-18.7848,-19.1226,-19.4789,-19.8021,-19.8021,-20.2882,-21.2041,-21.2041,-21.2802,-21.6492,-22.1369,-22.2791,-22.2791,-22.4834,-23.0071,-23.0071,-23.0776,-23.1908,-23.2031,-23.245,-23.5691,-23.5691,-23.5691,-23.7124,-23.7124,-24.1422,-24.1422,-24.2776,-24.2776,-24.3913,-24.4454,-24.4656,-24.6795,-24.6807,-24.6807,-24.7474,-24.7474,-24.7474,-24.7474,-24.7474,-24.7997,-24.7997,-24.895,-24.895,-24.9414,-24.9414,-25.0438,-25.0438,-25.115,-25.115,-25.115,-25.2378,-25.2665,-25.2665,-25.3644,-25.5029,-25.5029,-25.5657,-25.7156,-25.9471,-25.9471,-25.9471,-25.9888,-25.9888,-26.0001,-26.0573,-26.0573,-26.0573,-26.0977,-26.1451,-26.2626,-26.2725,-26.2725,-26.2876,
