Run#,f best
11,[517.431 517.431 517.431 517.431 500.265 500.265 487.038 487.038 479.552 458.565 441.779 428.314 425.661 410.894 410.894 390.534 390.534 381.156 369.411 361.802 341.99 333.953 333.953 333.953 318.328 314.897 309.309 286.04 273.075 256.284 256.284 255.835 245.336 241.242 229.288 226.275 219.316 211.762 211.762 210.041 206.385 206.385 205.198 200.391 196.3 196.3 192.473 192.406 192.406 192.406 190.723 190.723 186.608 186.608 184.457 181.734 180.24 179.817 173.828 173.828 172.027 172.027 168.606 168.606 165.866 163.316 163.068 155.032 155.032 153.691 153.691 153.691 153.691 151.165 145.553 145.553 145.553 145.553 145.553 144.73 144.73 142.344 142.344 141.216 141.216 141.216 140.922 140.922 140.922 139.896 139.896 138.791 137.75 137.75 137.75 137.367 135.046 135.046 133.937 133.744 132.423 132.423 132.423 132.043 130.722 130.722 129.958 129.694 128.638 128.638 128.094 128.094 126.719 126.667 126.667 126.667 125.327 125.327 125.327 124.599 124.599 122.708 122.636 122.636 122.636 122.408 122.24 121.64 121.64 121.64 120.416 120.416 119.923 119.923 119.923 119.923 119.923 119.921 119.921 118.269 118.269 118.269 118.269 118.269 118.267 118.267 118.211 118.211 118.188 117.859 117.859 117.859 117.836 117.836 117.831 117.78 117.78 117.573 117.573 117.573 117.573 117.573 117.493 117.205 116.918 116.918 116.918 116.918 116.918 116.918 116.918 116.918 116.918 116.918 116.918 116.918 116.709 116.709 116.709 116.709 116.709 116.709 116.684 116.575 116.575 116.575 116.575 115.998 115.998 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.763 115.757 115.757 115.757 115.757 115.043 115.043 115.043 115.043 115.043 115.043 115.043 115.043 115.043 115.043 115.043 115.018 115.018 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.824 114.791 114.791 114.791 114.687 114.687 114.687 114.687 114.603 114.603 114.603 114.603 114.603 114.603 114.603 114.603 114.603 114.603 114.603 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 114.595 ]
12,[529 525.92 525.92 522.294 495.808 489.675 489.675 469.147 469.147 464.182 460.858 450.977 419.512 419.512 410.513 401.961 395.175 388.603 365.554 322.513 322.513 322.513 322.513 322.513 322.513 322.513 295.313 295.313 295.313 295.313 282.611 282.611 281.382 280.036 271.138 271.138 271.138 262.545 262.545 253.203 253.203 246.133 241.567 241.567 241.567 232.518 227.777 223.614 223.396 213.176 213.176 210.939 210.939 210.939 210.594 210.514 210.312 209.123 206.908 206.871 205.986 202.569 202.028 198.966 198.966 198.966 198.966 196.344 196.344 196.225 193.267 192.271 191.021 189.784 187.96 187.96 187.96 186.987 183.721 183.721 183.377 183.377 179.391 179.391 178.96 176.181 175.715 175.715 175.715 174.158 173.135 172.218 172.218 172.218 172.218 171.313 171.287 171.287 171.287 171.287 171.287 171.287 170.968 170.968 170.968 170.968 170.751 170.255 170.255 168.804 168.804 168.804 168.804 168.804 168.804 168.804 167.746 167.746 167.746 167.529 167.529 167.529 167.185 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.716 164.406 164.406 164.111 163.596 163.347 163.347 163.347 161.79 161.79 161.229 161.229 161.197 161.197 161.197 161.197 161.197 161.197 161.197 161.029 161.029 161.029 161.029 160.997 160.997 160.997 160.997 160.915 160.883 160.883 160.883 160.879 160.879 160.799 160.799 160.799 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.162 160.139 160.139 160.098 160.098 160.098 160.044 159.901 159.901 159.901 159.901 159.901 159.901 159.861 159.861 159.861 159.797 159.659 159.659 159.621 159.621 159.621 159.621 159.517 159.517 159.517 159.517 159.517 159.431 159.431 159.431 159.431 159.431 159.406 159.406 159.36 159.36 159.36 159.36 159.36 159.36 159.346 159.346 159.346 159.346 159.346 159.295 159.295 159.295 159.295 159.284 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.281 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.256 159.174 159.174 159.174 159.174 159.174 159.174 159.174 159.174 159.174 159.174 159.174 159.174 159.174 159.174 159.174 ]
13,[521.046 521.046 521.046 521.046 514.874 495.763 487.813 475.793 460.606 460.606 460.606 443.718 412.899 412.899 412.899 404.128 398.654 389.672 383.462 379.011 364.4 352.259 352.259 326.552 321.003 309.47 306.893 303.34 303.34 291.859 291.859 280.655 280.655 280.655 263.305 263.305 258.363 254.629 254.629 252.888 246.714 245.091 235.777 234.175 234.175 226.457 226.457 222.972 222.972 222.972 215.21 215.21 213.64 207.46 207.46 202.265 202.265 202.265 199.547 199.547 195.441 194.749 191.975 189.836 189.836 189.836 189.836 189.836 187.611 187.545 187.407 187.407 184.37 184.37 184.37 184.37 184.37 180.958 180.958 180.958 178.293 177.685 177.685 177.463 177.354 175.434 173.564 173.564 173.005 173.005 171.86 171.86 167.62 167.62 167.62 166.488 166.21 166.21 162.789 162.789 162.789 162.789 162.789 161.837 161.352 161.352 161.352 161.352 160.472 160.131 160.131 160.131 159.288 159.288 159.288 158.054 158.054 157.814 157.499 157.499 157.257 157.257 157.257 157.017 156.89 156.89 156.89 156.89 156.284 156.284 156.284 156.092 156.092 155.289 155.289 155.289 155.289 155.289 154.628 154.628 154.628 154.628 154.388 154.388 154.388 153.946 153.707 153.707 153.707 153.635 153.635 153.525 153.525 153.525 153.525 153.525 153.525 153.525 153.525 153.525 153.525 153.484 153.484 153.484 153.374 153.374 153.302 153.302 153.293 153.293 153.234 153.208 153.208 153.137 153.137 153.069 153.069 153.069 153.034 152.998 152.989 152.989 152.989 152.989 152.989 152.989 152.916 152.916 152.916 152.916 152.916 152.916 152.916 152.916 152.916 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.811 152.792 152.792 152.792 152.792 152.73 152.73 152.73 152.615 152.615 152.414 152.414 152.414 152.299 152.236 152.236 152.122 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.111 152.105 152.105 152.105 152.105 152.098 151.891 151.891 151.891 151.891 151.891 151.891 151.885 151.877 151.877 151.877 151.871 151.871 151.871 151.871 151.867 151.867 151.867 151.867 151.836 151.767 151.767 151.767 151.767 151.767 151.767 151.767 ]
14,[537.798 535.736 535.736 529.874 520.683 504.446 501.57 475.486 471.88 435.794 435.794 435.794 435.794 414.969 411.144 388.618 388.618 370.079 363.866 347.414 289.587 289.587 289.587 289.587 280.948 280.948 280.948 271.396 257.065 250.974 250.974 244.354 237.457 237.457 215.307 215.307 214.891 214.891 214.891 212.154 212.154 205.841 205.841 199.248 199.248 199.248 198.367 197.026 195.576 194.874 194.874 192.19 183.596 181.077 181.077 181.077 179.144 179.144 174.862 170.51 170.51 166.946 165.851 164.235 161.557 161.557 160.536 159.281 158.739 153.737 153.737 153.3 152.419 148.589 148.589 148.589 148.589 147.124 146.487 146.249 146.249 145.689 145.605 145.605 145.202 144.808 143.933 143.896 143.896 143.48 143.069 143.069 142.211 142.211 142.211 141.981 139.841 139.841 139.841 139.841 139.841 139.066 139.066 138.376 138.026 138.026 137.956 137.104 136.488 136.488 136.488 135.948 135.436 135.436 135.436 135.436 135.048 135.048 134.817 134.817 134.567 134.567 134.567 134.446 134.215 133.941 133.941 133.795 133.795 133.339 133.153 133.153 132.436 132.29 132.276 132.276 132.276 131.749 131.228 131.228 131.228 131.228 131.203 130.7 130.7 130.7 130.7 130.7 130.7 130.7 130.676 130.676 130.676 130.646 130.646 130.646 130.646 130.646 130.646 130.621 130.621 130.621 130.621 130.621 130.621 130.517 130.517 130.517 130.517 130.517 130.517 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.493 130.273 130.273 130.273 130.273 130.273 130.273 130.273 130.215 130.215 130.215 130.215 130.215 130.215 130.215 130.215 130.215 130.215 130.029 130.029 130.029 130.029 130.029 130.029 130.018 130.018 130.018 130.018 129.987 129.987 129.987 129.987 129.833 129.833 129.802 129.802 129.802 129.802 129.802 129.802 129.802 129.802 129.802 129.802 129.802 129.802 129.802 129.802 129.791 129.791 129.791 129.791 129.791 129.791 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.349 129.323 129.323 129.242 129.242 129.242 129.238 129.238 129.238 129.238 129.188 129.188 129.188 129.188 129.188 129.18 129.18 129.18 129.18 129.147 129.1 ]
15,[523.414 523.414 523.414 515.981 511.292 507.342 498.553 475.941 452.366 452.366 452.366 446.826 442.998 423.664 423.664 399.929 398.349 371.215 371.215 371.215 364.28 334.732 334.732 325.715 325.715 307.652 307.652 307.652 302.528 302.528 291.431 290.385 272.619 262.206 262.206 261.989 261.989 254.515 246.605 244.145 244.145 238.165 233.885 233.885 230.678 222.989 222.989 222.989 215.538 214.437 212.107 208.261 208.261 208.261 203.901 203.901 203.901 203.901 203.547 201.234 200.12 200.12 193.03 189.607 189.607 188.744 188.163 184.575 184.575 183.689 179.363 178.389 178.389 178.389 174.677 173.641 172.139 171.972 167.565 165.371 163.9 163.101 163.101 160.142 159.775 159.775 158.986 157.743 157.743 157.743 156.067 155.316 155.228 154.431 154.343 153.288 153.288 153.288 152.755 152.667 152.3 150.822 149.663 149.663 149.296 149.296 148.696 148.696 148.696 148.696 146.557 146.557 146.557 146.557 146.557 146.389 146.338 145.501 145.501 145.501 145.501 145.501 145.501 144.97 144.743 144.504 143.9 143.9 143.9 143.598 142.805 142.598 142.598 142.527 142.377 141.243 141.243 141.099 141.099 140.587 139.674 138.972 138.972 138.972 138.972 138.972 138.783 138.629 138.629 138.629 137.385 137.385 137.385 137.385 137.385 137.385 137.385 137.385 137.385 137.385 136.88 136.88 136.88 136.442 136.442 136.098 136.098 136.098 136.098 135.73 135.66 135.493 135.493 135.493 135.348 135.175 135.175 135.055 135.055 135.055 135.055 135.055 135.055 134.721 134.721 133.626 133.626 133.626 133.626 133.626 133.626 133.626 133.626 133.626 132.927 132.927 132.927 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.631 132.605 132.605 132.605 132.422 132.422 132.363 132.363 132.363 132.363 132.182 132.182 132.182 132.072 132.064 131.83 131.83 131.83 131.83 131.83 131.83 131.83 131.83 131.822 131.822 131.815 131.815 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.806 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.708 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 131.57 ]
16,[510.555 509.456 509.456 490.499 484.673 479.487 476.934 460.801 460.801 430.109 418.129 401.739 401.739 392.296 389.622 383.073 381.184 371.501 354.922 354.922 354.922 354.066 347.126 342.765 332.383 327.485 315.697 315.697 309.51 301.792 274.51 274.51 274.51 274.51 269.909 264.873 261.748 249.088 236.426 231.468 231.468 231.468 228.419 220.431 220.431 219.591 210.793 210.793 210.793 205.934 205.934 205.934 197.759 197.759 197.759 197.759 191.255 191.255 185.814 185.676 182.82 182.051 178.95 177.34 169.405 169.405 169.405 168.998 165.209 161.836 159.729 152.334 149.647 149.289 149.289 149.289 145.656 145.656 145.656 145.656 144.494 144.494 144.461 144.461 142.397 142.397 142.397 140.536 140.536 140.536 140.536 139.762 138.804 138.471 138.076 137.881 136.406 135.642 134.443 134.443 134.443 132.17 132.17 132.142 130.376 130.338 130.338 130.338 129.122 126.972 126.935 126.677 124.527 124.527 123.393 123.393 123.393 122.101 121.534 121.534 119.656 119.656 119.656 119.561 118.993 118.992 118.992 118.992 118.992 118.992 118.992 118.992 118.981 118.981 118.981 118.888 118.888 118.886 118.886 118.886 118.76 118.76 118.76 118.236 118.236 118.236 118.236 118.236 118.236 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 118.004 117.859 117.859 117.859 117.859 117.859 117.859 117.859 117.859 117.799 117.799 117.799 117.799 117.685 117.685 117.685 117.685 117.604 117.604 117.604 117.604 117.604 117.604 117.604 117.604 117.546 117.546 117.546 117.546 117.546 117.546 117.546 117.546 117.546 117.546 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.539 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.351 117.346 117.346 117.346 117.346 117.346 117.218 117.218 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.158 117.134 117.134 117.134 117.134 117.134 117.134 117.134 117.134 117.134 117.134 117.134 ]
17,[512.998 512.998 503.578 503.578 503.578 498.193 483.597 483.569 483.569 465.32 464.269 444.453 437.222 420.233 420.233 410.248 410.248 390.433 383.768 383.768 374.866 354.567 351.777 340.975 340.975 339.739 327.061 315.113 314.351 314.351 314.351 300.061 289.088 289.088 289.088 280.809 271.905 261.226 260.514 259.037 259.037 250.017 250.017 246.953 246.953 245.782 239.889 236.03 233.356 233.171 233.171 225.314 225.314 225.314 224.611 222.857 222.857 222.857 219.941 219.941 219.639 217.053 216.78 216.746 216.746 214.224 208.494 207.294 207.294 207.294 205.707 204.333 201.335 198.763 197.911 197.911 197.911 193.791 193.791 193.791 192.569 192.569 192.569 192.569 191.402 191.082 191.082 191.082 189.572 189.572 189.572 189.572 188.254 188.225 188.225 185.57 184.384 184.384 184.384 184.197 184.197 182.579 182.579 182.579 182.579 182.579 182.579 181.01 181.01 180.915 180.526 179.506 179.506 179.506 179.506 177.842 177.842 177.73 177.73 175.991 175.991 175.61 175.61 175.61 175.61 175.202 175.202 175.202 175.202 175.202 175.202 175.202 174.697 174.697 174.697 174.697 174.697 174.697 174.4 174.317 174.317 174.289 173.87 173.87 173.538 173.462 173.462 173.462 172.71 172.71 172.71 172.71 172.71 172.71 172.71 172.71 172.704 172.704 172.704 172.51 172.51 172.51 172.51 172.51 172.51 172.51 172.409 172.409 172.409 172.409 172.403 172.403 172.403 172.403 171.827 171.827 171.366 171.366 171.366 171.366 171.366 171.36 171.36 171.36 171.282 171.282 171.064 171.064 171.064 171.064 171.064 171.064 171.063 171.063 171.063 171.063 170.906 170.906 170.906 170.906 170.906 170.748 170.748 170.748 170.748 170.748 170.748 170.531 170.531 170.531 170.531 170.531 170.531 170.531 170.531 170.531 170.531 170.28 170.28 170.26 170.26 170.26 170.26 170.26 170.26 170.26 170.26 170.26 170.246 169.751 169.751 169.751 169.731 169.731 169.731 169.731 169.731 169.651 169.651 169.651 169.651 169.651 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.637 169.505 169.505 169.505 169.505 169.505 169.505 169.489 169.489 169.489 169.489 169.489 169.431 169.431 169.431 169.416 169.416 169.416 169.416 169.416 169.416 169.351 169.3 169.3 169.3 169.3 169.276 169.235 169.162 169.162 169.162 169.162 169.162 169.162 169.139 169.139 169.139 169.139 169.139 169.118 169.118 169.118 169.118 169.118 ]
18,[517.862 517.862 517.862 517.862 512.674 494.23 488.818 483.686 471.023 471.023 461.971 441.793 441.793 440.678 434.986 421.858 421.489 411.9 406.11 392.806 384.682 382.267 351.583 351.583 351.583 342.389 326.064 326.064 320.209 318.359 314.528 305.011 289.944 287.415 287.415 279.938 279.389 275.691 272.234 268.659 268.659 264.756 256.028 251.414 251.414 240.204 240.204 236.794 236.794 236.794 229.316 229.316 227.217 224.688 223.807 223.807 223.807 223.807 219.78 216.329 215.448 214.791 212.105 212.105 212.105 211.224 211.224 211.204 209.96 209.96 207.354 207.354 205.914 205.372 201.687 201.687 201.687 201.687 201.687 201.687 201.687 201.065 201.065 199.218 199.218 199.218 199.218 199.218 199.218 198.747 198.441 198.27 198.27 198.27 198.27 198.05 198.05 198.05 198.05 198.05 198.05 197.483 196.88 196.88 196.88 196.88 196.88 196.706 196.417 196.144 196.144 196.144 195.842 195.842 195.577 195.577 195.239 195.239 195.239 195.239 195.104 195.104 195.104 195.104 194.974 194.974 194.841 194.841 194.841 194.767 194.705 194.705 194.705 194.497 194.497 194.497 194.497 194.497 194.497 194.497 193.859 193.859 193.859 193.859 193.859 193.859 193.859 193.859 193.67 193.67 193.67 193.67 193.67 193.336 193.29 193.032 193.032 193.032 193.032 192.699 192.699 192.44 192.44 192.44 192.44 192.236 192.236 192.236 192.236 192.236 192.236 192.236 192.236 191.899 191.899 191.871 191.871 191.745 191.745 191.745 191.745 191.745 191.745 191.717 191.717 191.717 191.717 191.717 191.717 191.717 191.717 191.606 191.584 191.584 191.584 191.584 191.584 191.584 191.473 191.473 191.473 191.473 191.473 191.473 191.466 191.466 191.466 191.466 191.466 191.466 191.466 191.466 191.466 191.466 191.466 191.46 191.46 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.457 191.425 191.425 191.425 191.425 191.425 191.425 191.425 191.425 191.425 191.425 191.425 191.425 191.425 191.356 191.356 191.347 191.347 191.347 191.347 191.32 191.32 191.32 191.32 191.32 191.32 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 191.225 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 190.912 ]
19,[539.115 515.016 515.016 504.519 504.519 499.429 495.745 464.735 459.558 437.332 436.975 431.145 409.316 401.781 390.387 383.662 381.947 364.314 356.995 356.995 342.427 339.951 334.654 321.68 321.68 316.854 302.634 302.634 290.611 287.587 283.592 269.941 269.941 267.776 258.617 253.001 230.636 230.636 227.656 224.439 224.439 201.244 201.244 201.244 200.239 199.176 194.149 188.336 188.336 188.336 188.336 186.882 184.153 182.156 181.677 177.557 169.496 169.496 169.496 169.496 168.594 168.594 166.481 166.481 162.734 162.042 158.182 157.894 157.818 154.919 154.437 154.248 152.054 150.005 149.844 149.844 146.942 146.865 146.504 144.343 141.195 137.011 136.935 136.807 133.202 132.742 130.42 130.42 130.344 128.376 127.915 126.099 125.147 124.527 124.527 124.527 124.236 124.236 123.916 123.065 121.333 120.996 120.996 118.952 118.952 118.952 118.556 118.556 118.499 117.83 116.757 116.207 116.207 116.207 116.207 114.39 114.39 114.39 114.39 114.39 114.03 114.03 113.795 112.368 112.368 112.368 112.368 112.368 112.368 111.907 111.553 111.553 111.2 111.2 111.2 110.978 110.846 110.739 110.385 110.302 110.271 109.81 109.81 109.81 109.81 109.753 109.744 109.744 109.284 109.284 108.946 108.946 108.946 108.946 108.946 108.946 108.946 108.42 108.42 108.42 108.42 108.42 108.395 108.271 108.271 108.271 108.271 108.271 106.609 106.609 106.609 106.609 106.609 106.609 106.609 106.609 106.609 106.609 106.609 106.118 106.118 106.118 106.118 106.118 105.37 104.952 104.952 104.952 104.684 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.485 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.414 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.309 104.272 104.272 104.239 104.239 104.239 104.224 104.098 104.098 104.098 104.098 104.098 104.098 104.098 104.098 104.098 104.098 104.098 104.098 104.098 104.098 ]
20,[521.897 521.897 521.897 521.897 509.4 507.311 495.303 495.303 465.083 465.083 465.083 442.085 431.193 431.193 411.752 385.75 385.75 372.547 366.336 366.336 347.028 330.714 316.876 316.876 302.745 302.745 292.096 291.003 283.546 268.657 263.411 263.411 261.629 261.629 258.968 252.255 250.143 241.508 241.234 238.543 228.154 228.154 226.286 225.546 225.023 220.126 218.548 215.941 215.941 214.254 210.325 207.396 207.396 201.532 199.562 199.269 199.269 196.271 194.893 194.893 194.079 192.177 188.713 188.713 187.672 186.184 183.765 183.765 182.277 182.277 182.277 182.277 181.599 181.599 180.053 180.053 180.053 177.901 177.901 177.886 177.886 177.661 177.661 177.661 177.48 176.638 176.541 174.475 174.475 174.475 174.475 174.068 174.068 173.376 173.376 173.376 171.306 171.306 171.306 170.899 170.207 170.207 170.207 169.967 169.967 169.769 169.769 169.769 169.665 169.665 169.477 169.477 168.989 168.989 168.791 168.791 168.791 168.791 168.608 168.551 168.551 168.551 168.551 168.551 168.551 168.551 168.551 168.389 168.325 168.325 168.325 168.325 168.159 168.084 168.084 168.084 167.901 167.901 167.901 167.901 167.901 167.824 167.707 167.707 167.707 167.566 167.566 167.566 167.421 167.421 167.421 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.345 167.332 167.332 167.332 167.332 167.332 167.332 167.305 167.293 167.228 167.228 167.228 167.228 167.228 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.188 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.168 167.147 167.147 167.147 167.147 167.147 167.147 167.147 167.147 167.147 167.147 167.147 167.121 167.121 167.121 167.121 167.121 167.121 167.121 167.121 ]
21,[539.171 529.169 523.929 512.755 512.755 504.305 502.903 489.453 457.979 456.878 450.444 445.115 445.115 425.666 412.462 412.462 409.588 386.55 357.989 357.989 357.989 357.989 341.052 320.859 300.201 300.201 290.159 290.159 290.159 290.159 290.159 278.384 275.033 273.201 272.511 264.645 264.626 251.257 251.257 251.257 238.597 238.597 238.597 238.597 235.91 235.855 234.81 230.453 229.819 227.72 226.907 224.579 214.921 214.921 214.921 214.921 213.471 213.471 209.221 208.062 208.062 207.258 204.428 202.179 202.179 202.066 202.066 202.066 201.674 201.604 201.491 196.403 196.403 196.403 196.403 196.403 196.403 196.403 196.403 196.261 195.634 195.194 194.618 192.987 191.364 191.364 189.923 188.254 187.715 187.715 187.715 184.901 184.901 184.901 184.901 183.476 183.457 182.12 182.12 182.12 182.12 180.995 180.995 180.995 179.822 179.822 179.822 179.247 178.623 178.623 178.623 178.623 177.342 176.845 176.845 176.845 176.766 176.766 176.011 175.968 175.968 174.364 174.29 168.17 168.17 161.645 161.645 161.645 161.645 161.645 161.645 161.645 161.645 161.645 161.645 154.016 154.016 154.016 153.5 153.44 153.44 153.249 153.249 152.674 152.674 152.674 152.392 152.392 152.392 151.816 151.816 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.742 151.528 151.528 151.528 151.528 151.528 151.528 151.528 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.307 151.121 151.121 151.121 151.121 151.121 151.121 151.121 151.121 151.121 151.121 151.121 150.986 150.986 150.973 150.924 150.924 150.924 150.787 150.787 150.787 150.787 150.787 150.787 150.787 150.787 150.787 150.787 150.78 150.78 150.78 150.78 150.78 150.78 150.78 150.78 150.78 150.589 150.589 150.589 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.581 150.575 150.575 150.575 150.575 150.517 150.517 150.517 150.517 150.517 150.517 150.517 150.517 150.517 150.517 150.517 150.517 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 150.509 ]
