Run#,Result,Solution
17,3.57263e+08,[-0.0730057 -29.3043 7.4679 2.69895 -3.09675 -3.57875 -2.88795 1.28826 -2.00153 -10.0819 -21.7243 4.37316 -21.8373 -6.35471 -14.8527 -15.7235 -34.5686 -5.02151 -9.60261 3.38895 -1.04934 -0.840953 -24.1586 -20.6103 -20.5833 -2.09514 1.13811 -0.0267893 -17.3877 99.5207 ]
18,1.21365e+09,[-0.0796917 -0.166517 0.198673 -2.08427 0.888417 0.146217 -36.1318 6.21043 -11.3022 -38.8312 -13.0478 -23.7869 5.83149 2.21126 -1.74267 -21.2753 -11.8033 1.61239 -22.7059 6.26059 -1.67162 -10.9756 3.73293 0.859467 -12.1968 -47.0311 7.99892 0.707224 -39.9112 63.5745 ]
19,3.42799e+08,[-3.94234 0.314279 -20.022 -1.95401 -3.86156 -3.96277 -9.729 3.07116 -4.14379 1.18939 -5.33823 -33.1301 6.95828 -24.3913 -18.3794 -24.1723 -2.14343 -0.894975 -1.20068 0.498958 -0.219991 -19.0623 1.75444 -4.83265 -2.94165 -0.999683 -31.9214 -10.4054 -2.36701 -15.1731 ]
20,2.8161e+08,[-21.1257 2.19196 -10.555 -9.92617 -6.20622 -6.0306 2.57113 0.0562603 -17.2085 3.0463 -16.6557 -26.4249 3.0695 1.26516 1.2511 -3.43629 0.600963 -5.97683 2.43044 -2.74735 -8.63969 -9.97395 -6.74107 -4.16917 -5.08694 -37.2174 8.90524 2.54949 -7.84451 56.0612 ]
21,8.84344e+08,[0.0895483 0.0465065 -1.80682 -19.9498 -0.0658951 -23.4106 -14.6832 3.17065 -16.3834 2.24516 -40.2788 -5.36264 -41.0549 -31.9807 -17.7905 1.96886 0.444037 -4.25981 -3.65472 -30.8688 -0.331676 -0.136633 -0.8703 0.0253725 -27.1173 -5.175 -6.07845 1.60017 7.75622 58.9361 ]
22,3.2367e+08,[0.14327 -0.385586 -2.0751 -4.07607 -1.08852 0.638762 0.213821 -5.90108 -6.57331 -24.5396 4.00364 -8.43766 -39.9579 7.86053 0.600557 0.171254 -11.8529 -14.6224 -3.98755 -5.75894 -12.3688 0.151741 -11.8776 -17.2989 2.21306 -0.400505 -18.6465 2.84406 -8.24289 42.8144 ]
23,1.94335e+08,[0.116378 -2.25532 -8.17953 -15.3421 5.24719 1.13987 0.877293 -2.01198 -1.3988 0.766871 -0.735309 -10.712 1.97725 -6.9516 -3.43399 -12.0814 -22.2038 -18.4141 3.94002 -27.4302 6.16152 2.71435 0.556486 -9.77865 1.5024 -20.3021 -4.46368 -28.9864 -7.62116 55.1423 ]
24,6.73034e+08,[-0.476643 -2.78706 0.269032 -4.74641 -24.1984 5.16206 -20.323 3.43713 -18.2225 1.54628 1.08651 0.537742 -0.386134 -19.8403 5.54804 -1.58415 -0.693172 -11.1032 -23.7999 -28.6075 -46.8955 9.63505 2.69561 0.350345 -6.83875 2.68548 -5.29182 0.742881 -15.9855 85.411 ]
25,6.53998e+08,[-2.92723 -3.87088 -8.77241 2.1626 -0.151598 -1.6472 -27.7255 -31.2351 -39.1787 -34.169 -14.1558 3.2144 0.298885 -0.659284 -15.8958 2.6507 -30.7645 7.90304 3.40421 1.6577 0.53864 -0.622972 -11.4697 3.49539 0.753118 0.123763 -2.34123 1.59388 1.35348 2.53167 ]
26,6.74382e+07,[-16.4609 -0.103584 -0.313807 -4.61011 -4.06764 0.537792 -1.60992 -0.436768 -6.07406 0.184279 -0.905541 -7.66494 -14.7295 -18.5202 4.80954 -6.26964 2.39356 -0.896027 -10.6478 -21.13 -0.723877 -8.01766 2.37271 0.327507 -20.4552 -10.6985 -4.13246 2.54772 2.65367 7.00119 ]
27,1.68639e+08,[-1.08314 0.560886 -0.315084 -2.09769 -1.80267 -1.85718 -29.7334 3.04114 -0.880524 -0.55868 -30.3614 6.78547 1.09372 -1.18199 0.265719 -6.67413 1.4372 -5.99334 -2.77744 0.564956 -6.52411 -2.39525 -2.76126 -5.17756 -2.42615 -3.60418 -2.8085 -3.52406 -18.5178 96.9142 ]
28,4.34637e+08,[-3.68627 0.463536 -2.01092 0.295735 -20.117 1.759 -6.84339 -5.58563 -21.8188 5.7754 -0.518695 -27.1134 -29.3339 -4.01103 -35.0241 6.28124 -24.7454 -18.2308 5.79968 2.91317 1.62573 -0.076025 -2.03443 0.0383377 -9.46273 1.51381 -24.0714 -21.8648 -12.945 66.1137 ]
29,2.94162e+08,[-2.19457 -16.6595 -3.56747 -29.0763 4.96286 1.94785 -2.48131 -0.972428 -33.2536 -6.52412 0.429405 -0.989151 -7.80096 3.26194 1.76867 0.33724 -0.341214 -6.28976 -3.99709 0.626313 -14.3908 -10.3583 1.72054 -4.46702 -30.4179 7.38197 -4.15975 0.0135922 -4.89358 22.8561 ]
30,4.89825e+08,[-1.74796 -1.23106 0.873899 0.36747 -0.0643191 -42.4205 8.1409 -11.8152 -5.66763 2.07611 -1.64495 -10.7665 -1.51582 -21.7836 1.13634 -20.7982 3.92989 -6.72547 0.508475 -0.862564 0.66688 0.191393 -27.1257 -26.2309 -19.1717 -4.29049 0.58019 -11.1261 7.39041 48.7054 ]
31,5.09253e+07,[-0.305264 0.241646 0.0143069 -0.541822 -3.22534 -0.28578 -4.80569 -11.4426 -0.309813 -0.159742 -16.3603 -20.6392 5.89757 -2.41412 -1.75003 0.212047 -10.3405 -10.101 -2.22041 -5.26952 1.51559 -4.84536 1.75357 0.0678611 -21.0476 2.11556 -1.16111 -9.94916 7.42026 54.5884 ]
32,3.72801e+08,[-6.18151 0.693669 -32.869 6.94606 -3.15836 -9.01895 -13.3837 3.62969 -5.15968 1.00617 -10.9761 4.08925 2.05232 -0.243622 -16.9378 5.15506 -5.97443 -1.42951 -2.18139 -37.8516 -20.6638 5.56476 -12.1889 -10.3443 2.47129 -4.58324 -17.8779 0.544193 9.98598 99.9913 ]
33,3.24897e+08,[-0.204832 -5.13675 -9.98851 -5.33664 -1.00865 -20.2762 -5.49576 1.42692 -8.82706 1.07823 -18.8465 -29.3428 -0.96563 -0.694687 -26.6309 -0.364296 0.0498948 -2.40022 -9.91686 3.62449 -0.797803 -27.3048 -14.2456 1.85444 -30.6331 -17.5258 -11.1961 3.57131 -2.81841 5.95386 ]
34,4.16938e+08,[-0.522494 -0.950101 -13.8134 -12.0306 -8.21695 -17.5024 -6.5058 2.54029 0.0508957 -0.691211 -0.0391091 -27.254 4.45808 -5.68478 1.46082 -0.218143 -8.93137 -0.812134 -0.155236 -2.7835 0.646922 -36.8523 -32.5474 -1.11774 -14.4291 -21.9746 1.28077 -3.73222 -18.4389 27.4498 ]
35,2.30875e+08,[-8.33017 -8.77251 2.5876 -8.77671 1.18295 -12.1378 3.55925 -0.0504479 0.464125 0.0344152 -26.1689 -7.38954 0.760239 -8.33995 0.641478 -11.5716 4.22919 -3.48224 -8.36593 -4.08754 -20.6601 5.0504 -11.9809 -15.9529 -0.027298 -34.4154 -14.9316 2.59148 -2.33207 6.31341 ]
36,2.37821e+08,[-13.4437 -19.8929 2.20985 -13.288 -1.15015 -28.8927 5.16302 0.200911 -27.1112 -16.9507 -8.91138 2.44091 0.0988865 -11.1339 0.109879 -26.4528 7.16997 1.31415 -20.8481 6.13445 1.71534 -0.601279 0.184142 -12.7409 -7.3387 -5.71991 -17.0901 6.03092 8.769 73.8838 ]
37,4.99188e+08,[-4.00491 0.675879 -2.48505 0.781866 -1.60109 -2.70545 -19.9102 -0.347092 -5.37293 0.887282 -14.513 -10.9309 -15.3965 -4.70032 1.33808 -2.67942 -6.00229 -15.2308 -0.135431 -21.7683 -0.197728 -3.972 -11.7828 -6.99723 -6.79437 0.632608 -34.4182 -39.3973 -24.2518 -54.1724 ]
38,5.26416e+08,[-15.8192 2.62694 -0.441115 -37.267 -7.73542 1.88876 -0.623737 -15.6913 -18.9578 -32.2262 -21.4636 2.47943 0.488432 -3.26978 -1.43537 -0.438362 -9.21011 -30.2648 5.76748 -29.4981 6.03152 -8.36673 -15.9937 -8.38954 -9.0378 2.89224 0.685757 -4.36386 -8.16009 -3.76447 ]
39,3.51186e+08,[0.222398 -12.3968 3.60873 -7.81971 -29.1001 6.72894 -18.6946 -4.45673 0.891129 -0.815769 -0.545135 -38.3797 8.71949 -6.91794 -8.30621 -5.43925 -18.7728 2.59618 0.643554 -0.697085 0.136928 -0.245326 -20.5028 5.91615 1.66283 -0.125713 -20.6238 -4.57329 -1.57276 -4.99719 ]
40,1.56326e+08,[-5.9726 -8.26074 -5.96497 1.31789 -8.02782 -5.3047 2.62268 0.0562872 -21.4119 -5.43507 -0.0882721 -0.53167 -4.81667 -2.50202 -5.84152 -0.663551 -10.5828 -5.00242 0.346112 -33.4835 2.91354 -14.802 -0.309105 -0.638786 -10.6184 3.72853 0.542763 0.183684 -1.24648 -57.7075 ]
41,6.62588e+08,[-11.5887 -9.7413 -6.05467 -0.12038 -45.3587 -21.315 -12.4413 3.85329 -2.35013 -0.0692868 -30.1675 3.15643 -7.71835 -0.0740547 -22.8415 3.39037 -2.2616 -15.7299 -6.76215 1.71783 1.16811 -0.270617 -1.08267 -0.88003 -28.733 2.53455 -20.8698 4.15647 -6.65568 44.748 ]
42,3.03487e+08,[-1.9775 -0.841314 0.0550842 -11.9824 -12.3295 2.2285 0.149382 -20.5936 -1.21319 -6.84715 2.32695 -3.10544 -32.2835 5.89709 -0.493187 -22.3208 4.54921 -26.7387 3.19267 -11.2247 -22.3106 -2.33908 -0.183893 -11.3299 3.09741 -1.95687 -28.8335 4.14226 -2.27551 -5.13694 ]
43,1.07887e+08,[-0.692986 -1.91383 -0.30056 -0.384237 0.424924 -0.258775 -28.306 -11.1639 2.56877 -1.67261 -0.0569903 -13.8157 -4.2005 0.0558987 -0.300422 -10.4921 -5.20392 -0.125473 -2.0691 -0.268599 -24.2088 -3.34045 -1.56327 -6.08377 2.25081 -2.0593 -0.288986 -1.04597 -10.0715 74.7902 ]
44,1.94601e+08,[-0.861297 -0.28717 -0.061757 -4.5256 -10.1088 -2.4172 -13.3341 4.5898 2.49194 1.33325 0.133355 -14.2826 0.317356 -0.0445494 -12.4206 3.51475 -7.26465 -4.95631 1.56752 0.408192 -5.64532 0.970318 -2.0575 -36.7055 5.12738 -12.5768 -1.61036 -6.7676 -5.73634 7.23753 ]
45,6.29902e+07,[-0.625 1.04929 -0.453713 -1.53168 -0.246047 -1.70496 -7.09099 -8.95784 -4.29157 0.601248 -26.7949 -1.87613 -5.30985 2.66471 0.993979 -0.135142 -2.42659 -3.87914 -12.4165 4.35911 0.675513 -11.5227 2.86162 -12.1218 -1.05962 -13.5727 -0.0680771 -0.19416 -0.0270386 -44.3097 ]
46,6.46265e+08,[-28.2831 6.87167 0.883142 -4.58207 -0.405441 -24.1449 6.5468 -0.145538 -2.25095 -14.7326 3.06611 0.270493 -17.6445 5.32574 -0.147647 -0.0265355 -27.6734 4.68488 -17.2257 3.62407 -0.683123 -46.354 9.06789 -6.82273 -4.13249 -17.3276 -4.32204 1.53932 -6.11501 -13.0792 ]
47,4.2702e+08,[-1.17996 -0.215702 -30.5711 -19.1096 5.83533 2.47178 -0.0554193 -29.4745 -12.8175 -6.69617 3.38706 1.13349 -0.785446 -4.26091 -0.0997639 -26.4789 6.91175 -1.15936 -21.5648 -31.8127 4.26338 -2.10047 -21.6938 -3.08432 -10.0103 -19.7919 -16.1269 0.774369 -23.1892 93.2544 ]
48,5.65449e+08,[-3.98548 2.08694 1.4255 0.371292 -4.75724 -6.16127 1.65645 -4.69919 -45.9512 -9.35951 -15.2834 -24.7395 -3.86651 0.488492 -3.63145 -0.464687 -19.2211 -6.62066 -12.3541 -9.17507 -14.9438 2.15568 -25.1953 -11.3495 -12.2342 0.55661 0.34053 -0.0862379 -2.53182 -35.6824 ]
49,2.07328e+08,[-1.99845 -11.0107 2.30262 -15.8162 -2.92548 -8.92993 -19.0934 5.64626 1.03191 -19.4999 0.595371 -33.6268 -12.6357 -2.88157 0.543471 1.19826 -2.13182 -0.983606 0.616982 0.173834 -18.7278 5.26201 -1.16137 -17.6443 -3.93418 -19.8555 5.25672 -3.78474 -10.2516 82.6689 ]
50,6.52149e+08,[0.0525758 -4.91143 -9.91223 0.0618591 -13.4533 -15.5829 5.13119 -1.80553 -3.67848 0.768509 -8.16582 -30.5836 1.52559 -0.237149 0.0998462 -18.8368 -20.5571 4.19975 -28.5481 -42.1736 3.55259 -10.8798 1.54127 -32.5452 3.14616 -12.3117 -4.56414 -20.3444 3.53905 -42.7063 ]
