Run#,f best
1,[648.04 601.879 601.879 585.434 495.283 495.283 493.442 493.347 328.652 328.652 321.902 321.902 321.902 263.463 263.463 263.463 226.86 217.221 185.335 185.335 177.805 168.08 148.317 148.317 112.44 112.44 112.44 112.44 111.124 107.12 101.78 101.78 101.78 101.78 97.797 94.7296 94.7296 94.7296 86.1459 86.1459 86.1459 86.1459 83.607 80.7746 80.7746 80.7746 76.4283 75.058 74.1928 69.8078 68.9122 68.9122 67.5917 62.0256 56.3027 56.3027 56.3027 56.3027 55.2158 51.1062 51.1062 50.9164 50.6573 47.374 44.0626 44.0626 44.0626 44.0626 44.0626 44.0626 43.2054 43.2054 43.2054 43.1386 43.1386 42.6494 42.6494 42.1003 40.3637 39.3017 39.3017 39.3017 39.2585 37.978 37.1041 37.1041 37.1041 37.0609 36.865 35.3712 35.3712 33.3015 33.3015 33.3015 33.3015 32.2819 32.2819 32.2819 31.853 31.3788 31.3788 31.3788 30.657 30.228 29.2084 28.1861 28.1861 28.1861 27.4449 27.4449 27.4449 27.0857 26.3395 26.3395 26.3395 26.3395 26.3395 26.2578 26.2578 25.4759 25.4759 25.4759 24.6191 24.6191 24.2638 23.7123 23.7123 23.6238 23.6238 22.1785 22.1785 22.1785 22.1785 22.1785 22.1785 22.1785 22.1785 22.1785 22.1284 22.1284 22.1284 21.9548 21.9548 21.6932 21.4938 20.5946 20.1328 20.1328 20.0311 19.8635 19.8267 19.2693 19.2693 19.073 19.073 18.784 18.784 18.784 18.784 18.784 18.6994 18.6994 17.2456 17.0891 17.0891 17.0891 17.0891 17.0045 17.0045 16.9874 16.9874 16.6764 16.6764 16.6764 16.6764 16.6764 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.3077 15.2448 15.2448 14.8633 14.2057 13.8933 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.548 13.1917 13.1917 13.1917 13.1917 13.1917 13.1917 13.1917 13.1917 13.1917 13.1917 13.1917 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.8697 12.854 12.854 12.854 12.854 12.854 12.854 12.854 12.8408 12.8408 12.8408 12.532 12.532 12.532 12.532 12.532 12.532 12.5031 12.5031 12.5031 12.5031 12.4799 12.4799 12.4799 12.4799 12.4799 12.4799 12.4799 12.4799 12.4799 12.4587 12.2336 12.2336 12.2336 12.2336 12.2336 12.2336 12.2336 12.2336 12.2336 12.2336 12.2336 12.1434 12.1434 12.1434 ]
2,[629.149 612.527 553.31 535.607 486.622 478.069 453.189 453.189 395.072 383.506 383.506 373.297 354.112 332.16 268.295 244.761 244.761 228.325 217.292 215.094 202.915 193.853 184.894 174.401 169.607 150.501 129.794 129.794 129.794 129.794 121.163 121.163 119.432 119.432 113.731 106.651 93.6692 93.6692 93.6692 93.6692 88.47 84.2024 78.8111 78.8111 68.0048 68.0048 67.3604 66.0381 64.8063 64.8063 62.8506 62.8506 61.5287 61.3421 61.3421 60.7207 58.9033 58.9033 56.9826 56.9826 55.4164 54.2007 51.8055 51.8055 51.8055 51.6167 51.3983 49.9395 49.808 49.6179 49.311 48.0722 47.4142 47.4142 46.765 46.2688 45.5306 44.4842 42.7559 42.7559 42.7559 39.749 39.749 37.7368 36.8102 36.2721 36.0006 36.0006 34.3266 34.3266 34.0573 33.8719 32.8745 32.8745 32.8745 32.7823 32.237 31.4562 29.7481 28.4295 28.4295 28.4295 28.4295 28.4295 28.4295 28.2118 27.4458 27.4245 26.0001 25.466 24.8706 23.7513 22.8093 22.8093 22.8093 22.8093 22.8093 22.8093 22.8093 22.5407 22.5407 21.9453 21.9453 21.932 21.6751 21.3366 21.3366 20.4727 20.4727 20.4727 20.0458 19.1818 19.1818 19.1818 19.1818 19.1818 18.5732 17.7092 17.4178 17.0229 17.0229 17.0229 16.8736 16.8736 16.4275 16.4275 16.4275 16.2136 16.1509 15.784 15.1623 15.1623 14.9565 14.9565 14.9565 14.9565 14.9565 14.9565 14.9565 14.9565 14.9565 14.9452 14.9452 14.6968 14.6968 14.6319 14.6319 14.6143 14.3344 14.3344 14.3344 14.1694 14.1694 14.1694 14.1694 14.1694 14.0548 14.0231 13.878 13.7504 13.6924 13.6924 13.6924 13.6924 13.6924 13.5649 13.5649 13.5649 13.5649 13.5132 13.2802 13.2802 13.2524 13.1249 13.1249 13.1249 12.2211 11.9364 11.9364 11.9364 11.9364 11.9364 11.9364 11.8991 11.8991 11.8991 11.3459 11.3459 11.3459 11.3459 11.3459 11.3459 11.3459 11.1428 10.9501 10.9501 10.7471 10.7471 10.5057 10.5057 10.5057 10.5057 10.3588 10.3588 10.3588 10.3588 10.1174 10.1174 10.1174 10.1174 10.0886 10.0886 9.94134 9.75789 9.73339 9.58187 9.58187 9.54994 9.54994 9.54994 9.54994 9.50358 9.37392 9.37392 9.32756 9.32756 9.11318 9.11318 9.11318 8.93716 8.93716 8.93716 8.92137 8.92137 8.92137 8.92137 8.92137 8.92137 8.92137 8.92137 8.48461 8.48461 8.48461 8.48461 8.48461 8.48461 8.48461 8.46413 8.46413 8.46413 8.37884 8.37884 8.37884 8.37884 8.37884 8.37884 8.37884 8.37884 8.37884 8.37884 8.28999 8.26951 8.26951 8.26951 8.26951 8.20531 8.20531 8.16453 8.16453 8.16453 8.16453 8.16453 8.16453 8.16453 8.16453 8.16453 8.16453 8.16453 8.12124 8.12124 ]
3,[433.22 433.22 433.22 433.22 433.22 433.22 388.448 388.448 388.448 373.975 327.993 313.879 309.279 309.279 279.924 279.924 272.939 253.646 253.646 240.539 240.539 203.38 203.38 184.423 171.92 170.785 170.785 159.229 159.229 159.229 159.077 139.36 135.754 124.373 124.373 115.433 106.878 106.878 100.236 98.2304 98.2304 96.0634 94.5283 91.4529 84.9138 84.7757 84.3493 80.0156 78.6302 78.6302 78.6302 74.691 74.691 74.691 74.6043 66.8685 66.8685 66.8685 66.8685 63.0757 61.8485 61.8485 59.283 56.822 56.822 56.822 54.1441 54.1441 54.1441 54.1441 52.92 52.5865 52.5865 49.0152 49.0152 47.8391 44.874 44.385 44.385 44.385 43.722 43.6093 43.2319 40.5228 37.8492 37.8492 36.527 36.527 36.527 36.527 36.0059 35.364 34.6461 34.6461 34.4482 33.5533 33.5533 33.4511 33.4511 28.9777 28.9777 28.9777 28.9777 28.9777 28.9777 28.9777 28.9777 28.9777 28.9777 28.9213 27.9596 27.9362 27.2871 27.2233 25.7506 25.7506 25.7506 23.4157 23.1729 22.4946 22.4946 21.8379 21.8379 21.7953 21.7953 21.426 21.2433 21.1105 20.9056 19.913 19.913 19.7399 19.031 19.0234 18.2269 17.8435 17.8435 17.7264 17.7264 17.7264 17.7264 17.4995 17.4995 16.999 16.999 16.999 16.9594 16.9594 16.6157 15.125 15.125 15.125 14.6245 14.6245 14.6245 14.0446 14.0446 14.0446 13.8096 13.8096 13.8096 13.8096 13.6925 13.6925 13.4938 13.4938 13.3094 13.2424 13.0074 12.9172 12.7294 12.4955 12.4955 11.2166 11.2166 11.2166 10.4017 10.4017 10.4017 10.4017 10.1677 10.0789 9.66367 9.66367 9.50499 9.27102 9.27102 9.27102 9.27102 9.27102 9.12771 9.12771 9.12771 8.96902 8.96902 8.96902 8.96902 8.89544 8.89544 8.89212 8.89212 8.89212 8.84558 8.81244 8.80912 8.80912 8.73056 8.73056 8.73056 8.73056 8.72724 8.72724 8.64757 8.64757 8.64425 8.64425 8.64425 8.64425 8.59632 8.593 8.593 8.593 8.593 8.593 8.593 8.593 8.593 8.593 8.593 8.593 8.593 8.593 8.593 7.99392 7.99392 7.99392 7.99392 7.68623 7.68623 7.68623 7.68623 7.45458 7.45458 7.45458 7.45458 7.45458 7.45458 7.08259 7.08259 7.02727 6.95158 6.95158 6.95158 6.95158 6.95158 6.95158 6.95158 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.86957 6.79752 6.79752 6.73401 6.73401 6.73401 6.73401 6.73401 6.73401 6.73401 6.63983 6.63983 6.63983 6.63983 6.63447 6.63447 6.63447 ]
4,[481.32 481.32 481.32 481.32 481.32 481.32 479.583 435.305 435.305 374.154 350.25 350.25 346.575 294.715 294.715 287.565 281.441 245.195 239.269 232.126 232.126 203.859 203.859 193.442 189.983 183.033 183.033 145.358 145.358 145.358 145.358 125.668 125.668 123.424 123.378 114.614 109.334 105.499 95.9695 88.2831 88.2831 88.2831 86.0906 80.7938 76.4071 76.4071 76.4071 73.7626 70.3327 70.3327 69.639 69.4688 69.2908 64.4341 60.6753 60.6753 56.5852 54.5723 54.5723 54.5723 53.085 53.085 51.6068 51.6068 50.824 47.969 47.969 47.969 47.4762 47.4762 47.4762 46.8047 45.1171 45.1171 41.5888 41.5888 41.5888 41.5888 38.5764 38.1192 38.1192 38.1192 38.1192 37.7937 37.4534 37.3203 36.7945 36.0117 36.0117 36.0117 35.5701 35.5701 35.523 34.3754 34.3754 34.3754 33.9586 33.9586 33.5805 33.4908 33.1707 31.8617 31.6093 31.6093 29.5766 29.5766 29.5766 29.5766 29.5766 29.4435 29.2374 28.985 28.2325 28.0166 28.0166 27.96 27.2781 27.2781 27.2781 26.9754 26.9754 25.9881 25.9881 25.9881 25.9341 25.3807 25.3807 25.336 23.3075 23.3075 22.9234 22.9234 22.9234 22.9234 22.9002 22.9002 22.6718 22.6718 22.5833 22.5359 22.4539 22.3663 22.3663 22.2843 22.1286 21.959 21.959 21.959 21.9582 21.8705 21.8705 21.8705 21.8705 21.8705 20.5003 20.5003 20.5003 20.5003 20.5003 20.5003 20.5003 20.5003 20.5003 20.2659 20.2659 19.6492 19.6492 19.6492 19.6492 19.0112 19.0112 18.1913 17.9176 17.8877 17.775 17.775 17.5369 17.3451 17.3451 17.2325 17.2026 17.0108 17.0108 17.0108 17.0108 16.8898 16.8898 16.8898 16.4833 16.4833 16.4833 16.4833 16.4833 16.4833 16.4833 16.4833 16.4833 16.3098 16.3098 16.3098 16.3098 16.1079 16.1079 16.026 15.2093 15.2093 15.2093 15.2093 15.2093 14.6817 14.6817 14.6817 14.6817 14.4969 14.4969 14.4969 14.4969 14.4969 14.4969 14.2476 14.2476 14.2476 14.2476 14.2476 14.2465 14.2465 13.9425 13.9425 13.8754 13.5932 13.5932 13.2185 13.2185 13.2185 13.2185 13.0312 12.7588 12.7494 12.5971 12.5971 12.3467 12.3389 12.3389 12.3142 12.3142 12.2797 11.9002 11.7823 11.7823 11.7823 11.7823 11.7823 11.7823 11.7153 11.7153 11.5975 11.5975 11.5975 11.5975 11.3766 11.3766 11.3766 11.2518 11.2518 11.2518 11.134 11.134 11.134 11.134 10.9131 10.7953 10.7953 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.51 10.2715 10.2715 10.2715 10.2715 10.2715 9.23559 9.23559 ]
5,[605.495 605.495 605.495 564.745 564.745 527.62 465.25 444.688 396.747 396.747 392.412 342.066 332.228 284.306 281.976 258.094 258.094 206.877 206.877 206.877 206.877 206.877 206.877 195.625 195.625 183.053 173.467 168.012 139.487 139.487 132.582 123.177 123.177 118.474 118.474 109.357 109.357 86.7814 86.7814 86.7814 83.3212 83.3212 80.7623 79.2407 77.5875 74.1428 74.1428 74.1428 74.1428 69.3487 66.7489 66.3851 62.9435 61.0881 61.0881 59.8354 59.4022 56.4564 56.4564 55.2831 52.4464 51.1196 51.1196 49.088 46.6594 46.6594 46.6594 46.0705 45.6208 43.0957 41.8597 41.8597 39.9798 39.9798 39.0138 39.0138 38.9432 37.1769 36.5096 34.0988 34.0988 34.0988 32.2619 32.2619 32.1669 31.693 30.277 30.277 30.277 29.1721 28.9656 27.5208 27.5208 26.9143 26.8256 26.8256 25.2542 25.2542 25.2542 24.3496 23.781 23.6544 23.6544 23.6544 23.6544 23.3432 22.697 22.697 22.697 21.8243 21.8243 21.8243 21.6616 21.6616 21.072 21.045 20.6583 20.6583 20.2927 19.6783 19.6783 19.6783 19.1394 19.0056 19.0056 18.9481 18.7831 18.7831 18.7217 17.761 17.761 17.761 17.4961 17.4961 16.8874 16.2148 16.2148 15.6759 15.6759 15.6759 15.0104 13.832 13.832 13.832 13.832 13.832 13.832 13.7773 13.7773 13.7773 13.7773 13.7773 13.7424 13.2395 12.9616 12.9616 12.9616 12.9616 12.9616 12.9616 12.7661 12.5061 12.4514 12.4514 12.4514 12.439 12.439 12.3618 12.0074 12.0074 12.0074 11.4476 11.4476 11.4476 11.4476 11.4476 11.0706 11.0706 11.0035 11.0035 10.9139 10.6525 10.6525 10.6525 10.6525 10.6525 10.6525 10.6525 10.5498 10.5498 10.1188 10.1188 10.1188 10.0545 9.75476 9.75476 9.75476 9.75476 9.75476 9.75476 9.55329 9.55329 9.55329 9.18921 9.18921 9.18638 9.12209 9.12209 9.12209 9.12209 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.91744 8.45608 8.45608 8.45608 8.45608 8.45608 8.45608 8.45608 8.06086 8.06086 8.06086 8.06086 8.06086 8.06086 8.06086 8.06086 8.06086 7.74958 7.74958 7.74958 7.74958 7.74958 7.35437 7.35437 7.35437 7.35437 7.32345 7.32345 6.46687 6.46687 6.46687 6.46687 6.46687 6.46687 6.46687 6.46687 6.46687 6.46687 6.46687 6.46687 6.46687 6.00551 6.00551 6.00551 6.00551 6.00551 6.00551 6.00344 5.7617 5.7617 5.7617 5.7617 5.7617 5.7617 5.7617 5.7617 5.75963 5.75963 5.75963 5.75963 5.75963 5.75963 5.75963 5.75963 5.75963 5.75963 5.74938 5.74938 5.74938 5.74316 5.74316 5.74316 5.74316 5.74316 5.73291 ]
6,[655.122 655.122 606.342 557.033 518.969 473.279 473.279 460.295 447.504 369.844 355.507 355.507 355.507 322.221 311.828 274.93 270.234 257.088 244.718 236.933 232.332 207.9 202.209 202.209 181.301 176.304 163.578 163.578 158.669 158.669 148.837 140.549 138.478 132.153 124.151 124.151 124.151 114.532 114.532 111.467 106.619 106.619 104.95 100.873 99.0657 91.2312 78.7604 67.1954 66.393 66.393 66.393 64.7213 63.4756 63.018 58.2802 58.2802 54.323 54.323 52.4959 52.4959 52.4959 52.4959 52.4959 50.6674 50.6674 50.6674 49.3894 49.3894 48.8928 48.8544 48.8473 48.3507 47.1348 47.1348 47.1348 47.075 46.0822 45.108 45.108 45.108 43.135 43.135 43.135 42.8669 41.4934 40.7113 40.4538 40.4538 39.3863 39.3863 38.3128 36.5225 36.5225 36.5225 36.5225 36.5225 36.0259 36.0259 35.8217 35.1991 35.1991 34.3669 34.3669 34.3669 34.3669 33.5994 32.3761 32.3761 32.3761 32.3761 31.1399 31.0558 31.0558 30.6362 30.6362 30.616 29.8196 29.8196 29.7407 29.3605 29.3605 29.2051 29.2051 29.2051 29.1875 29.1605 28.8569 28.7014 28.6839 28.6839 28.2148 28.2148 28.2148 28.2148 28.2148 28.2148 28.2148 28.2148 28.2148 28.1499 27.4442 27.4442 27.4442 27.0999 26.9576 26.9576 26.9576 26.4263 26.4263 25.5581 25.5581 25.5581 25.5581 25.5581 25.4806 25.1621 24.4866 23.3031 23.3031 23.3031 23.3031 23.3031 22.6996 22.6996 22.3485 22.3485 22.3485 21.9742 21.9742 21.9742 21.8573 20.0726 19.9349 19.9349 19.7318 19.3715 19.2902 19.0791 19.0791 18.9414 18.9414 18.5609 18.5609 18.5609 18.5321 18.1003 18.1003 17.9883 17.9883 17.5934 17.5379 17.4425 17.4425 17.1078 17.1078 17.1078 17.0383 17.0383 17.0383 16.9357 16.9357 16.9357 16.9357 16.8134 16.601 16.4841 16.4841 16.4359 16.4359 16.4359 16.4359 16.3191 16.1014 16.1014 16.1012 15.9893 15.9845 15.75 15.75 15.75 15.75 15.75 15.3968 15.3968 15.3968 15.3967 15.0114 15.0114 15.0064 15.0064 14.9903 14.9766 14.9766 14.6947 14.6899 14.66 14.66 14.66 14.66 14.66 14.639 14.639 14.639 14.639 14.639 14.5828 14.5826 14.497 14.3261 14.3261 14.3261 14.3261 14.3261 14.1941 14.1941 14.1941 14.1163 14.1163 14.0311 14.0311 14.0311 13.8603 13.8603 13.8392 13.8392 13.8392 13.6762 13.6762 13.6762 13.386 13.386 13.386 13.3649 13.3649 13.3649 13.3649 13.3649 13.3649 13.3649 13.3649 13.3649 13.3649 13.3649 13.33 13.33 13.33 13.33 13.33 13.3089 13.3089 13.2764 13.2764 13.2764 13.2204 13.2204 13.1948 12.9256 12.9256 12.9256 12.9256 ]
7,[641.112 566.758 566.758 545.335 545.335 501.757 405.259 405.259 405.259 405.259 405.259 336.067 306.928 275.572 246.648 236.108 236.108 236.108 203.899 203.899 203.899 191.278 189.271 186.115 177.165 169.145 163.347 163.347 161.05 152.955 149.433 147.414 143.578 142.063 132.865 132.865 131.893 126.639 126.639 119.785 113.738 113.738 111.216 106.477 106.477 104.058 102.027 100.282 96.9106 96.9106 96.8225 94.4751 93.615 91.4869 90.849 88.5852 88.5852 85.7659 85.7415 83.2836 81.4662 77.7286 77.2712 77.2712 69.5078 69.5078 69.5078 69.5078 69.5078 65.3006 60.2598 60.2598 60.2598 57.7773 57.7773 54.6507 49.5071 49.5071 46.0958 41.1637 41.1637 37.7304 35.74 31.4464 31.4464 31.4464 31.4464 31.4464 31.4464 31.4464 31.4464 31.4464 31.4464 30.8442 30.5987 30.4303 29.9663 29.9663 29.9046 29.9046 29.9046 28.8991 28.8991 28.8135 28.2666 27.6897 27.6897 27.6897 27.4357 27.3135 27.3135 26.0214 26.0214 26.0214 25.0106 25.0106 25.0106 24.8883 24.7217 24.7217 23.8804 23.8804 23.7581 23.7581 23.7443 23.4329 23.4329 23.0733 22.7364 22.6141 21.8208 20.6127 20.6127 20.6127 20.6127 19.2973 19.2125 18.5414 18.5414 18.3494 17.5105 17.3882 17.3882 17.289 16.9001 16.5949 16.1102 16.1102 16.1102 16.0314 15.5467 15.317 15.317 14.7534 14.7534 14.7534 14.6312 14.6312 14.6312 14.6312 14.6312 14.5743 14.5676 14.004 14.004 14.004 14.004 14.004 14.004 14.004 14.004 14.004 14.004 14.004 13.7595 13.7595 13.5803 13.5803 13.4346 13.4346 13.4346 13.4346 13.2925 13.0279 13.0279 13.0279 13.0279 13.0279 12.9571 12.815 12.6693 12.6693 12.6693 12.6693 12.6693 12.5765 12.5765 12.5765 12.5765 12.5226 12.5226 12.4722 12.4722 12.4722 12.4722 12.4344 12.2297 12.2297 12.2297 12.2297 12.1116 11.9659 11.9659 11.731 11.731 11.731 11.731 11.731 11.731 11.731 11.731 11.731 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 11.3656 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.9607 10.942 10.9379 10.9379 10.9379 10.847 10.847 10.847 10.847 10.7748 10.7748 10.7748 10.7748 10.7698 10.7657 10.7657 10.7657 10.7497 10.7497 10.7497 10.7456 10.7456 10.7456 10.7456 10.7456 ]
8,[629.937 629.937 539.129 524.425 524.425 484.629 450.129 450.129 450.129 406.128 379.03 373.128 338.995 335.166 325.439 310.623 304.724 244.285 244.285 244.285 227.85 220.996 220.996 212.387 208.516 204.055 199.384 183.269 169.386 168.836 163.09 161.081 145.316 142.504 136.671 130.268 125.694 116.954 116.954 105.376 93.8322 93.8322 89.4622 89.4622 81.924 81.2194 80.483 78.8509 75.9407 75.9407 72.7335 71.4534 68.7986 66.5291 65.9172 64.7975 63.6029 62.8986 62.6954 59.99 58.7812 55.5443 55.5443 54.9155 53.3414 53.3414 53.3414 53.1581 51.911 51.911 51.911 51.911 50.9594 50.6367 49.4141 49.4141 49.367 48.4709 47.8122 47.2013 46.8606 41.2839 41.2839 41.2839 39.4325 39.4325 39.4325 39.4325 39.4325 39.4325 37.9822 37.9822 37.8852 36.435 36.435 36.435 36.2676 35.5439 35.5439 35.5439 35.5439 35.5439 34.7138 34.7138 34.2447 33.6154 33.6154 33.4278 32.9967 32.9967 32.9967 31.3318 31.3318 31.3318 31.3318 31.3318 30.8806 29.819 29.819 29.819 29.819 29.819 29.819 29.5059 29.3092 29.0748 29.0748 28.1675 27.1566 27.1566 27.1566 27.1566 26.839 26.839 26.3066 25.2245 25.1409 25.1309 25.0474 24.816 24.816 24.6486 24.5029 24.5029 24.5029 24.5029 24.5029 24.5029 24.5029 24.2781 24.2781 24.0206 23.4348 23.4348 23.4348 23.4348 23.4348 23.4348 23.2728 22.8068 22.6544 22.6544 22.2066 22.2066 22.2066 22.0264 22.0264 19.8656 19.7133 19.7133 19.7133 19.7133 19.0853 19.0853 18.7795 18.0766 18.0766 18.0766 18.0766 18.0766 18.0766 18.0766 18.0766 18.0766 17.8305 17.8305 17.8305 17.8305 17.3092 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 16.0752 15.9394 15.9325 15.9325 15.9325 14.7217 14.4756 13.9602 13.9311 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 13.0317 12.9919 12.9919 12.9919 12.6322 12.5796 12.3875 12.3349 12.3349 12.3349 11.8106 11.8106 11.8106 11.8106 11.8106 11.8106 11.8106 11.8106 11.807 11.3791 11.3265 11.3265 11.2 11.2 11.2 11.01 11.01 10.7496 10.6757 10.6231 10.6231 10.6231 10.6231 10.4821 10.4821 10.4821 10.4821 10.4821 10.4821 10.4821 10.3614 10.3614 10.3614 10.3614 10.3614 10.3293 10.27 10.27 10.27 10.2302 10.0939 10.0939 10.0939 10.0939 ]
9,[612.98 612.98 607.457 599.656 482.545 470.597 461.066 408.808 373.672 373.672 373.672 373.672 348.308 337.729 325.388 272.152 272.152 272.152 254.243 243.634 215.808 202.802 202.802 190.584 184.703 176.586 167.128 162.645 135.908 135.908 130.725 121.459 121.459 109.582 102.761 94.5517 82.5397 82.5397 76.3468 76.3468 76.3468 73.1185 68.6151 64.5786 53.9496 53.9496 53.9496 53.9496 50.9129 47.5807 46.5279 45.0829 44.6785 44.2234 40.9905 40.1722 39.9489 39.7536 39.3048 37.8312 35.454 34.8643 33.6135 31.9145 31.9145 31.9145 31.9145 31.768 28.739 28.739 28.2066 27.479 24.4797 23.3322 21.9929 21.9929 19.9346 19.9346 19.646 19.646 18.849 18.3026 18.3026 18.3026 18.3026 18.0483 17.8651 17.8651 17.4692 17.2928 17.1855 17.1855 17.1855 16.4553 16.3043 16.3043 15.7266 15.7266 14.8891 14.8618 14.8618 14.8618 14.4288 14.4094 14.4094 13.7909 13.7909 13.7909 13.4424 13.4424 12.9626 12.9626 12.9626 12.9626 12.6314 12.4824 11.5591 11.5591 11.4287 11.1174 11.1174 11.0282 10.9178 10.8979 10.8979 10.8979 10.8979 10.8979 10.6846 10.5865 10.4709 10.4709 10.4709 10.4709 10.4709 10.4709 10.3611 10.2946 10.2946 10.2946 9.9342 9.9342 9.9342 9.907 9.89007 9.81425 9.81425 9.81425 9.81425 9.77494 9.68262 9.68262 9.68262 9.16587 9.04592 9.04592 8.99458 8.99458 8.99458 8.9794 8.66387 8.66387 8.66387 8.66387 8.66387 8.43773 8.39952 8.39952 8.35952 8.23989 8.23989 7.36468 7.36468 7.36468 7.36468 7.36468 7.36468 7.15961 7.15961 7.15961 6.91752 6.86269 6.86269 6.45396 6.45396 6.45396 6.45396 6.45396 6.45396 6.45396 6.45396 6.45396 6.30908 6.28143 6.28143 5.80126 5.80126 5.80126 5.7673 5.60343 5.49448 5.49448 5.49448 5.49448 5.21843 5.21843 5.21843 5.21843 5.21843 5.21843 5.19078 5.19078 5.19078 5.15632 5.15632 5.15632 5.15632 5.06704 5.06704 5.06704 4.80399 4.80399 4.80399 4.80399 4.80399 4.76953 4.63795 4.57584 4.52846 4.51421 4.40154 4.40154 4.40154 4.40154 4.37389 4.36243 4.36243 4.36243 4.36243 4.36243 4.30032 4.30032 4.30032 4.30032 4.29622 4.26857 4.26857 4.26857 4.26857 4.26857 4.26857 4.13499 4.13499 4.05459 4.05459 4.05459 4.05459 4.02284 4.02284 4.02284 4.02284 4.02284 4.02284 4.02284 4.02284 4.02284 4.02284 4.02284 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 3.62233 ]
