Run#,Result,Solution
11,4.99778e+07,[-1.77433 -2.16792 0.135589 -17.5904 0.438373 -13.663 -34.4764 -41.856 -6.93568 -0.119815 -17.5079 -17.5896 0.508029 -2.43922 -2.07846 -12.5263 -0.465569 -9.6261 -0.145115 -2.40956 0.412681 -0.20585 -11.9373 -5.59478 -0.417201 -19.8191 -1.19816 0.33069 -0.0543976 -22.4986 ]
12,1.38683e+08,[-25.2348 -2.44133 0.868098 -1.32111 -2.38867 0.245367 -23.1061 -0.754307 -2.61033 -17.3836 0.714047 -2.80035 -3.68488 -44.9271 -41.2159 -2.11363 -0.456263 -1.76835 0.551169 0.0815582 -32.0858 -0.591992 0.366335 -1.99312 -23.0184 -21.6999 -0.405641 0.444197 0.473089 -0.624107 ]
13,1.65361e+08,[0.586975 -31.7448 -11.2054 -25.8522 -5.22226 0.189517 -46.0298 -0.583885 -15.4861 -11.8009 -1.50173 -19.096 -17.5575 -32.7797 -1.52278 -6.63434 -19.1863 -8.68528 -12.7815 -24.4821 -43.6335 0.179988 -28.1716 0.467196 -13.8159 -7.82883 -23.7616 -0.927849 -4.26854 0.542889 ]
14,8.32218e+07,[0.0894394 -1.06588 -5.73112 -0.622707 -16.5867 0.0196609 0.69326 -9.34618 -13.163 0.741337 -19.0294 -11.3343 -1.78776 -40.959 -30.7273 -14.4789 -3.5563 -0.452788 0.0560684 -18.3594 -0.61408 -17.8364 -0.953796 -25.7616 -0.517445 -2.5172 -25.9826 0.0235124 -0.676072 -4.4832 ]
15,5.42513e+07,[1.08972 -13.2213 -30.5187 -0.443668 -12.6077 0.361579 -8.28502 -16.0822 -2.65498 -10.0508 -13.3437 -0.076684 -2.65289 -7.45433 0.132552 0.4199 -2.92167 -7.06267 0.44021 0.351082 -35.7057 -19.2197 0.358284 -2.16856 -0.15413 0.290961 -2.45614 -14.6404 -25.3254 -0.495178 ]
16,1.98005e+07,[-41.0253 -39.4667 -36.0323 -22.8575 -3.28465 -17.6442 -5.66179 -15.5212 -21.9403 -2.77187 -9.8221 -0.237785 0.171247 -18.1281 -3.51875 0.00377274 -12.1584 -0.767372 -8.6567 -13.7413 -0.0892447 0.545702 -0.715788 -0.355763 -0.420518 -0.62883 0.716911 -5.09277 -0.554643 -1.39998 ]
17,3.91143e+07,[-4.10458 -21.1861 0.538987 -10.9276 -0.337429 -0.847229 0.518085 -15.9595 -2.81543 -1.22357 -34.7943 -22.9193 -2.43943 -7.01578 -0.737553 -24.3721 -6.59158 0.220977 -20.1065 -1.31667 -9.75512 -25.4725 -11.6552 -1.97421 -0.342817 -3.9294 -2.09594 -0.280736 0.260674 -0.144932 ]
18,2.78891e+08,[-14.3812 -15.0738 0.839813 -0.294021 0.852347 0.179257 -0.25869 -1.03006 -1.76828 -20.3074 0.892209 -0.849375 -9.44122 -0.667366 -0.0126735 -1.30938 0.606789 -8.67002 -13.9443 -0.24459 0.432449 -2.58101 -3.19612 -0.990627 -21.0029 -3.31845 -52.5065 -39.0247 -0.620639 -13.8061 ]
19,7.54826e+07,[0.57952 -0.178476 0.899216 -0.729475 -9.49599 -1.59058 -6.79666 -4.01755 0.818607 -4.6988 -2.1425 -2.38774 -1.11215 -12.6028 -40.0615 -31.639 0.539988 -1.38309 -0.359436 -31.1164 -0.831126 -0.684403 -15.4934 0.324748 -6.60549 -2.12976 -4.98368 0.0444031 -9.31057 -6.00771 ]
20,3.28976e+07,[-0.482547 -53.7299 -0.18685 -3.65118 -7.82246 -24.643 -4.10847 -1.75922 -14.1729 -6.31631 0.361407 -24.7497 -2.79456 -18.4747 0.169762 0.135703 -10.8816 -2.24396 -22.0368 -0.210202 -13.3695 -15.5656 -1.69368 -12.2156 -3.39964 -8.71574 -1.05569 -0.350166 -4.81337 -7.52444 ]
21,2.0284e+07,[-42.3554 -0.0991163 -6.26057 0.0899012 -0.556437 -5.54539 -0.261922 -5.49368 -6.13756 -6.35254 -1.22936 -6.1916 -16.6559 -4.93488 -0.988127 -17.8758 -18.2134 -0.436749 0.0205662 -4.95634 -0.185216 -20.2928 -11.6118 -23.2346 -5.45493 -0.303357 -0.269684 -14.2695 -5.78363 -7.9051 ]
22,1.13291e+07,[-1.16785 -7.49409 -0.960483 -5.72282 -0.46917 -0.705512 -4.60657 -2.28284 -0.464365 -0.791209 -0.195657 -30.6349 -1.13221 -2.42677 -0.410463 -0.352096 -5.63906 -0.0978022 -1.56131 -2.68998 -8.03717 0.142768 -3.27898 -0.300466 -0.836024 0.39395 0.24378 -12.2796 -0.597732 0.309402 ]
23,6.6767e+06,[-17.2548 -3.5878 -31.795 0.397896 -0.399984 -15.1459 -0.33178 0.210156 -4.89462 -0.309438 -12.8318 -19.3499 -11.8735 -1.72882 0.553322 0.489133 0.481989 -0.0291491 -3.41095 -0.218583 -1.95718 -0.796126 -0.369263 -6.19928 -9.13207 -1.18897 -12.1606 -0.927799 -8.60793 -0.0254726 ]
24,2.89637e+07,[0.442612 -1.41194 -8.55699 -32.4273 -7.51414 -15.6132 -1.58133 -3.37601 -3.63017 -2.86942 -3.24139 -0.280752 -33.4078 -0.796264 -7.95927 0.0646801 -1.4827 -23.216 -9.81078 -1.81149 -0.402997 -16.5248 -12.314 -4.43188 -1.9874 -4.96236 -1.06343 0.303644 -0.250719 -9.94982 ]
25,4.28906e+07,[-6.1259 -26.7397 -0.627772 -17.9664 -9.36616 -28.967 -1.26351 -37.5608 -10.4785 -17.3571 -28.4075 -5.44776 -31.4592 -2.30018 -2.40606 -8.70905 -0.927139 -10.5225 -5.94296 -1.07233 0.00673509 -1.69259 -0.378178 -1.40794 0.0638583 -2.58985 -2.69473 -0.441073 -1.97217 -0.833434 ]
26,7.80015e+07,[-12.2095 0.198532 0.758858 -15.9452 -0.756531 0.440081 0.291782 -32.2678 0.321444 -1.41675 -1.03537 0.400131 -3.90188 -14.4194 -19.1564 -13.1054 -24.1 -23.8713 -32.4664 -2.96098 -1.21158 -9.20698 -0.737469 -1.60451 -4.70547 -3.15205 -0.176337 -32.9638 -5.0989 -3.22442 ]
27,5.11251e+07,[1.07514 -18.8738 -1.17771 -6.03548 -0.336512 -14.8262 -15.18 -0.4469 0.268322 -0.333191 -38.5425 -11.5799 0.120336 0.14849 -21.9639 -17.4165 -4.58695 -30.7535 -6.02458 -21.857 0.22301 -0.0664573 -0.773456 -2.05313 -2.47131 -2.68621 -6.45158 -3.32142 0.502159 0.0799639 ]
28,1.12703e+07,[-15.004 -23.5413 -10.2736 -13.1454 0.0239038 -5.18435 -5.71698 -0.734537 -3.18181 -0.314525 -0.164933 -0.153701 -12.8278 -0.338526 0.32147 -3.83852 -4.55378 -8.58411 -0.535181 0.456479 -11.9679 0.145448 -1.39236 -8.80338 -23.1756 -0.710373 -16.8797 -0.379667 -0.597435 -1.31896 ]
29,1.21651e+06,[-9.18201 -0.573248 -0.00236136 -2.0927 -4.72717 0.211545 -13.6315 -0.188296 -4.58272 -3.78785 -1.14676 -0.306609 -0.736331 -10.1989 -1.64862 -0.186224 -0.0794095 -0.0636292 -0.329547 -0.057639 -2.03162 0.320038 -10.027 -1.6109 -7.17317 -11.4851 -4.53701 -6.10938 -2.81745 -3.31433 ]
30,3.36352e+07,[-5.86953 -3.02715 -0.178411 -9.78992 -3.59472 0.824476 -4.27636 -38.2069 0.698775 0.0832498 -3.94655 -23.9781 -2.54498 -30.3486 -0.0289172 -2.01185 -0.42766 0.722341 0.355078 -2.63494 -0.00572336 -13.2854 -4.77937 -0.505872 -0.279739 -2.83353 -0.472748 -0.0155036 0.0301876 -0.378591 ]
31,3.04998e+07,[-21.9987 -1.65102 -22.4138 -13.9873 0.601949 -20.1081 -10.1924 -0.897828 -0.782165 0.438946 -1.04576 -6.8211 0.445066 -14.9829 -0.497985 -0.46341 -4.52982 -19.0974 -3.45109 -2.01514 -9.86278 0.143017 -20.8105 -23.2035 -23.9382 -0.0298572 -8.85294 -2.0043 -17.9395 -16.6656 ]
32,2.6423e+07,[0.548807 0.397146 -30.3502 -0.717787 -10.2616 -9.4158 -39.0769 -6.80661 -2.4266 -1.28939 -18.1908 -0.507442 -0.235888 -0.472245 -0.3309 -12.9018 -4.40685 -3.73798 0.321169 0.281712 -0.576597 -21.6516 -4.21162 -0.89128 -13.612 -1.84978 -0.581504 -3.42017 -6.36467 -5.38829 ]
33,7.81207e+06,[-21.8683 -0.355024 -3.93069 -11.7359 0.0282245 -16.5429 -19.0964 -28.3711 -0.306514 -14.7959 -0.29327 0.062957 -0.146998 -3.69073 -0.672869 -8.72046 -0.612615 -0.516003 -0.181785 0.107916 -0.302963 0.0208139 -0.348616 -0.0238858 -2.4145 -8.49682 0.205906 -0.102185 -1.22984 -9.38308 ]
34,4.10566e+07,[-4.30486 0.988531 -0.12862 -0.803996 0.276657 -5.88894 -0.626549 -18.0727 -0.293234 -8.2721 -4.21178 0.125429 -33.7501 -0.604039 -12.9993 -0.589891 -5.71753 -1.27669 -0.291512 -19.6533 -12.3768 -9.32943 -0.428776 -1.56138 -20.0018 -18.6842 -14.1309 -25.0011 -2.75126 -1.7797 ]
35,4.10353e+07,[-1.40984 -35.4341 -2.11629 -1.28171 0.638294 -0.213722 0.782756 -12.1074 -1.21859 0.43514 -13.5829 -7.19684 -0.93441 -38.3724 -0.362045 0.573809 -10.052 -0.3302 -3.7382 -8.07581 -6.22119 -12.5934 -0.300395 0.296281 -5.63448 -21.9701 0.384199 -0.445385 -5.16043 -0.008461 ]
36,4.7844e+07,[-25.1125 0.465825 -28.6578 -2.7272 -0.440493 -39.5268 -13.5472 -18.3569 -0.941422 -21.7418 -5.2535 0.235958 -1.07393 -20.9208 -3.94983 -12.5668 -1.90127 0.138738 -11.4731 -11.0134 -0.984018 -21.4127 -0.237472 -27.0197 0.184394 -19.2056 -2.74177 -3.35739 -17.5034 -0.427717 ]
37,3.21338e+07,[-2.5871 -0.164758 -8.29025 -32.1328 -7.40029 -9.59469 -0.00535262 -2.37372 -0.33284 0.157578 0.331266 -14.8413 -10.3478 -29.6434 -0.618242 -3.90824 -24.576 -27.3256 -2.23757 -2.25645 -2.85583 -0.167248 -0.780954 -0.430954 0.438379 -0.0994196 -0.998429 0.399375 -3.30913 -2.2587 ]
38,6.31048e+07,[-21.01 0.687021 0.206455 -1.14293 -14.857 -40.0118 0.14907 -15.7004 -0.0186068 -2.79486 -2.35158 -26.7214 -6.55326 -0.932157 -0.646539 -1.67638 -30.3071 -4.06005 0.275839 -9.62226 -1.71641 -0.906504 -32.5941 -0.42067 -0.396757 -2.14335 -0.831845 -0.28444 -7.11648 -7.71077 ]
39,4.11309e+07,[-30.2744 -8.47985 -0.665894 -0.292504 0.0947833 -4.14953 -1.69301 -1.1701 0.0650182 -0.503987 -7.36308 -18.0446 -1.39544 -18.8375 -2.41004 -1.9925 -8.92357 -1.76994 -22.1818 -35.4797 0.203789 -12.353 -0.607475 -7.19741 0.117713 -1.54308 -9.64709 -0.496035 -0.638596 -0.66085 ]
40,5.94741e+07,[-0.100183 -1.5478 0.0607398 0.648392 -16.2334 -1.05049 -1.02406 -1.53999 -2.26769 -0.264243 -29.0475 -7.90238 -0.411598 -23.2528 -13.9672 -0.282548 -14.9721 -2.84441 -26.5866 -34.9448 -23.3435 -0.250216 -5.94436 0.026638 0.342671 -8.67799 -0.214095 0.383227 -2.39677 0.420082 ]
41,2.34736e+07,[-2.74964 -1.1215 -0.134172 -0.143532 0.362828 -4.2357 -2.10924 -13.04 -12.5044 -17.6711 -1.13597 -20.0285 -0.62854 -16.2705 -0.724241 -0.654781 -0.364652 -1.36773 -4.64715 -8.50232 -1.9678 -9.0824 0.107199 -26.6442 -6.56351 -0.0643764 -6.30155 -21.9569 -6.6069 -7.9819 ]
42,6.6599e+07,[-3.09127 -8.16406 -15.2307 -2.30592 -2.20832 -7.62101 -16.0232 -27.2445 -18.1815 -24.1147 0.139369 -23.7284 -2.33968 0.212718 -11.958 -2.58366 0.389629 -0.537172 -33.4174 -7.99721 -0.906939 -0.796605 -3.56731 -23.8086 -16.8121 -14.072 -24.7689 -0.337846 -0.772833 -22.9975 ]
43,7.65393e+06,[-1.40528 -0.867844 -2.03087 -13.1922 -24.5428 -2.06821 -1.83694 -2.34175 0.157836 -1.5714 -14.854 -1.44927 -19.2287 -15.7457 0.235198 -1.13873 -0.0753975 0.335479 -2.45263 -18.492 -1.69478 -2.93871 -1.68306 -0.541555 0.212977 -0.215912 -9.22205 -1.79922 -1.84245 -3.97594 ]
44,4.98157e+07,[7.14703 -2.23646 -5.61009 -31.4512 -18.299 1.75927 -21.5549 -18.6836 -41.2518 -12.3456 -14.1592 0.834449 -7.59494 -2.60345 -5.94479 -1.96736 1.26257 -19.6932 -5.65404 -6.85871 -13.4203 -1.79383 -0.309662 -7.82697 -26.591 0.996712 0.238838 -1.83617 -0.996323 -4.02331 ]
45,5.80876e+07,[-1.46282 0.847255 -22.8902 -0.635342 -1.30894 -2.22459 -9.62822 -1.40859 -18.4895 -3.78812 -3.78355 -21.4837 -13.8196 -2.73705 -9.34577 -6.9138 -0.155034 -10.8477 -1.62636 -27.1005 -6.65808 -37.1321 -0.216102 -3.71347 -0.362432 0.468176 -1.63404 -0.601914 -0.278738 -6.6483 ]
46,6.07614e+07,[-2.73673 -4.25406 -14.3823 0.25394 -2.26094 -1.19965 -17.2493 0.0436726 -15.8214 -0.322579 0.566757 0.292744 -3.67192 -2.81161 -0.0196347 -3.82923 -1.35775 -12.3074 -1.03196 -22.2185 -12.8933 -1.59183 -17.2785 -3.90961 -36.8655 -0.626184 -14.5093 -0.221375 -19.4445 -0.372107 ]
47,1.86166e+07,[-0.504958 -1.77698 -16.7062 -19.9145 -6.3475 -1.17422 -0.542495 -25.9268 -0.40331 -0.206759 -1.91619 -4.48202 -22.2642 -10.4595 -0.182278 -5.62994 -2.25497 -5.7787 -22.6773 0.121029 0.361347 -3.84325 -11.413 -5.89834 -0.252591 -3.49867 -20.698 -9.73726 -0.931449 -6.8886 ]
48,2.57994e+07,[-16.173 0.386184 -25.3096 -12.1531 -0.297217 -0.142071 -0.424419 -4.36809 -7.22951 0.314525 -2.80821 -1.98113 -9.20902 -6.11399 -1.77836 -30.3168 -18.1493 -0.489122 -6.96689 -24.2985 -3.83128 -12.4854 -0.463961 -5.79359 -15.0482 -1.63123 -6.40763 0.132321 0.0715647 -0.802517 ]
49,3.53873e+07,[-21.4023 -8.20781 -32.6422 0.174725 -15.1753 0.725636 -5.90974 -3.20587 0.179985 -8.14878 -1.13248 -12.3357 -6.05804 -29.4572 -6.04581 -2.12144 -29.0195 -1.85103 -6.5478 -3.31513 -1.90621 -2.27354 -24.6017 0.348082 -3.17541 -0.335517 -0.200363 -6.04602 -4.77039 -4.46479 ]
50,7.88709e+07,[-8.97542 -1.1823 -0.0193577 -0.345728 -31.1285 -3.91281 -0.129156 -26.1709 0.382774 -41.8415 -24.2252 -0.811722 -3.07072 -37.4319 -3.81968 -2.19011 -23.7527 0.234216 -0.118364 -0.824898 -5.54928 -0.498692 0.604573 -0.197086 0.382278 -0.114731 -18.267 -3.00555 -4.18665 -5.98818 ]
