Run#,Result,Solution
18,13.2268,[-45.4421 -6.47075 -19.5771 0.878437 -3.32364 0.680949 -48.1593 -1.78606 -0.290546 -57.358 -1.81952 -104.495 -0.528651 -22.0081 -8.03646 -114.38 -35.3894 -4.19547 -28.8434 -6.29313 -0.455141 -18.0687 -7.60571 -45.7162 -4.24689 -2.48529 -106.215 -14.4315 -10.3431 -0.682497 ]
19,17.3699,[-0.874079 -4.84756 -0.686169 -56.9638 -119.009 -18.5012 -4.02651 -3.56262 -103.157 -109.484 -45.4313 0.649588 -51.2404 -0.593229 -85.6938 -28.7212 -1.24693 -46.5985 -9.5682 -33.7368 -1.00358 0.0306927 -18.7645 -6.95059 -15.576 -70.8325 -2.90778 -54.0031 -0.00264645 -14.1557 ]
20,6.65668,[-8.96103 -6.35492 -54.826 -0.50478 -27.3542 -1.08968 -1.2896 -27.1942 -5.02499 0.263458 -7.18524 -12.7635 -5.71992 0.872966 -5.50099 -19.022 1.08057 -0.537857 -58.7559 -4.48979 -29.8036 -11.8367 -17.8118 -3.26352 -3.44862 2.02501 -0.379456 -1.44305 -111.783 -0.142518 ]
21,9.17421,[-0.303244 -23.7169 -12.9983 -3.73553 -2.28412 -18.4912 2.2508 -1.08083 -1.548 -44.154 -1.51068 -4.84613 -17.9478 -7.67379 -57.3796 -0.285615 0.0515205 -49.8018 -40.0812 -2.74268 -0.729343 -130.699 0.719032 -9.72473 -66.0425 0.842274 -3.85439 -0.0102632 -17.2443 -0.387939 ]
22,20.6048,[-2.96002 -84.7047 -48.3568 -61.1703 -10.8752 -0.603403 -5.499 -15.3054 -31.6168 -1.93246 -11.8853 -75.1263 -27.0093 -52.082 -1.99588 -40.9645 -142.453 -122.182 -0.0424125 -12.2603 -15.7712 -88.6909 -0.619073 -63.0089 0.293853 -42.9634 0.303526 -59.4786 -0.75627 -4.27188 ]
23,19.1013,[-4.18156 -2.004 -91.9018 -2.92624 -84.2314 -1.55071 -10.2967 -2.41716 0.235801 -19.8222 -6.88147 -19.4002 -72.3838 -9.39386 -32.7274 -4.12163 0.0117023 0.204016 0.216781 0.406052 -3.15686 -26.9284 -90.5038 -6.01447 -140.917 -17.1446 -109.496 -23.9919 -1.19273 -88.3583 ]
24,7.13007,[-88.0434 -15.6576 -3.11682 -7.85532 -47.1087 -12.6925 -46.1581 -10.8828 -4.48055 -11.3228 -0.916493 -1.92834 -5.81533 -80.7108 0.333079 -4.14813 -29.6053 -0.872421 -28.5499 -30.2277 -3.02539 -49.2012 -4.91621 0.83416 0.194309 -0.050426 -2.62781 -5.96307 -0.675487 -0.851768 ]
25,3.97957,[-16.3248 0.736652 0.0396423 -0.153822 -24.0888 -15.9118 -4.91251 -3.38557 -1.00779 -0.144594 0.366503 -20.3384 -12.8565 1.7103 -10.9851 -75.9494 -10.1599 -0.976107 -0.805959 -10.7612 -1.82553 -43.5976 -7.05325 -7.58073 -21.9976 -36.5375 -0.0134659 -14.0743 0.917776 -7.772 ]
26,13.8845,[-3.24913 -1.27065 -29.166 -31.6327 0.725433 -77.765 -7.41287 -28.9871 -7.96082 -177.641 -0.679091 -54.6418 -0.881273 -0.81713 -35.0093 -0.806899 -22.7318 -1.32329 -3.37697 -4.07149 1.6451 0.501122 -49.6204 -3.34531 -0.208292 -4.01746 -15.8022 -1.1266 -0.0567322 -60.0552 ]
27,18.4171,[-59.0014 -1.70865 -4.54392 0.747738 -83.3244 -55.7822 -1.40947 1.74971 -22.6298 -102.159 -4.7266 -0.3857 -38.2902 -1.67696 -40.5207 0.274652 -31.9009 -14.3735 -9.37366 -49.1952 -141.968 1.48732 -12.5968 -69.9556 -2.40908 -12.9689 -65.7327 -26.0649 -88.3122 -10.3088 ]
28,2.19851,[-40.7105 -0.464706 -4.23914 0.103095 -3.47144 -3.73428 -1.28002 -0.276251 -1.73248 0.32338 -0.528084 -14.207 1.23968 1.53888 -12.9143 -0.0584388 -23.7514 -1.99211 -10.426 0.371147 -0.796502 -22.2745 -17.5324 -27.5012 -19.221 -0.954911 -0.778564 1.00462 -8.48254 -5.79032 ]
29,14.3169,[-1.35206 -36.7064 -25.5309 -88.7391 -1.74924 -1.61232 -2.49728 -2.61032 -0.590746 -10.6695 -56.1838 -4.41573 -12.6409 -0.794597 -2.4047 -39.1811 -40.697 -120.365 -1.52384 0.228243 -6.1694 -2.62173 -43.1762 -2.34872 -67.0078 -3.66504 -120.857 -34.7836 -0.829773 -0.162055 ]
30,7.35684,[1.0811 2.72789 -20.873 0.0520655 -1.58987 -1.52174 -70.1098 -7.06561 -5.97518 -11.7545 -3.49457 -18.1363 -42.5773 -15.3486 0.275015 -22.8812 -40.7337 -0.938864 -1.25917 -10.3089 -25.9199 -6.25787 -24.2628 -22.6372 -30.1126 -0.263387 -111.317 -4.12267 -5.49646 -0.478409 ]
31,13.759,[-0.0224123 -2.84355 -4.03383 -20.3431 -20.6093 -61.1716 -1.95882 -0.326324 -36.8191 -169.691 -33.6718 -112.61 -7.8562 -14.7747 -1.69574 -0.456616 -2.40975 -2.29237 -7.3431 -28.8133 -6.64616 -14.6629 -2.08539 -18.4709 -9.27394 -1.09603 -24.0565 -0.484717 -3.50006 -0.252776 ]
32,18.4225,[-0.779472 -0.689295 -75.856 -0.256069 -118.203 0.383506 -60.9308 -15.1543 -56.3148 -1.51557 0.660932 -92.8162 -13.2406 -1.50724 -8.4394 -42.9838 -1.36122 -0.90952 -29.446 1.09326 0.472866 -0.43509 -10.4808 -0.252621 -39.8516 -0.231764 -149.306 -1.58689 -0.00490379 -85.27 ]
33,12.2014,[-0.796846 0.164447 -37.4587 -31.8168 -52.7619 -103.189 -0.441504 -102.507 -24.1666 -25.5214 -1.75555 -1.86738 -80.761 -81.8068 -2.06686 -1.68451 -19.1551 -4.08235 -9.62025 -1.61744 -1.49553 -42.5755 -14.6723 0.127631 -4.5918 -1.21272 -37.8501 -0.222188 -4.59113 -0.985123 ]
34,12.6451,[-24.437 -15.5549 -3.07352 -0.00292969 -17.1818 -0.0488473 -113.451 -0.580091 1.40673 1.00184 -2.26315 -59.1693 -19.2975 -0.188938 -26.3027 -143.011 -31.9106 -1.87463 -0.0950317 -55.7374 -9.50507 -16.2781 -0.728144 -3.7647 -0.292383 -25.1471 -6.34137 -25.4637 -2.22934 -41.4144 ]
35,16.8152,[-8.03582 -45.1072 -3.92598 -0.108174 -22.9017 0.243684 -0.188354 -104.036 -20.407 -79.4051 -4.75949 -11.7643 -126.592 -28.3112 0.46312 -0.213451 -25.4971 -121.775 -1.46533 -2.91782 -1.90351 0.0803869 -14.1412 -66.053 -12.2391 -21.9396 -0.510937 -2.80361 -73.4271 -0.785717 ]
36,18.7865,[-1.87057 -51.7733 1.25796 -1.55118 -10.739 -32.142 -35.1517 -1.29095 -124.106 -4.62959 -7.39987 -59.6134 -64.5599 -0.521399 -1.553 -55.9791 -1.9885 -15.2385 -30.9671 -0.803594 -1.87556 -2.61311 -162.54 -76.4581 -16.8313 -2.13611 -69.3612 -34.1039 0.614527 -1.51061 ]
37,16.0133,[-106.433 2.53953 0.820887 -136.956 -75.3471 1.14888 -18.4509 -14.3286 -22.3968 -0.616387 -47.3491 -0.0167797 -4.81674 -7.55191 -0.313065 -3.455 -8.16662 -0.00876045 -0.878449 -1.43126 0.143598 -30.9567 -133.135 -10.7419 2.01642 -27.0469 -3.15806 0.0652246 -35.8605 1.07843 ]
38,19.2274,[-63.1044 -41.3225 0.181984 -0.489576 0.867907 -74.92 -4.4025 -8.60489 -51.9089 -27.5031 -1.36438 -116.058 -1.34708 -16.3352 -5.36194 -0.201414 -0.851259 -35.2556 0.331103 -0.704233 -31.9761 -3.91886 -157.945 -85.3678 -1.78787 -4.39348 -80.4074 -4.99423 -57.1276 -0.0355864 ]
39,11.8617,[0.584239 -14.056 -26.2803 -4.2653 1.97573 0.162846 -40.7677 -0.0756187 -94.0897 -101.113 -12.1428 -2.40127 -8.36186 -3.66331 -87.0942 -7.87247 -3.47921 -3.29952 -0.736229 2.48318 -0.802619 -2.04275 -45.9581 -7.9996 -44.9541 -93.8691 -13.179 -1.01512 -23.4676 -12.0476 ]
40,10.1272,[-6.33148 -22.228 -26.0517 -13.2358 0.290073 -11.8003 -94.6889 -83.5251 -1.58344 -87.2719 -0.888794 -53.6219 1.02074 -6.06816 -7.12414 -0.775322 -7.56833 -7.17509 -8.16632 -50.433 -0.0806043 -3.66648 -13.6288 0.780266 -2.47933 -7.46137 -32.2167 -62.7458 0.0465405 -22.3454 ]
41,9.79851,[-9.2713 -1.59299 -3.17243 -0.557063 -1.9716 -100.732 -8.50095 -10.2486 -0.789987 -3.83884 -4.18484 -13.4106 -1.76146 -4.57183 -0.820793 -16.193 -67.4393 -70.3478 -7.09546 -61.6246 -94.6855 -19.4893 -0.266918 0.201122 -12.1102 -18.0322 -30.724 -1.22115 -7.19824 -10.4003 ]
42,16.6396,[-19.9515 0.355255 -54.696 -3.4224 -38.7351 -44.3593 -61.8702 -0.169276 -27.2448 -9.8541 -101.91 -31.516 -12.0638 -28.0441 -12.5585 -92.9006 -60.1475 -30.9572 -0.886082 -66.2289 -1.86723 0.111176 -125.226 -1.94708 -7.58978 -59.9141 -38.6383 -8.96237 -1.97078 -6.75198 ]
43,6.5259,[-4.01167 -1.92841 -2.22382 -44.9591 -2.3466 -9.52691 -12.9476 -2.01282 -7.8633 -40.8934 -3.76745 -13.656 -3.49512 -2.93547 -7.85983 -13.0553 -14.2543 -59.9616 -88.0494 -44.7003 -29.7936 -20.0996 0.10044 -0.299534 -37.7367 -31.1908 0.0409851 -6.04584 -17.9026 -2.56802 ]
44,8.62807,[-94.5329 -0.2981 -63.9631 -4.3157 -37.8312 -3.99079 -1.08364 0.23853 1.66868 -10.4103 -31.6935 0.221675 -15.3585 -1.80324 -41.5242 -3.69051 -7.56629 -70.6625 -49.174 -15.5137 -1.73345 -1.49784 -0.396147 -52.9731 -6.16519 -0.829067 -43.855 -16.1099 -12.7831 -4.3736 ]
45,13.5089,[-0.918635 0.0328792 0.873739 -47.0727 0.643923 -0.464964 0.321588 -64.9095 -89.1467 2.48827 -126.998 -1.09512 -36.0919 -0.117038 -1.95589 -4.74637 0.892663 -6.27491 -82.4604 -46.9382 -38.8081 -5.08175 -8.1179 -3.03025 -81.0045 0.469216 -1.32515 -30.4693 -3.97742 -5.85155 ]
46,20.0813,[-59.2953 0.598824 -15.4227 -68.8105 -9.15543 -11.1816 -36.839 -20.2979 -0.0817633 -2.91727 -11.9092 -4.32636 -5.62969 -14.4845 -0.716437 -146.52 -6.90055 -5.75848 -2.72131 -19.1147 -8.86997 -0.0688889 -1.94086 -170.955 -9.77811 -3.7837 -28.3182 -114.627 -12.7619 -1.9301 ]
47,12.1778,[-38.1888 -1.06304 -135.727 -0.32716 -19.6317 -1.59634 0.49749 -5.57921 -7.17252 -36.868 -10.675 -16.6911 -0.969864 -0.428403 -0.0128708 -0.388228 -86.1988 -4.98138 -57.2505 -17.5901 -26.6954 -46.3084 0.0602493 -67.6147 -5.23082 -7.05308 -60.3213 -4.25743 0.155106 -20.0263 ]
48,9.72628,[-0.51485 -66.2869 -4.78075 -3.73743 -8.9024 -11.1378 -1.81909 -110.786 -66.3218 -12.1819 -0.0587788 -4.99283 -25.0594 -11.9097 -29.3384 -1.14468 0.24695 -64.9063 -35.9713 -1.53855 -10.1577 -4.84364 -3.20281 -47.0258 -14.9092 -0.550611 -3.56361 -46.9554 -34.607 -17.1738 ]
49,29.6027,[-11.5174 -2.67263 -144.463 -18.6504 -11.4175 -1.75519 -46.6428 -1.43018 -128.481 -113.914 -118.202 0.145235 -5.09953 -2.80405 -17.7334 -0.90826 -99.9994 -28.0015 -110.501 -17.8787 -110.156 -7.71174 -14.3847 -31.6152 -5.13026 -4.52098 -100.877 0.803097 0.0303786 0.251483 ]
50,26.4705,[-29.7099 -19.9048 -57.5 -213.952 -1.50796 -0.672966 -10.1963 -22.5327 -4.08368 2.39246 -9.47928 -11.5715 -42.0934 -2.34354 -34.3506 -5.32133 -62.8238 -4.18718 -23.0421 -16.4373 3.07785 -16.6186 -6.96132 -180.448 9.86417 4.56898 -13.4454 -8.89609 5.13876 -98.0281 ]
