Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,353.981,356.381,25.9534,282.711,406.281,666.72
1,358.2,361.376,25.2344,316.144,401.784,538.14
2,359.205,360.051,23.3952,290.46,416.646,512.6
3,361.159,365.541,28.9196,282.797,411.77,363.92
