50542,49872,33094,33094,33094,33094,29674,29674,24729,24729,24729,24729,23535,23535,23535,23535,21768,20541,20541,20375,16958,16958,13734,13734,13734,13734,13734,13734,13734,12780,12604,11992,11992,11992,11992,11992,10762,10762,10762,10762,10762,10762,10468,10468,10468,10468,6825,6825,6825,6825,6825,6825,6825,6825,6161,6161,6161,6161,5968,5968,5968,5968,5968,5968,5968,5482,5482,5482,5266,5266,4840,4753,4753,4021,4021,4021,4021,3780,3780,3780,3780,3780,3780,3481,3481,3481,3464,2995,2995,2995,2995,2995,2995,2526,2526,2526,2526,2526,2480,2208,2208,2208,2208,2208,2208,2208,2208,2208,2146,2118,2118,1800,1800,1800,1800,1800,1800,1800,1800,1800,1722,1722,1699,1699,1274,1274,1274,1274,1252,1252,1252,959,959,959,959,959,933,933,933,933,782,782,782,765,765,765,610,610,610,610,610,610,610,610,610,610,548,548,548,548,548,548,548,548,548,537,428,428,428,428,428,428,428,400,400,400,400,400,400,387,387,387,336,334,334,302,302,302,302,302,302,302,302,302,302,284,280,280,275,275
43808,43808,41547,39960,39617,33883,27296,27296,27296,27296,25301,22815,19087,19087,19087,18372,18372,18372,17285,17285,13650,13650,13650,13650,13650,13524,13524,13524,13524,13524,13524,13524,12923,12923,12923,12408,10929,10929,10929,7785,7785,7785,7785,7785,7785,7785,7785,7785,7785,7785,7785,7785,7785,7785,7785,7345,7345,7345,7063,7063,6664,6664,5935,5935,5935,5935,5785,5785,5785,5102,5102,5102,5097,4988,4313,4313,3833,3733,3733,3733,3733,3733,3583,3583,3583,3350,3350,3350,3039,2701,2701,2701,2701,2701,2055,2055,2055,2030,2030,2030,2030,1842,1842,1842,1842,1842,1842,1842,1842,1841,1651,1651,1651,1439,1439,1439,1439,1439,1439,1439,1396,1396,1396,1396,1396,1396,1312,1251,967,967,967,967,967,967,967,967,730,730,730,730,730,730,730,730,730,730,730,730,730,730,675,675,563,563,563,563,563,531,531,531,509,509,509,509,464,464,436,436,436,436,436,436,436,436,436,436,436,436,357,342,342,342,342,342,342,312,312,312,312,312,312,312,312,305,300,228,228,186,186,186
38647,38647,38647,30568,28571,28571,28571,24464,24464,24464,24464,22592,22592,22592,16519,16519,16519,16519,16416,16416,16416,16416,14669,14669,14669,12709,12709,12709,12709,12709,12709,12709,12407,9730,9730,9730,9730,9730,9730,9730,9730,9369,9369,9369,9034,8964,8778,8778,8778,7599,7599,7599,7599,7599,6343,6343,6237,6237,6237,6237,6237,6142,6142,5560,4499,4499,4499,4499,4499,4499,4499,4499,4499,4499,4499,4379,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725,2674,2674,2674,2674,2674,2360,2360,2360,1904,1904,1904,1904,1904,1763,1763,1763,1763,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1454,1454,1454,1454,1336,1336,1336,1336,1336,1294,1294,1294,1052,1052,1052,1052,905,905,905,905,905,905,905,905,905,905,905,697,697,697,697,697,682,682,682,682,662,662,615,615,615,615,615,615,615,615,524,524,524,524,524,496,496,468,468,403,403,403,392,392,392,392,392,392,347,347,347,347,347,347,345,345,345,298,298,258,258,258,258,258,258,258,258,258
48202,47398,44367,35608,27044,27044,27044,27044,25753,24276,22564,20391,20391,20391,20391,19342,19342,19342,19342,19342,18510,16939,16939,16939,16939,16939,14069,14069,13418,13418,11330,11330,11330,11330,11330,11330,11330,11330,9663,7445,7445,7445,7445,7445,7445,7445,7445,7445,7445,7221,7221,7221,7221,7221,7221,6983,6983,6661,6661,4848,4848,4848,4848,4848,4848,4848,4848,4848,4848,4848,4848,4848,4848,4725,4230,4230,3615,3615,3615,3615,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,2852,2852,2852,2852,2675,2675,2675,2675,1845,1845,1845,1845,1845,1845,1845,1834,1703,1703,1703,1703,1703,1487,1487,1487,1487,1441,1441,1355,1355,1355,1355,1355,1355,1355,1355,1334,1294,1294,1202,1202,925,925,925,925,925,902,902,902,844,844,844,844,844,844,844,622,622,622,622,622,622,622,622,622,622,622,622,622,622,547,547,547,547,456,456,456,415,415,415,415,415,415,415,415,392,392,392,392,347,347,347,347,347,347,347,333,308,283,283,279,279,277,268,197,197,197,197,197,197,197
36824,36505,36505,36505,32135,28817,28817,28408,25383,25383,21645,21645,21645,21645,21362,21362,19937,16992,16992,16992,16992,16992,16992,16992,16048,16048,16048,14145,13237,13237,13237,13237,13237,13237,13237,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,9855,7782,7782,7782,7336,7336,7336,7031,7031,6122,6122,6122,6122,6122,6122,4718,4718,4718,4718,4718,4718,4718,4403,4403,4403,4403,4403,4403,4403,4384,4228,4228,4228,3602,3602,3602,3602,3602,3602,3602,3602,3602,3602,2906,2906,2849,2849,2475,2475,2475,2475,2475,2475,2475,2356,2356,2356,2356,2356,2356,2356,2356,1946,1946,1946,1946,1946,1946,1921,1921,1594,1594,1594,1594,1594,1413,1413,1386,1386,1371,1229,1229,1229,1229,1175,1175,1175,1175,1081,1081,1081,1081,1081,1081,1081,930,930,930,873,873,873,873,873,873,873,873,760,716,716,716,716,716,716,583,583,581,581,581,581,581,529,529,529,529,529,529,529,435,435,435,435,435,435,422,421,294,294,294,294,294,294,294,294,294,294,294,294,294,294
47288,38726,35284,31787,30832,30832,26800,26800,25780,25618,24585,23702,23702,17069,17069,17069,17069,17069,17069,17069,15144,15124,15124,15124,15124,15124,15124,12452,12452,12452,12452,12452,11672,11672,10186,10186,10186,10186,10186,10186,10186,10186,10186,10186,10186,9862,9862,9291,9291,8608,8215,8215,8215,8215,7469,7469,7469,7220,7220,7220,7220,7220,6362,6058,6058,6058,6058,6058,6058,6058,6058,5662,5067,4463,4463,4463,3500,3500,3500,3500,3500,3500,3500,3206,3206,3206,3206,3206,3206,3206,3206,3206,2970,2970,2970,2970,2970,2970,2371,1817,1817,1817,1817,1817,1817,1817,1817,1817,1817,1817,1817,1817,1817,1791,1791,1558,1558,1558,1558,1558,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,997,997,997,997,997,978,978,978,904,904,904,904,904,904,637,637,637,637,637,637,610,610,610,610,610,610,610,610,545,545,545,545,545,545,455,455,455,455,455,455,455,455,455,349,349,349,349,349,349,349,349,345,345,307,307,307,307,307,307,307,303,283,283,283,283,282,282
49220,41676,41676,37375,36678,34656,34083,28279,25611,25611,25611,25611,17790,17790,17790,17790,17790,17790,15731,15731,15731,15731,15731,15731,15731,15731,15731,13153,13153,13153,13153,13153,13153,12395,12395,11343,11343,11343,11343,10631,9756,9756,9756,9756,9539,9268,8055,7997,7997,7997,7997,7697,7697,7697,7697,7697,5643,5643,5643,5643,5643,5643,5643,5643,5643,5643,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,2946,2946,2946,2946,2946,2852,2852,2852,2749,2749,2526,2526,2526,2336,2336,2336,1906,1906,1906,1906,1883,1860,1860,1860,1622,1622,1622,1526,1526,1526,1526,1526,1526,1526,1526,1526,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1116,1046,1046,1046,794,794,794,794,794,794,794,794,794,682,682,682,682,631,631,631,620,620,601,601,601,560,560,560,560,560,560,560,560,474,471,471,471,471,471,447,343,343,343,343,343,343,343,343,343,331,331,331,331,331,331,318,318,318,318,318,274,261,261,261,261,261,251
50367,42507,35464,28437,21979,21979,21979,21979,21979,21979,21979,21979,19747,19747,19747,19747,18054,18054,12893,12893,12893,12893,12893,12893,12893,12893,12893,11271,11271,11271,11271,11271,11271,11271,11271,11271,11054,10761,10761,8271,8271,8271,8271,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7393,7393,5985,5985,5985,5985,5985,5985,5985,5985,5985,5985,5985,5663,5663,5163,5163,4460,4460,4460,4460,4460,4460,3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,3131,3131,3131,3131,3131,2895,2895,2895,2859,2859,2859,2859,2149,2149,2149,2149,2149,2149,1623,1623,1623,1623,1623,1623,1519,1519,1360,1360,1217,1217,1217,1217,1217,1217,1217,1217,1129,1129,1129,1129,1129,1129,976,976,976,976,976,976,976,976,815,815,815,815,803,793,793,793,779,779,759,759,758,758,658,644,644,609,609,609,574,509,509,509,509,509,458,458,443,443,443,443,443,443,443,424,412,412,412,351,351,272,272,272,272,272,272,272,245,245,245,245,245,245,245,245,245,245,245
44300,42701,41453,35329,33397,33397,32178,28709,26481,26481,24265,24265,24265,24265,19114,19114,18584,18584,18584,18584,18584,18584,18243,18243,16124,15996,15996,14009,13229,13137,13137,12447,12447,12447,12447,12447,12408,12408,12408,11922,11064,9861,9861,9861,9861,9861,9861,9861,8400,8400,8400,8400,8400,8400,6509,6509,6509,6509,6014,6014,6014,6014,6014,6014,6014,6014,6014,6014,6014,6014,4069,4069,4069,4069,4069,4069,4069,4069,4069,4069,3945,3945,3945,3945,3945,3945,3330,3330,3330,3330,3169,3169,2734,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,1912,1853,1853,1853,1853,1853,1853,1806,1806,1806,1737,1431,1431,1431,1431,1431,1358,1358,1353,1353,1146,1146,1146,1146,1146,1138,1138,1138,1138,1138,1138,1138,1063,974,974,892,892,819,819,819,819,819,819,819,819,819,717,717,717,618,618,563,563,563,563,563,563,563,507,507,469,469,469,469,469,469,377,377,377,377,377,377,377,377,377,377,377,377,308,308,308,308,288,288,288,288,288,288,288,250,250,250,250
48690,40014,29259,29259,29259,29259,29259,27122,27122,22279,22279,20954,20954,20954,20954,20954,20954,19744,16496,16496,15578,15578,15578,15578,15578,15578,15578,15578,15223,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,8551,8551,8551,8551,8506,8421,8286,8103,7431,7431,7431,7431,7431,6787,6787,6787,6515,6515,6515,6515,6373,4582,4582,4582,4582,4488,4488,4488,4488,4408,4408,3831,3831,3237,3237,3237,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2529,2529,2529,2529,2472,2472,2345,2345,2345,2345,2084,2084,1906,1906,1906,1906,1664,1664,1590,1590,1590,1590,1452,1452,1452,1452,1329,1329,1329,1329,1317,821,821,821,821,821,821,821,821,821,821,821,779,779,779,779,779,779,779,779,685,685,677,677,677,677,571,571,571,571,496,496,496,496,496,450,450,450,450,431,431,431,431,431,431,359,359,359,351,351,351,351,351,327,327,327,327,295,295,275,275,252,252,252,252,216,216,216
