Strategy, Mean,Median,Std,Range(low),Range(high),Time(mus)
0,6464.19,6429.42,743.856,5033.34,7803.72,540.86
1,6159.78,6172.27,914.058,3804.52,7783.55,454.1
2,6250.56,6223.9,896.24,4183.45,8066.84,454.36
3,7977.42,8085.27,546.628,6274.02,8900.82,368.66
