1082,700,634,436,440,464,464,851,422,481,427,403,436,415,446,423,544,465,467,424,417,411,493,422,417,426,451,408,429,415,422,441,516,484,432,413,485,427,409,412,420,419,466,452,428,419,457,473,412,429
572,563,544,574,544,560,594,556,564,555,546,559,599,638,548,538,538,541,545,547,573,564,544,535,537,534,589,539,565,555,552,562,554,553,549,547,547,550,549,559,560,543,547,542,547,546,586,544,546,562
420,419,416,420,417,406,401,403,404,406,405,407,415,404,409,442,420,462,438,418,494,497,416,424,431,418,432,409,412,408,403,402,406,404,405,417,439,466,1809,1424,1648,1231,1202,1046,1002,977,1193,1542,1001,865
1059,1284,968,1088,1000,851,838,808,814,1318,1303,1778,700,2360,1716,1416,1526,986,693,599,603,605,616,618,635,621,622,621,628,614,600,634,600,636,607,597,624,619,585,609,616,622,623,609,630,593,625,626,608,610
781,770,778,776,772,769,774,771,768,770,776,774,779,770,766,772,769,770,772,774,775,761,779,773,776,779,768,757,767,774,770,779,786,776,768,770,778,774,772,770,779,763,779,779,768,774,773,771,766,762
576,568,573,588,573,566,565,556,553,575,568,592,635,604,596,573,575,569,568,571,615,609,580,578,576,685,599,568,583,583,572,594,565,582,576,577,580,596,585,580,576,579,585,559,559,571,577,592,584,562
804,813,803,799,809,806,805,793,789,799,795,800,790,797,798,797,827,800,796,791,785,800,792,792,797,797,781,788,792,794,802,813,796,793,798,799,795,804,795,789,800,787,794,802,790,799,792,798,788,793
585,585,590,575,577,583,587,587,581,578,582,577,578,583,590,575,582,590,580,577,577,578,578,582,579,577,592,594,585,576,580,580,581,582,577,580,580,581,574,586,578,579,583,597,629,626,581,581,580,572
905,925,900,903,888,882,897,908,913,893,904,952,887,893,925,879,911,919,912,930,912,895,891,901,924,909,870,905,878,863,902,909,914,870,962,914,901,894,933,914,886,928,907,927,883,918,920,931,921,925
1192,1207,1191,1197,1176,1170,1177,1183,1191,1186,1205,1182,1181,1184,1175,1177,1179,1179,1182,1186,1189,1195,1181,1187,1180,1191,1191,1194,1197,1193,1179,1181,1195,1180,1182,1174,1190,1190,1191,1180,1189,1184,1177,1189,1185,1196,1200,1193,1193,1193
